celltype,arm,gene,n_peaks,lfc_atac,lfc_rna,padj_rna,rna_hit,concord
Micro,all_donors,SCPEP1,1,0.22242,0.68975,0.4139726100603056,False,True
Micro,all_donors,FAM20A,13,-0.01459,0.77011,0.836273330164571,False,False
Micro,all_donors,TIMP2,18,0.09847,0.21656,0.793118182865986,False,True
Micro,all_donors,LGALS3BP,1,0.00791,-0.3742,0.914174109213936,False,False
Micro,all_donors,CANT1,5,0.27199,-0.72765,0.6710647991296044,False,False
Micro,all_donors,NPTX1,3,0.26138,-0.49349,0.8834295608112228,False,False
Micro,all_donors,P4HB,1,0.27869,0.53527,0.7315041475657473,False,True
Micro,all_donors,METRNL,1,0.57275,0.91854,0.8086439025304105,False,True
Micro,all_donors,CLUL1,5,0.53054,0.14426,,False,True
Micro,all_donors,EMILIN2,3,-0.11532,0.3392,0.914174109213936,False,False
Micro,all_donors,LAMA1,25,0.41264,-0.37671,,False,False
Micro,all_donors,TWSG1,1,0.30514,0.13823,0.921936628194486,False,True
Micro,all_donors,LAMA3,29,-0.38031,-1.52738,,False,True
Micro,all_donors,CHST9,8,-0.03029,-0.42334,0.9199706632216418,False,True
Micro,all_donors,TTR,8,0.2822,-1.9274,0.3279011766858833,False,False
Micro,all_donors,GALNT1,1,-0.15372,0.43799,0.538526932685135,False,False
Micro,all_donors,LIPG,4,0.36581,2.59732,0.0337516982810393,True,True
Micro,all_donors,C18orf54,1,0.13427,-0.1687,0.9416758205219352,False,False
Micro,all_donors,TCF4,89,-0.25145,-0.21868,0.8672063379843421,False,True
Micro,all_donors,CCBE1,36,0.10823,-0.72595,0.8237686901061453,False,False
Micro,all_donors,CBLN2,17,0.34494,-1.67203,0.4681202270484676,False,False
Micro,all_donors,NETO1,2,-0.59823,-0.76702,0.7618496213223617,False,True
Micro,all_donors,CNDP1,1,-0.01245,-1.29599,0.6559694113328579,False,True
Micro,all_donors,FSTL3,3,0.13948,0.61946,,False,True
Micro,all_donors,CFD,2,0.44376,0.53912,0.8657801500112366,False,True
Micro,all_donors,IZUMO4,1,-0.24444,1.00131,,False,False
Micro,all_donors,EBI3,1,0.25065,0.20452,0.9228560196007934,False,True
Micro,all_donors,MYDGF,2,-0.21309,0.76223,0.5399138313984689,False,False
Micro,all_donors,HSD11B1L,1,0.44863,-0.39234,0.9096035911977662,False,False
Micro,all_donors,C3,2,0.37412,-0.23033,0.9078045282981672,False,False
Micro,all_donors,ANGPTL4,2,0.02276,0.48581,,False,True
Micro,all_donors,ADAMTS10,4,-0.09733,0.12765,0.9525913566942152,False,False
Micro,all_donors,OLFM2,19,0.37179,-0.59396,0.7015761196307667,False,False
Micro,all_donors,ANGPTL6,3,0.02617,-0.29104,,False,False
Micro,all_donors,EPOR,2,0.08539,0.24296,0.916988997935279,False,True
Micro,all_donors,MAN2B1,2,0.26363,0.11955,0.94557585008176,False,True
Micro,all_donors,CALR,1,0.48801,0.42566,0.8397807847563443,False,True
Micro,all_donors,SAMD1,1,-0.08064,-0.28362,0.9151068584897082,False,True
Micro,all_donors,ADGRE5,1,0.25797,-1.04978,0.5549741272807293,False,False
Micro,all_donors,ADGRE3,4,0.20753,0.65715,,False,True
Micro,all_donors,CPAMD8,2,1.22312,-0.36231,,False,False
Micro,all_donors,IFI30,1,0.4794,1.22546,0.4477463444705176,False,True
Micro,all_donors,CRLF1,2,-0.18624,0.87619,,False,False
Micro,all_donors,NCAN,3,0.23818,-0.88215,0.7477273087441679,False,False
Micro,all_donors,GPI,1,-0.00055,-0.24262,0.8273210098527021,False,True
Micro,all_donors,SCGB2B2,13,0.11663,-0.98307,0.3991193199640238,False,False
Micro,all_donors,SCN1B,2,0.05093,-0.3094,0.8377157704140609,False,False
Micro,all_donors,LGI4,1,-0.91494,-0.24775,0.958657302734436,False,True
Micro,all_donors,HAMP,3,0.12214,0.01883,0.996841877751159,False,True
Micro,all_donors,CATSPERG,1,-0.18469,-0.73594,0.5158412178622995,False,True
Micro,all_donors,FCGBP,6,0.81644,0.63222,0.7717807693159353,False,True
Micro,all_donors,LTBP4,7,0.21684,-0.33663,0.912020471534672,False,False
Micro,all_donors,TGFB1,2,-0.15134,-0.18394,0.903451413586404,False,True
Micro,all_donors,CEACAM1,1,0.27196,1.37336,0.3810439992619597,False,True
Micro,all_donors,PSG8,9,-0.55447,-0.68122,,False,True
Micro,all_donors,PINLYP,2,0.17417,0.49484,,False,True
Micro,all_donors,PLAUR,2,-0.12002,0.52663,0.8232550417028589,False,False
Micro,all_donors,PVR,1,0.26005,0.04615,0.9884125240330868,False,True
Micro,all_donors,APOE,3,0.42042,1.12143,0.0982944372529678,True,True
Micro,all_donors,APOC1,2,-0.61712,1.89978,0.0238024598252908,True,False
Micro,all_donors,APOC4,1,0.2868,0.4575,,False,True
Micro,all_donors,APOC2,4,0.1553,0.28023,0.910216163855802,False,True
Micro,all_donors,IGFL4,7,0.3443,-0.53922,,False,False
Micro,all_donors,FKRP,2,0.14432,-0.12392,0.9658629151379086,False,False
Micro,all_donors,CA11,1,-0.0567,0.55487,0.8771477320289207,False,False
Micro,all_donors,NUCB1,1,-0.20323,0.08707,0.9778021042872208,False,False
Micro,all_donors,FLT3LG,2,-0.40355,-0.19886,,False,True
Micro,all_donors,IL4I1,9,0.21297,1.21292,0.6779648888149845,False,True
Micro,all_donors,EMC10,2,-0.75683,-0.14303,0.96662662111341,False,True
Micro,all_donors,CLEC11A,2,0.05001,0.61131,0.844016022768927,False,True
Micro,all_donors,KLK6,1,-0.02816,-0.85405,0.7928835833559809,False,True
Micro,all_donors,IGLON5,2,0.76498,-0.79622,,False,False
Micro,all_donors,SIGLEC10,2,0.29832,0.07973,0.9790094959447708,False,True
Micro,all_donors,OSCAR,2,0.28232,0.00119,0.99914225344021,False,True
Micro,all_donors,LAIR2,1,0.55995,-0.18268,,False,False
Micro,all_donors,LILRA2,1,-0.53111,0.47509,0.7199293538772858,False,False
Micro,all_donors,LILRB1,3,0.25973,0.28265,0.888558713622352,False,True
Micro,all_donors,FCAR,2,0.56224,1.21551,0.6121088873267704,False,True
Micro,all_donors,EDDM13,2,1.17782,-0.13665,0.9719639080242796,False,False
Micro,all_donors,A1BG,1,0.00811,0.62196,0.8130055267153142,False,True
Micro,all_donors,RSPO4,2,-0.84123,-0.32822,,False,True
Micro,all_donors,PDYN,2,0.46258,0.86336,,False,True
Micro,all_donors,ATRN,1,-0.20412,0.27643,0.7094790527057141,False,False
Micro,all_donors,SIGLEC1,1,0.51397,0.79747,0.787540684211597,False,True
Micro,all_donors,C20orf27,2,0.24479,0.16336,0.9392564013487562,False,True
Micro,all_donors,CHGB,2,-0.62113,0.75868,0.807993931689967,False,False
Micro,all_donors,FLRT3,1,0.04521,-0.68336,0.784719906287843,False,False
Micro,all_donors,PCSK2,2,-0.35322,-0.79583,0.6694787257623794,False,True
Micro,all_donors,CST3,2,0.62247,0.444,0.7776089339870019,False,True
Micro,all_donors,CST7,3,0.93262,-0.94987,,False,False
Micro,all_donors,ENTPD6,1,-0.63135,0.22706,0.8739923334022928,False,False
Micro,all_donors,ASIP,11,0.55256,-0.44434,,False,False
Micro,all_donors,MMP24,1,0.29732,0.11216,0.967922918353026,False,True
Micro,all_donors,SOGA1,2,0.41099,-0.00529,0.9961919226004656,False,False
Micro,all_donors,VSTM2L,2,0.23378,0.23965,0.9679368244186296,False,True
Micro,all_donors,SDC4,1,0.52139,-0.75001,0.8062219581709099,False,False
Micro,all_donors,PLTP,1,0.66213,0.01236,0.9975867760024753,False,True
Micro,all_donors,CD40,1,0.10114,-0.38006,0.81745377114195,False,False
Micro,all_donors,SULF2,1,-1.37978,-1.61412,0.1321999672855714,False,True
Micro,all_donors,BMP7,1,-0.1704,-0.98858,0.6624082141155332,False,True
Micro,all_donors,GNAS,21,0.35955,0.1404,0.8833326616255912,False,True
Micro,all_donors,LAMA5,1,-0.51018,-0.96984,,False,True
Micro,all_donors,COL9A3,1,-0.11054,-0.84428,0.8836229531762341,False,True
Micro,all_donors,CXADR,1,-0.15513,-0.11303,0.9206705313996362,False,True
Micro,all_donors,APP,8,0.11376,-1.06826,0.4053486001848584,False,False
Micro,all_donors,ADAMTS1,2,-0.37293,-0.18927,,False,True
Micro,all_donors,C21orf62,1,0.48012,0.64268,,False,True
Micro,all_donors,IFNAR2,1,0.35606,0.1718,0.920557097387778,False,True
Micro,all_donors,DSCAM,91,0.46965,0.16848,0.9253652386528424,False,True
Micro,all_donors,FAM3B,2,-2.09963,-2.48507,,False,True
Micro,all_donors,COL18A1,14,0.57139,-0.23135,0.9136662455451328,False,False
Micro,all_donors,S100B,2,0.24577,-0.10075,0.9779740533145884,False,False
Micro,all_donors,IL17RA,1,-0.48453,0.08392,0.9764696328831908,False,False
Micro,all_donors,ADA2,5,-0.64608,0.35171,0.8436023954634319,False,False
Micro,all_donors,C22orf39,1,-0.73118,-0.59854,0.7251943102174963,False,True
Micro,all_donors,SERPIND1,4,0.28415,0.31697,,False,True
Micro,all_donors,MIF,1,0.42474,0.74502,0.6354663448256995,False,True
Micro,all_donors,EMID1,1,0.05897,-0.79892,0.4847482572804165,False,False
Micro,all_donors,OSM,3,-0.04685,1.07137,,False,False
Micro,all_donors,TCN2,3,0.35281,0.33954,,False,True
Micro,all_donors,TIMP3,3,0.29083,0.30048,0.932037166724274,False,True
Micro,all_donors,APOL1,2,0.15371,0.16519,,False,True
Micro,all_donors,C1QTNF6,2,0.00242,0.11714,0.9778021042872208,False,True
Micro,all_donors,LGALS1,1,0.60062,1.07042,0.6132770177471943,False,True
Micro,all_donors,PDGFB,4,0.27958,1.07538,0.2362356191235299,False,True
Micro,all_donors,CHADL,2,-0.02926,-1.2304,0.6244632716712853,False,True
Micro,all_donors,CCDC134,1,0.05718,-0.56695,0.7974408516996009,False,False
Micro,all_donors,FBLN1,3,0.54995,0.04571,,False,True
Micro,all_donors,WNT7B,5,0.63408,-0.61925,,False,False
Micro,all_donors,TAFA5,61,-0.33622,-0.72176,0.7438151861779303,False,True
Micro,all_donors,CSF2RA,5,0.28182,0.02892,0.9873080287848106,False,True
Micro,all_donors,DHRSX,2,0.3227,-0.49413,0.4875821377694684,False,False
Micro,all_donors,ANOS1,1,0.51387,0.20077,0.9151068584897082,False,True
Micro,all_donors,VEGFD,2,0.35834,-0.45259,,False,False
Micro,all_donors,APOO,1,0.5165,0.02677,0.9873080287848106,False,True
Micro,all_donors,SRPX,1,0.31832,-0.78738,,False,False
Micro,all_donors,NDP,2,-0.03239,-1.17905,0.7472766824909725,False,True
Micro,all_donors,DIPK2B,1,0.50593,-1.30938,0.7292794335786829,False,False
Micro,all_donors,TIMP1,1,0.35007,1.87223,0.5575498415748815,False,True
Micro,all_donors,PCSK1N,2,0.02475,0.95084,0.6411030097559604,False,True
Micro,all_donors,EDA,5,0.2811,0.14949,0.919153609907122,False,True
Micro,all_donors,PDZD11,1,0.41196,0.91842,,False,True
Micro,all_donors,COL4A5,9,0.1178,-1.15598,0.7635816968751505,False,False
Micro,all_donors,CHRDL1,1,0.60342,-0.55565,,False,False
Micro,all_donors,PGRMC1,1,-0.06756,0.35941,0.9001135606145372,False,False
Micro,all_donors,ENOX2,38,0.13415,0.00789,0.996044404275248,False,True
Micro,all_donors,GPC4,2,0.74531,-0.22401,,False,False
Micro,all_donors,FGF13,15,0.4535,0.08874,0.980981764527604,False,True
Micro,all_donors,CD99L2,1,-0.38467,-0.07281,0.9461719634776844,False,True
Micro,all_donors,FAM3A,1,-0.51236,-0.7541,0.7180998659126726,False,True
Micro,all_donors,F8,3,-0.08816,0.31603,0.902195484978374,False,False
Micro,min10_cells,ISG15,5,0.16881,1.14959,,False,True
Micro,min10_cells,AGRN,1,0.04435,0.59906,,False,True
Micro,min10_cells,VWA1,3,-0.45112,-1.17461,0.769730506438086,False,True
Micro,min10_cells,TNFRSF25,1,0.56898,-0.96888,0.4099010669888467,False,False
Micro,min10_cells,CORT,1,-0.19198,-1.46697,,False,True
Micro,min10_cells,TNFRSF1B,2,0.11388,-0.03116,0.9898055651628004,False,False
Micro,min10_cells,NBL1,14,-0.01959,0.50473,0.7367546475607115,False,False
Micro,min10_cells,PLA2G2C,2,-0.09629,0.17707,,False,False
Micro,min10_cells,HSPG2,2,0.16449,-0.88474,,False,False
Micro,min10_cells,C1QA,2,0.08156,1.17931,0.5876998172197687,False,True
Micro,min10_cells,C1QC,3,-0.21496,0.66364,0.6791521267975196,False,False
Micro,min10_cells,C1QB,3,0.07929,0.76824,0.709881669618487,False,True
Micro,min10_cells,COL16A1,3,-0.27806,-1.39495,0.6528208378909074,False,True
Micro,min10_cells,ADGRB2,5,-0.26335,-0.86607,0.6735512149380031,False,True
Micro,min10_cells,COL8A2,7,0.24929,0.19476,0.9446140431285552,False,True
Micro,min10_cells,CSF3R,1,0.17052,0.06294,0.971992217960964,False,True
Micro,min10_cells,EPHA10,3,-0.32389,-2.06079,,False,True
Micro,min10_cells,BMP8A,3,-0.05722,-0.93659,,False,True
Micro,min10_cells,PPT1,6,-0.37857,-0.20706,0.8813796214474772,False,True
Micro,min10_cells,COL9A2,1,-0.18546,-0.36436,0.8820399783777368,False,True
Micro,min10_cells,YBX1,1,-0.09231,0.56481,0.2215591496145268,False,False
Micro,min10_cells,P3H1,1,0.05676,0.43857,0.7697270834272072,False,True
Micro,min10_cells,SVBP,1,0.34659,0.57774,0.6735512149380031,False,True
Micro,min10_cells,ST3GAL3,7,-0.05948,-0.06276,0.9659688312528848,False,True
Micro,min10_cells,SPATA6,1,-0.10587,-0.23246,0.9206705313996362,False,True
Micro,min10_cells,GPX7,1,0.01381,-0.6156,,False,False
Micro,min10_cells,LRP8,1,0.2723,-0.07065,0.9780001156307336,False,False
Micro,min10_cells,LEPR,20,0.00465,0.65643,0.6236847938020257,False,True
Micro,min10_cells,COL24A1,1,-0.83,-0.97511,0.7880901627144067,False,True
Micro,min10_cells,CLCA4,1,-0.52306,-0.99427,0.806779781686456,False,True
Micro,min10_cells,GBP1,1,0.39986,1.28587,0.5876998172197687,False,True
Micro,min10_cells,TGFBR3,9,-0.32719,-0.3988,0.9095906440397228,False,True
Micro,min10_cells,F3,2,-0.14777,-0.33935,0.9254183321794844,False,True
Micro,min10_cells,EXTL2,1,-0.17795,0.1455,0.9206705313996362,False,False
Micro,min10_cells,OLFM3,25,-0.24637,-1.1818,0.4685481611408899,False,True
Micro,min10_cells,COL11A1,1,-0.63578,-0.97725,0.6735512149380031,False,True
Micro,min10_cells,AMY2B,3,-0.66056,0.38337,0.7942643173548676,False,False
Micro,min10_cells,CSF1,2,-0.50206,-2.28575,0.1115638424745708,False,True
Micro,min10_cells,CHI3L2,12,-0.0509,-0.02367,,False,True
Micro,min10_cells,WNT2B,3,0.1418,0.35848,0.8146520289222999,False,True
Micro,min10_cells,OLFML3,2,-0.29538,-0.96416,0.6379572239164886,False,True
Micro,min10_cells,NOTCH2NLA,1,0.44044,1.39579,0.2598681631689035,False,True
Micro,min10_cells,NOTCH2NLC,1,-0.57947,0.52471,0.5907731085476897,False,False
Micro,min10_cells,C1orf54,3,0.0973,0.24271,0.9367020682153148,False,True
Micro,min10_cells,ECM1,3,-0.38955,-0.4181,,False,True
Micro,min10_cells,ADAMTSL4,2,0.18525,0.60402,0.807993931689967,False,True
Micro,min10_cells,CTSS,2,0.22509,0.41513,0.6885059224886078,False,True
Micro,min10_cells,CTSK,2,0.03373,-0.85848,,False,False
Micro,min10_cells,C1orf56,2,0.1554,0.3575,0.9206705313996362,False,True
Micro,min10_cells,TUFT1,1,0.32295,-0.40172,,False,False
Micro,min10_cells,S100A9,1,-0.20854,-0.83661,0.8956558874220416,False,True
Micro,min10_cells,S100A8,1,-0.11211,0.47032,0.9667595159489316,False,False
Micro,min10_cells,S100A4,3,0.76544,2.57233,,False,True
Micro,min10_cells,S100A13,2,-0.02432,0.35455,0.8977384179874063,False,False
Micro,min10_cells,IL6R,3,0.0678,-0.06397,0.9720635861853286,False,False
Micro,min10_cells,EFNA4,2,0.08151,0.06511,,False,True
Micro,min10_cells,EFNA1,2,-0.69241,-0.8238,0.8708743235694949,False,True
Micro,min10_cells,THBS3,1,-0.14176,-1.37911,0.5338205962443436,False,True
Micro,min10_cells,NAXE,2,-0.0118,-1.00956,0.5723373628334975,False,True
Micro,min10_cells,HAPLN2,1,-0.09062,-0.32521,0.970157682498792,False,True
Micro,min10_cells,BCAN,2,0.01136,-0.96085,0.6671678028922148,False,False
Micro,min10_cells,HDGF,1,0.20776,0.1223,0.9544903241675484,False,True
Micro,min10_cells,COPA,1,-0.09593,-0.1268,0.888558713622352,False,True
Micro,min10_cells,ADAMTS4,4,-0.24586,-1.1136,0.6617165403336887,False,True
Micro,min10_cells,FCGR3A,1,0.2181,0.89489,0.6856874023133201,False,True
Micro,min10_cells,OLFML2B,14,-0.02495,-0.07687,0.9778021042872208,False,True
Micro,min10_cells,CREG1,1,0.09128,-0.11489,0.9416758205219352,False,False
Micro,min10_cells,TNR,3,1.0297,-0.8989,0.6750463040128781,False,False
Micro,min10_cells,PAPPA2,1,0.09246,-0.2123,0.9667595159489316,False,False
Micro,min10_cells,BRINP2,1,-1.13015,-1.54447,0.2763861647239366,False,True
Micro,min10_cells,ANGPTL1,1,-0.27094,1.15656,0.5753011388704267,False,False
Micro,min10_cells,QSOX1,2,0.03555,-0.17578,0.888558713622352,False,False
Micro,min10_cells,MR1,1,0.42156,0.4894,0.710106818588408,False,True
Micro,min10_cells,LAMC1,1,0.16343,-0.30082,,False,False
Micro,min10_cells,HMCN1,1,-0.76744,0.49016,,False,False
Micro,min10_cells,BRINP3,3,-0.03192,-1.0431,0.6132770177471943,False,True
Micro,min10_cells,CRB1,31,-0.57617,-1.0772,0.6198579753210873,False,True
Micro,min10_cells,RNPEP,1,0.09269,0.40633,0.7259720683331383,False,True
Micro,min10_cells,CHI3L1,2,-0.1097,0.25702,,False,False
Micro,min10_cells,CHIT1,1,-0.26859,0.41659,,False,False
Micro,min10_cells,CNTN2,2,-0.12822,-1.04427,0.7573383230288919,False,True
Micro,min10_cells,PM20D1,2,0.41196,-0.74707,,False,False
Micro,min10_cells,IL10,3,-0.08829,1.87965,,False,False
Micro,min10_cells,IL19,17,0.04506,1.1195,,False,True
Micro,min10_cells,CD55,1,-0.04131,-0.02627,0.98738989740453,False,True
Micro,min10_cells,CR1L,1,-0.34562,-0.84796,,False,True
Micro,min10_cells,NENF,1,-0.28966,-0.00473,0.9980169068222456,False,True
Micro,min10_cells,VASH2,2,-0.28991,-0.26334,,False,True
Micro,min10_cells,USH2A,2,-0.34552,-0.4149,,False,True
Micro,min10_cells,TGFB2,3,0.34205,-0.30426,0.9129355239377436,False,False
Micro,min10_cells,SUSD4,1,-0.79976,-0.58583,0.7521741425865859,False,True
Micro,min10_cells,LEFTY1,2,-0.56959,-1.79388,,False,True
Micro,min10_cells,GALNT2,1,0.04203,0.04224,0.9780001156307336,False,True
Micro,min10_cells,AGT,1,0.22612,0.43896,0.9201359764862906,False,True
Micro,min10_cells,NLRP3,2,0.29441,-0.00718,0.9972247402264676,False,False
Micro,min10_cells,ALKAL2,1,0.39573,-0.49138,,False,False
Micro,min10_cells,COLEC11,5,-0.73963,1.72829,,False,False
Micro,min10_cells,POMC,1,0.082,-1.06508,,False,False
Micro,min10_cells,EMILIN1,1,-0.39769,-1.18788,0.6153790124989863,False,True
Micro,min10_cells,CGREF1,2,0.29905,-0.64606,0.8305729403192966,False,False
Micro,min10_cells,UCN,2,0.29791,0.60284,,False,True
Micro,min10_cells,FNDC4,1,-0.41198,1.6651,,False,False
Micro,min10_cells,LTBP1,27,-0.13124,-2.01701,0.2782409555314638,False,True
Micro,min10_cells,CRIM1,2,0.19046,-0.23549,0.8836229531762341,False,False
Micro,min10_cells,QPCT,2,-0.91468,-1.25736,0.4581765734698362,False,True
Micro,min10_cells,PKDCC,2,0.18367,0.17527,0.9709271537040912,False,True
Micro,min10_cells,EFEMP1,1,-0.60944,0.31962,,False,False
Micro,min10_cells,TGFA,2,-0.08451,-0.39252,0.7372973783803,False,True
Micro,min10_cells,PRADC1,1,0.16327,0.68913,0.8137590778723318,False,True
Micro,min10_cells,LOXL3,1,-0.15508,0.31528,0.7815773652464636,False,False
Micro,min10_cells,GNLY,1,0.02807,0.78555,0.808961428548007,False,True
Micro,min10_cells,THNSL2,2,-0.24108,-0.10857,0.9780001156307336,False,True
Micro,min10_cells,MGAT4A,11,-0.01551,0.05254,0.9795773526135564,False,False
Micro,min10_cells,CREG2,2,-0.8636,-0.21177,0.9487537366024528,False,True
Micro,min10_cells,IL1R1,9,0.46346,-0.28307,,False,False
Micro,min10_cells,IL1A,2,-0.08716,-0.86626,0.6758777139832299,False,True
Micro,min10_cells,IL1B,1,-0.07269,-0.6693,0.8672063379843421,False,True
Micro,min10_cells,MGAT5,36,0.28688,-0.32381,0.5690071403764285,False,False
Micro,min10_cells,LYPD6,3,0.12371,0.32126,,False,True
Micro,min10_cells,NMI,1,0.18564,-0.17851,0.945356051955198,False,False
Micro,min10_cells,TNFAIP6,2,0.45763,-2.10115,,False,False
Micro,min10_cells,PLA2R1,3,-0.939,-3.76504,0.160703218440388,False,True
Micro,min10_cells,DPP4,2,-0.01121,-1.35798,0.5549321860741393,False,True
Micro,min10_cells,COL5A2,1,0.37646,-0.36108,0.8911296792082682,False,False
Micro,min10_cells,TMEFF2,3,-0.27405,-1.45525,0.5773165387866362,False,True
Micro,min10_cells,NRP2,2,0.50868,0.33914,0.8013458300028466,False,True
Micro,min10_cells,ADAM23,1,-0.92857,-0.98504,0.523996130894153,False,True
Micro,min10_cells,VWC2L,1,-0.20747,-1.80774,,False,True
Micro,min10_cells,FN1,1,-0.86665,0.1696,0.96898490928593,False,False
Micro,min10_cells,IGFBP5,2,0.20713,0.44308,0.904476088573144,False,True
Micro,min10_cells,ABCB6,1,0.17086,0.83566,,False,True
Micro,min10_cells,GLB1L,2,-0.11558,-0.67303,,False,True
Micro,min10_cells,SCG2,2,0.25769,-0.49632,0.8377157704140609,False,False
Micro,min10_cells,SERPINE2,3,-0.16249,-0.26554,0.9228560196007934,False,True
Micro,min10_cells,COL4A4,1,0.34148,-1.39245,0.637424201235972,False,False
Micro,min10_cells,COL4A3,1,0.34148,0.37972,,False,True
Micro,min10_cells,SNORC,2,-0.23967,-0.30796,0.912020471534672,False,True
Micro,min10_cells,COL6A3,6,-0.47329,-1.46115,,False,True
Micro,min10_cells,GPC1,6,-0.61165,-1.05989,0.5723373628334975,False,True
Micro,min10_cells,SNED1,12,0.41109,-0.1179,0.9667595159489316,False,False
Micro,min10_cells,CHL1,31,-0.23539,-0.65692,0.6885059224886078,False,True
Micro,min10_cells,CNTN4,69,-0.08139,-1.73002,0.2140501092832226,False,True
Micro,min10_cells,IL17RE,2,0.88507,0.04841,,False,True
Micro,min10_cells,GHRL,4,0.66425,1.39207,,False,True
Micro,min10_cells,FBLN2,6,-0.51185,-1.04679,,False,True
Micro,min10_cells,COLQ,7,-0.61392,-0.65949,0.6217302512168293,False,True
Micro,min10_cells,BTD,8,-0.05842,-0.03938,0.9873080287848106,False,True
Micro,min10_cells,TGFBR2,2,0.16467,-0.02277,0.9873080287848106,False,False
Micro,min10_cells,CRTAP,1,0.22216,0.4244,0.6441233114546504,False,True
Micro,min10_cells,PDCD6IP,1,0.14194,0.2042,0.7300071764479009,False,True
Micro,min10_cells,CCK,4,0.0029,0.81763,0.8062340797060644,False,True
Micro,min10_cells,GASK1A,2,0.0162,-0.09631,0.9706657406521864,False,False
Micro,min10_cells,CDCP1,2,0.40197,0.18415,0.937861266049894,False,True
Micro,min10_cells,CSPG5,1,-0.32459,-0.49075,0.8963305399800725,False,True
Micro,min10_cells,PLXNB1,4,-0.8382,-0.64882,0.8896397572358588,False,True
Micro,min10_cells,LAMB2,1,0.3033,1.11921,,False,True
Micro,min10_cells,DAG1,1,-0.04339,-0.55901,0.6589856334238399,False,True
Micro,min10_cells,MST1,1,0.08069,1.08392,,False,True
Micro,min10_cells,SEMA3B,3,-0.20268,-0.6986,0.8513012317779838,False,True
Micro,min10_cells,HYAL1,2,-0.02295,-0.63132,,False,True
Micro,min10_cells,MANF,1,0.01476,0.4972,0.8860899111650461,False,True
Micro,min10_cells,ITIH4,1,-0.06518,-0.18241,0.9625950527535372,False,True
Micro,min10_cells,MUSTN1,2,-0.38456,-0.65907,,False,True
Micro,min10_cells,WNT5A,6,0.12543,0.26786,0.8963305399800725,False,True
Micro,min10_cells,ADAMTS9,2,-0.43778,-0.81533,,False,True
Micro,min10_cells,TAFA1,53,0.23306,-0.90476,0.65731710408827,False,False
Micro,min10_cells,TAFA4,1,-0.27172,-1.92822,0.5673497036583184,False,True
Micro,min10_cells,EPHA3,1,-0.06257,-0.82426,0.8673135670652138,False,True
Micro,min10_cells,PROS1,2,0.08928,-0.74229,0.6121088873267704,False,False
Micro,min10_cells,ABI3BP,1,0.7577,0.99244,0.7218173493325906,False,True
Micro,min10_cells,NXPE3,4,-0.12371,-0.88099,0.5399138313984689,False,True
Micro,min10_cells,ALCAM,33,0.0142,0.08775,0.9650657863796048,False,True
Micro,min10_cells,CD200R1,2,0.72648,1.24457,0.6132770177471943,False,True
Micro,min10_cells,B4GALT4,3,0.17601,0.58159,0.6462244020524555,False,True
Micro,min10_cells,FSTL1,1,-0.04662,0.27786,,False,False
Micro,min10_cells,HEG1,1,-0.09523,-0.07898,0.97264289638038,False,True
Micro,min10_cells,COL6A6,1,0.51203,-0.84833,,False,False
Micro,min10_cells,TF,4,-0.90797,-1.08798,0.7273157005294176,False,True
Micro,min10_cells,PCOLCE2,1,0.37308,-0.77873,,False,False
Micro,min10_cells,DIPK2A,1,0.14833,-0.48512,0.5080307409851177,False,False
Micro,min10_cells,CPB1,5,0.09249,-0.16815,0.9803097392705172,False,False
Micro,min10_cells,CP,2,0.68972,0.72146,0.6725163064050047,False,True
Micro,min10_cells,IGSF10,2,-0.55621,-0.81393,0.6533834289632828,False,True
Micro,min10_cells,C3orf33,1,-0.35782,-0.51917,0.6735512149380031,False,True
Micro,min10_cells,RARRES1,2,-0.06947,-0.14163,0.9650657863796048,False,True
Micro,min10_cells,BCHE,2,-0.66083,-2.05039,0.3356140365042516,False,True
Micro,min10_cells,SERPINI1,1,-0.17825,-0.26777,0.9206705313996362,False,True
Micro,min10_cells,TNFSF10,1,0.04797,0.14899,0.9494325905997326,False,True
Micro,min10_cells,ST6GAL1,29,-0.1457,-0.00167,0.9980169068222456,False,True
Micro,min10_cells,SST,1,-0.10175,-1.82779,,False,True
Micro,min10_cells,IL1RAP,12,0.12654,-0.61343,0.6608922946446754,False,False
Micro,min10_cells,APOD,3,-1.06095,0.11328,0.9805166887454124,False,False
Micro,min10_cells,MUC20,3,-0.86015,-0.47727,0.895880664527182,False,True
Micro,min10_cells,TFRC,1,-0.02664,0.52687,0.8382361450375905,False,False
Micro,min10_cells,FBXO45,1,0.11622,-0.50189,0.8125311486299471,False,False
Micro,min10_cells,SPON2,11,-0.17362,-0.58203,,False,True
Micro,min10_cells,FGFR3,2,-0.0506,-0.71956,0.7988745565010873,False,True
Micro,min10_cells,C4orf48,1,0.16653,0.29767,0.919153609907122,False,True
Micro,min10_cells,CYTL1,2,0.19129,1.59882,0.0496024314009676,True,True
Micro,min10_cells,MAN2B2,1,-0.05482,0.11129,0.9475805482961552,False,False
Micro,min10_cells,C1QTNF7,20,-0.28989,-1.1693,,False,True
Micro,min10_cells,SLIT2,2,-0.85861,-1.3402,0.2163142061320244,False,True
Micro,min10_cells,SOD3,1,0.00831,1.1029,,False,True
Micro,min10_cells,LGI2,2,-0.03545,0.39843,,False,False
Micro,min10_cells,SMIM20,1,-0.09996,0.38422,0.8476103313591106,False,False
