EntrezGeneSymbol,Estimate
ADIPOQ,0.006417197587425127
ADK,8.162861770117261e-05
ADM,0.002035598576682997
ADM2,-0.0003023080366669655
ADPGK,0.0001653984140368954
ADPRH,-0.0009847400481018387
ADPRS,0.004659261076082389
ADRM1,0.0001107066456391006
ADSL,0.002031419536936771
ADSS1,-4.356035718679452e-05
ADSS2,-0.0005558713565282259
AFAP1L1,-2.499052304990149e-05
AFAP1L2,0.001641578916522906
AFM,0.0009126189545359968
AFP,-0.000775828154828264
AGA,-0.0003709464573530973
AGAP2,0.0007947281710299474
AGAP3,0.0009515411943395435
AGER,0.0003687469810212218
AGFG1,0.001362606012001307
AGFG2,0.0002166884788223106
AGGF1,5.948282266609809e-05
AGO1,0.0006323900100884808
AGO2,-5.548847921625825e-06
AGO3,0.000796952742420598
AGR2,0.0001681478572437116
AGR3,0.001583220463208506
AGRN,0.001840298540180374
AGRP,0.003209104275369656
AGT,-0.0009232281845472561
AGXT,-0.0001413007132129196
AHCY,-0.000138870107836569
AHCYL1,-0.0007660056924625824
AHSA1,0.0005061047236228157
AHSG,0.0004122780536799824
AHSP,0.001908380211225093
AIDA,0.001863981235575143
AIF1,0.002683478163148457
AIF1L,0.005525634697781748
AIFM1,-0.000512027004231241
AIM2,0.001157111551757946
AIMP1,0.001439170152020552
AIP,-0.000992559924173428
AIPL1,6.870358785144044e-05
AK1,0.003850831843971693
AK2,0.004463733948880538
AK4,-0.001206238420685646
AK5,8.634706450102089e-05
AKAP7,-4.23451280554934e-05
AKIRIN2,0.002030804083200856
AKR1A1,0.004482627305698006
AKR1B1,0.003765662088141851
AKR1B10,-0.000858039703485716
AKR1C1,-8.53293535470369e-05
AKR1C2,-0.0003116988172459083
AKR1C3,9.843654716459997e-06
AKR1C4,-7.035236521951703e-05
AKR1D1,-0.0002255865411356139
AKR7A2,-0.0005104128351714901
AKR7A3,-0.0003827190364825472
AKT1,0.004093153823699393
AKT1S1,0.001104352375276558
AKT2,0.001363844370209692
AKT3,0.004476956005392274
ALAD,-0.000397570216828664
ALB,-0.0005505398963384306
ALCAM,0.001540708589905925
ALDH1A1,0.0002809512531210353
ALDH1A2,-0.0006438139367254571
ALDH1A3,0.002325888457199647
ALDH1B1,0.0003023617933366512
ALDH2,8.874736236231334e-05
ALDH3A1,-0.0003731905051893714
ALDH3B1,-0.001047186322540565
ALDH5A1,0.0002791519459376778
ALDH6A1,0.0005121702122198388
ALDH7A1,0.0005742068116471689
ALDOA,0.003027246622449324
ALDOB,-2.55974045538036e-05
ALDOC,0.001238087067515373
ALG2,-0.0007685151377354496
ALK,0.000421288077739536
ALKAL2,0.001527549444311466
ALKBH2,-0.0001418872425407493
ALKBH3,0.0002501305238248702
ALOX15B,0.0006291559564759623
ALOX5,1.990588203901861e-05
ALPG,-0.0003058516701562127
ALPI,0.0009201854978461913
ALPL,0.001734709265370377
ALPP,-0.0002821913976834823
AMBP,0.001801673205812173
AMH,0.002429830085723732
AMIGO1,-0.000804821005969898
AMIGO2,0.002283571973887114
AMMECR1L,-1.516150322372195e-05
AMN,-0.0002730927987163655
AMOT,-0.0001571431497969639
AMPD2,-0.0007265914632252695
AMPH,0.004058489387741899
AMT,-0.000141859072514699
AMY1A,0.000307574372063709
AMY2A,0.003144297157605536
AMY2B,0.003055985932575041
ANAPC10,8.959492572396226e-05
ANAPC7,-0.0001255522732317014
ANG,0.00175501088661703
ANGPT1,0.005051978915099393
ANGPT2,0.003577798848797743
ANGPT4,-0.001260643710442346
ANGPTL1,0.00447514563340677
