gene,Beta
DIP2C,-0.129538005065663
DIRAS1,1.21914166711714
DIRAS2,-0.19690872614376
DKK3,-0.786084622255053
DLAT,2.21799386449976
DLD,2.66040221041223
DLG1,0.6707208106101
DLG2,-0.139313113096637
DLG3,1.73787183690565
DLG4,3.34992024554784
DLGAP1,1.37253967456867
DLGAP2,-0.0716565411666587
DLGAP3,0.151845306531394
DLGAP4,-0.0123069749916981
DLST,1.14246222886692
DMD,-0.282244294809295
DMTN,2.0806959026443
DMWD,0.159074456495711
DMXL1,0.131300348569776
DMXL2,3.07189063239533
DNAH3,-0.0127992450367703
DNAH9,-0.0843380997465214
DNAJA1,-1.20157493816297
DNAJA2,-0.701599671355195
DNAJA3,0.352310530241402
DNAJA4,0.163214732499094
DNAJB1,0.207781888761334
DNAJB11,0.206220801455864
DNAJB2,-0.492190045025122
DNAJB4,1.02118795682328
DNAJB6,0.297832288591877
DNAJC11,0.598470834589487
DNAJC5,-0.200007893344436
DNAJC6,4.21324753718362
DNAJC7,-0.0586762574335101
DNAJC8,-0.716183048075987
DNM1,0.44634725159714433
DNM1L,1.889307683891236
DNM2,0.0358187641915081
DNM3,1.58196550263741
DNPEP,-0.044976877929743
DNPH1,-0.226034955923255
DOC2A,0.619092345332081
DOCK3,0.891909491630515
DOCK4,0.10712317821601
DPM1,-0.279519132884757
DPP10,0.860995400746634
DPP3,0.0164075627472956
DPP6,2.43113837569829
DPP7,-0.206610272545194
DPY30,0.109950092868693
DPYSL2,-2.00925793811862
DPYSL3,-0.94087879252089
DPYSL4,0.0704680007797137
DPYSL5,0.0513799313506223
DRG1,-0.0649837739008686
DRG2,0.0311154776930954
DSCR3,-0.0265504581572039
DST,-3.05086565632246
DSTN,1.3870262510995
DTD1,-0.498016632015904
DTNA,-0.504380451954199
DTX3,0.0243570959360157
DUSP3,0.0741648668807172
DUT,-0.0113439861825126
DYNC1H1,-1.10510438122043
DYNC1I1,-0.203967014128157
DYNC1I2,-0.7250195091384375
DYNC1LI1,1.19481278482361
DYNC1LI2,-2.18955464844376
DYNLL1,-0.205052435251404
DYNLL2,1.10954185325517
DYNLRB1,-0.313693400802836
DYNLT3,0.278436910181715
DYRK1A,0.116258009186965
