"celltype","arm","n_genes","n_fg_peaks","motif","tf","OR","p","padj","dz","dz_sign_ok","n_targets","verdict","pred_match"
"Micro","UP",10,28,"MA0079.4","SP1",1.99453551912568,0.0798501748644538,0.663939589185496,0.0430471153093279,TRUE,8,"SUGGESTIVE",FALSE
"Micro","UP",10,28,"MA0039.4","KLF4",1.77777777777778,0.105653106961421,0.663939589185496,0.0218645568354437,TRUE,9,"SUGGESTIVE",FALSE
"Micro","UP",10,28,"MA0652.1","IRF8",2.68,0.145713810814495,0.781555894368654,0.120518678777639,TRUE,3,"SUGGESTIVE",TRUE
"Micro","UP",10,28,"MA0051.1","IRF2",1.77777777777778,0.241122957986179,0.917223875981037,0.219869168047423,TRUE,4,"SUGGESTIVE",TRUE
"Micro","UP",10,28,"MA0488.1","JUN",1.98,0.24290838210032,0.917223875981037,-0.122232257258766,FALSE,3,"ns",TRUE
"Micro","UP",10,28,"MA0808.1","TEAD3",1.74666666666667,0.295377180400673,0.917223875981037,-0.0615522647215455,FALSE,3,"ns",TRUE
"Micro","UP",10,28,"MA0838.1","CEBPG",3,0.192668664921172,0.917223875981037,0.16096117455863,TRUE,2,"ns",TRUE
"Micro","UP",10,28,"MA0598.3","EHF",1.50317124735729,0.274129210114037,0.917223875981037,0.573362536508382,TRUE,6,"SUGGESTIVE",FALSE
"Micro","UP",10,28,"MA0473.3","ELF1",1.43606557377049,0.272103072809207,0.917223875981037,0.402413043892608,TRUE,7,"SUGGESTIVE",FALSE
"Micro","UP",10,28,"MA0761.2","ETV1",1.40645161290323,0.287104828966569,0.917223875981037,0.379304158238482,TRUE,7,"SUGGESTIVE",FALSE
"Micro","UP",10,28,"MA0090.3","TEAD1",1.7,0.262465541019865,0.917223875981037,-0.00808993716858286,FALSE,3,"ns",TRUE
"Micro","UP",10,28,"MA0599.1","KLF5",1.28082595870206,0.333996036590496,0.938369817087583,0.0224797032647157,TRUE,9,"SUGGESTIVE",FALSE
"Micro","UP",10,28,"MA0778.1","NFKB2",1.42773207990599,0.329284613378929,0.938369817087583,0.155895048919788,TRUE,4,"SUGGESTIVE",TRUE
"Micro","UP",10,28,"MA0795.1","SMAD3",1.71794871794872,0.369569318395019,0.948025642839396,0.133821862006227,TRUE,2,"ns",TRUE
"Micro","UP",10,28,"MA0769.2","TCF7",1.71794871794872,0.369569318395019,0.948025642839396,0.0193818120815185,TRUE,2,"ns",FALSE
"Micro","UP",10,28,"MA0645.1","ETV6",1.33870967741935,0.396351701996166,0.949083853471328,0.266250859235838,TRUE,3,"SUGGESTIVE",FALSE
"Micro","UP",10,28,"MA0809.2","TEAD4",1.40727272727273,0.402154175199715,0.949083853471328,-0.0916502904744787,FALSE,3,"ns",TRUE
"Micro","UP",10,28,"MA1515.1","KLF2",1.17283950617284,0.423617682580615,0.956310349399404,0.0241433259765591,TRUE,8,"SUGGESTIVE",FALSE
"Micro","UP",10,28,"MA0836.2","CEBPD",1.46153846153846,0.437633549725151,0.956310349399404,0.242187220285189,TRUE,2,"ns",TRUE
"Micro","UP",10,28,"MA0101.1","REL",0.596153846153846,0.844017351364331,0.98342610215198,0.148922452143021,TRUE,1,"ns",TRUE
"Micro","UP",10,28,"MA0107.1","RELA",1,0.599673530327833,0.98342610215198,0.161029852907137,TRUE,2,"ns",TRUE
"Micro","UP",10,28,"MA0513.1","SMAD2::SMAD3::SMAD4",0.624293785310734,0.865605775985654,0.98342610215198,-0.0396541072802392,FALSE,4,"ns",TRUE
"Micro","UP",10,28,"MA0523.1","TCF7L2",0.572984749455338,0.829211123114574,0.98342610215198,-0.0228008607821355,FALSE,1,"ns",FALSE
"Micro","UP",10,28,"MA0076.2","ELK4",0.93,0.642649006062085,0.98342610215198,0.14072141764973,TRUE,3,"SUGGESTIVE",FALSE
"Micro","UP",10,28,"MA0475.2","FLI1",0.508771929824561,0.860650459620819,0.98342610215198,0.178204978106891,TRUE,1,"ns",FALSE
"Micro","UP",10,28,"MA0157.2","FOXO3",1.44444444444444,0.537787403580823,0.98342610215198,-0.0374939588958518,FALSE,1,"ns",FALSE
"Micro","UP",10,28,"MA0759.1","ELK3",0.539094650205761,0.845701083641443,0.98342610215198,0.169615435273641,TRUE,1,"ns",FALSE
"Micro","UP",10,28,"MA0474.2","ERG",0.481481481481481,0.874198331602128,0.98342610215198,0.210679301359857,TRUE,1,"ns",FALSE
"Micro","UP",10,28,"MA0098.3","ETS1",0.508771929824561,0.860650459620819,0.98342610215198,0.206661702468284,TRUE,1,"ns",FALSE
"Micro","UP",10,28,"MA0762.1","ETV2",0.539094650205761,0.845701083641443,0.98342610215198,0.244058829878591,TRUE,1,"ns",FALSE
"Micro","UP",10,28,"MA0156.2","FEV",0.572984749455338,0.829211123114574,0.98342610215198,0.137178413850068,TRUE,1,"ns",FALSE
"Micro","UP",10,28,"MA0768.1","LEF1",0.508771929824561,0.860650459620819,0.98342610215198,0.0578193146031897,TRUE,1,"ns",FALSE
"Micro","UP",10,28,"MA0466.2","CEBPB",1.69135802469136,0.490380983435267,0.98342610215198,0.139282914091877,TRUE,1,"ns",TRUE
"Micro","UP",10,28,"MA0848.1","FOXO4",0.539094650205761,0.845701083641443,0.98342610215198,-0.0423127698047961,FALSE,1,"ns",FALSE
"Micro","UP",10,28,"MA0028.2","ELK1",0.413848631239936,0.907648021425711,0.98342610215198,0.118737888245557,TRUE,1,"ns",FALSE
"Micro","UP",10,28,"MA0036.3","GATA2",0.508771929824561,0.860650459620819,0.98342610215198,-0.0758534417358609,FALSE,1,"ns",TRUE
"Micro","UP",10,28,"MA1421.1","TCF7L1",0.784615384615385,0.731345672898376,0.98342610215198,0.0312270942666136,TRUE,2,"ns",FALSE
"Micro","UP",10,28,"MA1563.1","SOX18",1.05668016194332,0.589693019994633,0.98342610215198,-0.184051922143243,FALSE,2,"ns",FALSE
"Micro","UP",10,28,"MA1634.1","BATF",0.395061728395062,0.91675314607388,0.98342610215198,0.1196384977403,TRUE,1,"ns",TRUE
"Micro","UP",10,28,"MA0835.2","BATF3",0.395061728395062,0.91675314607388,0.98342610215198,0.137656333797095,TRUE,1,"ns",TRUE
"Micro","UP",10,28,"MA0477.2","FOSL1",0.45679012345679,0.886471665104359,0.98342610215198,0.0238515047362156,TRUE,1,"ns",TRUE
"Micro","UP",10,28,"MA0482.2","GATA4",0.611111111111111,0.81102827690624,0.98342610215198,-0.130973530265027,FALSE,1,"ns",TRUE
"Micro","UP",10,28,"MA1104.2","GATA6",0.654320987654321,0.790985821426599,0.98342610215198,0.00585012216658054,TRUE,1,"ns",TRUE
"Micro","UP",10,28,"MA0490.2","JUNB",0.611111111111111,0.81102827690624,0.98342610215198,0.049952369301082,TRUE,1,"ns",TRUE
"Micro","UP",10,28,"MA0491.2","JUND",0.611111111111111,0.81102827690624,0.98342610215198,0.0259076755968195,TRUE,1,"ns",TRUE
"Micro","UP",10,28,"MA0684.2","RUNX3",0.45679012345679,0.886471665104359,0.98342610215198,0.144829982553966,TRUE,1,"ns",TRUE
"Micro","UP",10,28,"MA0080.5","SPI1",1.03921568627451,0.545367239212329,0.98342610215198,0.646135002679638,TRUE,5,"SUGGESTIVE",TRUE
"Micro","UP",10,28,"MA0476.1","FOS",0,1,1,0.0920337452692993,TRUE,0,"ns",TRUE
"Micro","UP",10,28,"MA0478.1","FOSL2",0,1,1,0.0933506856628786,TRUE,0,"ns",TRUE
"Micro","UP",10,28,"MA0511.2","RUNX2",0,1,1,0.0548866467967299,TRUE,0,"ns",TRUE
"Micro","UP",10,28,"MA0102.4","CEBPA",0,1,1,0.23030486317171,TRUE,0,"ns",TRUE
"Oligo","DOWN",2,22,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_EVALUABLE",NA
"Oligo","UP",3,8,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_EVALUABLE",NA
"OPC","DOWN",4,19,"MA0051.1","IRF2",0.648148148148148,0.795163970443424,1,0.141896314201147,FALSE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA0101.1","REL",0.604166666666667,0.815329175425678,1,0.0304404798042114,FALSE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA0107.1","RELA",0.565359477124183,0.833603892440845,1,-0.00565253528449272,TRUE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA0476.1","FOS",0,1,1,0.277777140763742,FALSE,0,"ns",FALSE
"OPC","DOWN",4,19,"MA0478.1","FOSL2",0.5,0.865140746334255,1,0.299127605137024,FALSE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA0488.1","JUN",0.824074074074074,0.721404062727905,1,-0.0285837436422841,TRUE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA0513.1","SMAD2::SMAD3::SMAD4",0,1,1,-0.175940626605529,TRUE,0,"ns",FALSE
"OPC","DOWN",4,19,"MA0517.1","STAT1::STAT2",0.622159090909091,0.847349242176327,1,0.234313113221061,FALSE,2,"ns",FALSE
"OPC","DOWN",4,19,"MA0523.1","TCF7L2",1.12418300653595,0.565453515965934,1,0.0198835801650574,FALSE,2,"ns",TRUE
"OPC","DOWN",4,19,"MA0076.2","ELK4",0.447089947089947,0.890957267876369,1,0.0140162390573682,FALSE,1,"ns",TRUE
"OPC","DOWN",4,19,"MA0050.2","IRF1",1.36111111111111,0.35224193117177,1,0.205888423882735,FALSE,3,"ns",FALSE
"OPC","DOWN",4,19,"MA0137.3","STAT1",1.27941176470588,0.504658986167833,1,-0.031502840575578,TRUE,2,"ns",FALSE
"OPC","DOWN",4,19,"MA0144.2","STAT3",1.42222222222222,0.373467055806327,1,-0.041171060693282,TRUE,3,"SUGGESTIVE",FALSE
"OPC","DOWN",4,19,"MA0599.1","KLF5",0.887573964497042,0.679225932500571,1,-0.0516841992015374,TRUE,4,"SUGGESTIVE",TRUE
"OPC","DOWN",4,19,"MA0645.1","ETV6",1.05882352941176,0.593995156953393,1,0.0970837734508783,FALSE,1,"ns",TRUE
"OPC","DOWN",4,19,"MA0475.2","FLI1",0,1,1,0.0257054555484385,FALSE,0,"ns",TRUE
"OPC","DOWN",4,19,"MA0157.2","FOXO3",0,1,1,0.112484001894496,FALSE,0,"ns",TRUE
"OPC","DOWN",4,19,"MA0652.1","IRF8",1.12418300653595,0.565453515965934,1,0.119249608754088,FALSE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA0759.1","ELK3",0,1,1,-0.0347751608099955,TRUE,0,"ns",TRUE
"OPC","DOWN",4,19,"MA0474.2","ERG",0,1,1,0.0309069602135551,FALSE,0,"ns",TRUE
"OPC","DOWN",4,19,"MA0098.3","ETS1",0,1,1,0.00699986640758466,FALSE,0,"ns",TRUE
"OPC","DOWN",4,19,"MA0762.1","ETV2",0,1,1,0.0450716763123612,FALSE,0,"ns",TRUE
"OPC","DOWN",4,19,"MA0156.2","FEV",0,1,1,-0.0290606942384132,TRUE,0,"ns",TRUE
"OPC","DOWN",4,19,"MA0768.1","LEF1",2.1875,0.215414327203632,1,0.0630852129385981,FALSE,2,"ns",TRUE
"OPC","DOWN",4,19,"MA0105.4","NFKB1",3.41269841269841,0.0419117662571413,1,-0.00655988116063677,TRUE,3,"SUGGESTIVE",FALSE
"OPC","DOWN",4,19,"MA0778.1","NFKB2",2.72727272727273,0.0786599193534924,1,-0.0300529854835088,TRUE,3,"SUGGESTIVE",FALSE
"OPC","DOWN",4,19,"MA0795.1","SMAD3",4.35294117647059,0.124952673074199,1,-0.109870948469942,TRUE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA0511.2","RUNX2",1,0.658938135420396,1,0.0623546702105431,FALSE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA0808.1","TEAD3",0.698412698412698,0.772924630091567,1,-0.0200208382087057,TRUE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA0466.2","CEBPB",1.7037037037037,0.492086094150324,1,0.151494262080637,FALSE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA0838.1","CEBPG",0,1,1,0.153590744200626,FALSE,0,"ns",FALSE
"OPC","DOWN",4,19,"MA0848.1","FOXO4",1,0.658938135420396,1,0.132045691843536,FALSE,1,"ns",TRUE
"OPC","DOWN",4,19,"MA0028.2","ELK1",0,1,1,-0.0280218521300908,TRUE,0,"ns",TRUE
"OPC","DOWN",4,19,"MA0036.3","GATA2",2.58333333333333,0.382087818183114,1,0.032878789944266,FALSE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA1117.1","RELB",0.756410256410256,0.748410811749179,1,-0.0927358756569986,TRUE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA1418.1","IRF3",1.43181818181818,0.403145628426038,1,0.161133803353436,FALSE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA1421.1","TCF7L1",1.05882352941176,0.593995156953393,1,0.0159183193284033,FALSE,1,"ns",TRUE
"OPC","DOWN",4,19,"MA1515.1","KLF2",1.36538461538462,0.360665840262996,1,-0.0226431142812608,TRUE,4,"SUGGESTIVE",TRUE
"OPC","DOWN",4,19,"MA1563.1","SOX18",0,1,1,0.0924436571689976,FALSE,0,"ns",TRUE
"OPC","DOWN",4,19,"MA0079.4","SP1",0.859259259259259,0.694644634836166,1,-0.134800380382063,TRUE,3,"SUGGESTIVE",TRUE
"OPC","DOWN",4,19,"MA1634.1","BATF",0,1,1,0.313841825522235,FALSE,0,"ns",FALSE
"OPC","DOWN",4,19,"MA0835.2","BATF3",0,1,1,0.286367980603609,FALSE,0,"ns",FALSE
"OPC","DOWN",4,19,"MA0102.4","CEBPA",2.71372549019608,0.106713013001801,1,0.0892195661823085,FALSE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA0836.2","CEBPD",3.05113636363636,0.121793545131967,1,0.103034984285571,FALSE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA0598.3","EHF",0.521008403361344,0.886266660855428,1,0.158268503113132,FALSE,2,"ns",TRUE
"OPC","DOWN",4,19,"MA0473.3","ELF1",0.788888888888889,0.745159457426301,1,0.0560308014705384,FALSE,2,"ns",TRUE
"OPC","DOWN",4,19,"MA0761.2","ETV1",0.503267973856209,0.896030179304964,1,0.0674860962754576,FALSE,1,"ns",TRUE
"OPC","DOWN",4,19,"MA0764.2","ETV4",1.33928571428571,0.388839969633312,1,0.0562040226368131,FALSE,3,"ns",TRUE
"OPC","DOWN",4,19,"MA0477.2","FOSL1",0,1,1,0.311984295176914,FALSE,0,"ns",FALSE
"OPC","DOWN",4,19,"MA0482.2","GATA4",1.26388888888889,0.58335597881313,1,0.024682748817861,FALSE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA1104.2","GATA6",2.11764705882353,0.298928389475258,1,0.0422450135473914,FALSE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA0490.2","JUNB",0.530864197530864,0.850156384815839,1,0.294755184191925,FALSE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA0491.2","JUND",0,1,1,0.289693232874351,FALSE,0,"ns",FALSE
"OPC","DOWN",4,19,"MA0039.4","KLF4",1.33514246947083,0.360079157588773,1,-0.0419510868616987,TRUE,4,"SUGGESTIVE",TRUE
"OPC","DOWN",4,19,"MA0684.2","RUNX3",0,1,1,0.0213152935341102,FALSE,0,"ns",FALSE
"OPC","DOWN",4,19,"MA0080.5","SPI1",1.81428571428571,0.160924355352819,1,0.138093782916936,FALSE,2,"ns",FALSE
"OPC","DOWN",4,19,"MA0769.2","TCF7",1.27941176470588,0.504658986167833,1,0.0474628877867075,FALSE,1,"ns",TRUE
"OPC","DOWN",4,19,"MA0090.3","TEAD1",0.648148148148148,0.795163970443424,1,-0.0911694512502104,TRUE,1,"ns",FALSE
"OPC","DOWN",4,19,"MA0809.2","TEAD4",1.60180995475113,0.405217354955752,1,-0.0345755668151377,TRUE,1,"ns",FALSE
"OPC","UP",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_EVALUABLE",NA
