tf,group,rel,cpm,celltype
STAT3,HA,131,82.893412131426,Micro
TEAD1,HA,-89,36.9816422856238,Micro
RELA,HA,-184,56.1541092967082,Micro
NFKB1,HA,-167,81.3049433118892,Micro
NFKB1,HA,-154,83.2018088965744,Micro
RELA,HA,0,28.2812022172955,Micro
NFKB1,HA,-69,77.4960045936359,Micro
NFKB1,HA,187,83.4906004992165,Micro
RELA,HA,-178,59.1073566594268,Micro
NFKB1,HA,-179,75.0802960893046,Micro
RELA,HA,-144,56.2365293239976,Micro
RELA,HA,-116,59.870509711214,Micro
RELA,HA,54,63.7885953569094,Micro
NFKB1,HA,53,85.3696441093388,Micro
RELA,HA,-160,57.4171583318059,Micro
RELA,HA,-103,60.619091179178,Micro
RELA,HA,-75,60.1175878944838,Micro
RELA,HA,74,59.5845239014065,Micro
RELA,HA,72,66.2471328048939,Micro
RELA,HA,78,59.6175705115284,Micro
RELA,HA,77,63.7516541869014,Micro
TEAD4,HA,-200,33.8290653400038,Micro
TEAD1,HA,-162,35.1315838896509,Micro
TEAD4,HA,-99,34.3053449152511,Micro
TEAD1,HA,-100,39.6798727813554,Micro
TEAD4,HA,-27,35.3607846611394,Micro
NFKB1,HA,-133,81.6203364169946,Micro
NFKB1,HA,-109,75.9703053534731,Micro
NFKB1,HA,-47,83.8903394737694,Micro
NFKB1,HA,-8,104.162193452355,Micro
NFKB1,HA,1,39.582176443483,Micro
NFKB1,HA,43,76.3146186890074,Micro
NFKB1,HA,57,81.8836422011727,Micro
NFKB1,HA,93,80.4841211416448,Micro
NFKB1,HA,134,81.9407909376738,Micro
NFKB1,HA,157,86.9799461888993,Micro
NFKB1,HA,173,82.5991291329996,Micro
TEAD4,HA,25,40.5484532987217,Micro
TEAD4,HA,80,39.1026670283644,Micro
TEAD1,HA,79,39.4833723248114,Micro
TEAD4,HA,97,37.5591835150175,Micro
TEAD1,HA,96,38.7333952200904,Micro
IRF1,HA,0,84.5555246285634,Micro
STAT3,HA,-120,77.3620011279599,Micro
TEAD1,HA,44,37.6570814123292,Micro
TEAD1,HA,114,38.9154504136038,Micro
STAT3,HA,119,85.2590934327787,Micro
NFKB1,HA,-198,78.6902161140881,Micro
NFKB1,HA,-27,75.0596438707713,Micro
NFKB1,HA,21,79.8154485986547,Micro
STAT3,HA,-114,81.9016236149345,Micro
STAT3,HA,-52,82.3261011456773,Micro
STAT3,HA,180,80.6989717700737,Micro
NFKB1,HA,-156,85.2928391860392,Micro
NFKB1,HA,-153,80.7803311884546,Micro
NFKB1,HA,-150,82.7206027913466,Micro
NFKB1,HA,-87,83.7968975319752,Micro
NFKB1,HA,-50,85.9862545927184,Micro
NFKB1,HA,31,78.5520258792343,Micro
NFKB1,HA,42,78.0609234793755,Micro
NFKB1,HA,69,86.5438099189794,Micro
NFKB1,HA,79,101.510419246977,Micro
NFKB1,HA,90,82.9718522711404,Micro
NFKB1,HA,99,89.1402267108805,Micro
NFKB1,HA,137,88.5812073918579,Micro
RELA,HA,-185,54.2200049237922,Micro
NFKB1,HA,151,90.9113703659228,Micro
RELA,HA,-31,65.7805443575832,Micro
RELA,HA,26,64.5234168645207,Micro
RELA,HA,101,62.3149837674586,Micro
RELA,HA,110,61.1141286611704,Micro
RELA,HA,145,60.2044104782726,Micro
STAT3,HA,-200,70.3541112545668,Micro
STAT3,HA,-191,72.395521851062,Micro
STAT3,HA,-181,71.6501888899347,Micro
STAT3,HA,-179,72.4441719432537,Micro
STAT3,HA,-133,76.6780592537597,Micro
STAT3,HA,-109,79.1982340042314,Micro
STAT3,HA,-86,78.5032470725136,Micro
STAT3,HA,-58,85.4647206163312,Micro
STAT3,HA,-46,86.1452283968152,Micro
STAT3,HA,-41,85.1340714254182,Micro
STAT3,HA,-22,82.8214004523885,Micro
STAT3,HA,-17,90.6347864445985,Micro
STAT3,HA,16,86.2416670539835,Micro
STAT3,HA,30,86.3918024982506,Micro
STAT3,HA,50,85.541779223697,Micro
STAT3,HA,53,85.7605984934695,Micro
STAT3,HA,57,87.1265234856661,Micro
STAT3,HA,60,84.2186297932699,Micro
STAT3,HA,64,87.8715870330183,Micro
STAT3,HA,65,88.1638196273881,Micro
STAT3,HA,70,83.8648469245487,Micro
STAT3,HA,74,84.8108754358533,Micro
STAT3,HA,94,81.5731148670725,Micro
STAT3,HA,101,87.5373344328456,Micro
STAT3,HA,104,81.0051483031672,Micro
STAT3,HA,110,80.6091289730288,Micro
STAT3,HA,120,82.3631656724157,Micro
STAT3,HA,123,84.7184948949703,Micro
STAT3,HA,127,86.7458049905983,Micro
STAT3,HA,137,82.8331352756281,Micro
STAT3,HA,142,81.7285498963928,Micro
STAT3,HA,167,79.7084690646665,Micro
STAT3,HA,174,80.3177098642714,Micro
STAT3,HA,178,81.1957792001843,Micro
STAT3,HA,179,82.0088716358862,Micro
NFKB1,HA,-70,72.9326945327039,Micro
NFKB1,HA,-62,77.5082228770593,Micro
NFKB1,HA,-20,80.161492662647,Micro
NFKB1,HA,17,73.8328581875537,Micro
NFKB1,HA,66,79.1434775774509,Micro
NFKB1,HA,77,93.9193161279975,Micro
NFKB1,HA,104,85.1147126713142,Micro
NFKB1,HA,106,85.4470490322895,Micro
NFKB1,HA,112,82.4804463191145,Micro
NFKB1,HA,147,87.8121116836925,Micro
NFKB1,HA,154,86.5533703312337,Micro
NFKB1,HA,161,83.1302232586671,Micro
NFKB1,HA,177,81.4597983583271,Micro
STAT3,HA,-198,74.8528038040104,Micro
STAT3,HA,-170,73.3513288399835,Micro
STAT3,HA,-164,73.4025314514916,Micro
STAT3,HA,-77,87.6576832155727,Micro
STAT3,HA,-34,87.7576025193639,Micro
STAT3,HA,-33,85.2128467929744,Micro
STAT3,HA,-28,91.5963243591268,Micro
STAT3,HA,-11,79.7633750715746,Micro
STAT3,HA,-4,24.6850004907868,Micro
STAT3,HA,8,101.600044325916,Micro
STAT3,HA,9,84.7165111057052,Micro
STAT3,HA,23,86.9579825635382,Micro
STAT3,HA,27,89.7569318922921,Micro
STAT3,HA,80,81.0608374969529,Micro
STAT3,HA,82,87.1381645173814,Micro
STAT3,HA,83,85.6338877616566,Micro
STAT3,HA,111,83.3096277458693,Micro
STAT3,HA,115,85.2284423530456,Micro
STAT3,HA,135,86.1066299985241,Micro
STAT3,HA,148,81.0143760729303,Micro
STAT3,HA,158,85.0972034978653,Micro
STAT3,HA,192,81.6541636987954,Micro
TEAD1,HA,-197,38.2174175997162,Micro
TEAD1,HA,-179,37.110785121835,Micro
TEAD1,HA,-121,38.3013402764628,Micro
TEAD1,HA,-71,35.4234249949748,Micro
TEAD1,HA,-34,38.0775325175539,Micro
TEAD1,HA,22,39.1807527732568,Micro
TEAD1,HA,48,40.3952195479389,Micro
TEAD1,HA,99,41.3076539009907,Micro
TEAD1,HA,136,39.1852984039539,Micro
TEAD1,HA,161,41.235484050766,Micro
TEAD1,HA,165,39.3741816616092,Micro
TEAD1,HA,188,38.9943212494354,Micro
STAT3,HA,-173,73.1961596753339,Micro
STAT3,HA,-94,82.951813376832,Micro
STAT3,HA,13,68.2397073221391,Micro
STAT3,HA,184,82.8620028493133,Micro
TEAD1,HA,-185,35.9092665063925,Micro
TEAD1,HA,-97,38.9955906393628,Micro
STAT3,HA,-91,83.6192343635566,Micro
TEAD1,HA,-94,37.9604369133697,Micro
TEAD1,HA,-76,36.6713457946,Micro
TEAD1,HA,35,39.7465290233361,Micro
TEAD1,HA,81,38.6644613123342,Micro
STAT3,HA,-149,73.4909157540373,Micro
TEAD1,HA,158,41.4163685156148,Micro
TEAD1,HA,163,39.3559237679223,Micro
TEAD1,HA,194,38.3892047199112,Micro
RELA,HA,-190,55.8462903054455,Micro
STAT3,HA,-14,63.1591571745965,Micro
NFKB1,HA,-181,78.10438070423,Micro
STAT3,HA,28,89.8208467588234,Micro
RELA,HA,-138,57.1597625328789,Micro
STAT3,HA,47,81.4261140788592,Micro
STAT3,HA,72,81.1403574642014,Micro
NFKB1,HA,-95,77.5211352672178,Micro
NFKB1,HA,-66,87.035157142772,Micro
NFKB1,HA,-189,78.9565562265026,Micro
NFKB1,HA,-157,86.2359995988921,Micro
NFKB1,HA,-49,82.9894283348384,Micro
NFKB1,HA,-32,87.5272133093245,Micro
NFKB1,HA,-18,72.4064818920069,Micro
NFKB1,HA,34,80.0023216889776,Micro
NFKB1,HA,89,88.7888330422527,Micro
NFKB1,HA,120,82.5124321165188,Micro
NFKB1,HA,136,85.5742972538991,Micro
NFKB1,HA,179,76.0735753004751,Micro
NFKB1,HA,189,81.2347199317276,Micro
STAT3,HA,-180,73.0556477100345,Micro
STAT3,HA,-165,71.6283559564196,Micro
STAT3,HA,-38,89.8053146866427,Micro
STAT3,HA,1,38.2543508482827,Micro
STAT3,HA,5,62.1198523612017,Micro
STAT3,HA,31,83.247413062238,Micro
STAT3,HA,85,87.0901401431357,Micro
STAT3,HA,106,84.5739348584672,Micro
STAT3,HA,107,81.2142639575832,Micro
STAT3,HA,156,80.0852205342758,Micro
STAT3,HA,164,84.5615234049863,Micro
RELA,HA,-123,58.1969062242787,Micro
RELA,HA,-118,59.0431267480173,Micro
RELA,HA,-107,58.741651142212,Micro
RELA,HA,-4,41.8562051565469,Micro
RELA,HA,8,31.7406079495902,Micro
RELA,HA,21,70.8086654075465,Micro
RELA,HA,67,59.6020380859618,Micro
RELA,HA,80,65.9080667922565,Micro
RELA,HA,136,62.8640011611828,Micro
STAT3,HA,-127,77.0586033146061,Micro
STAT3,HA,-104,81.7557379338143,Micro
STAT3,HA,-63,80.3224846634982,Micro
STAT3,HA,7,41.257979794179,Micro
STAT3,HA,42,86.8277050166784,Micro
STAT3,HA,69,83.4774836053439,Micro
STAT3,HA,190,80.1046620590362,Micro
CEBPB,HA,-181,10.7097757491522,Micro
CEBPB,HA,-149,10.8981295455285,Micro
CEBPB,HA,-143,11.9925219643003,Micro
CEBPB,HA,-138,12.8217134828519,Micro
CEBPB,HA,-130,11.3361800862417,Micro
CEBPB,HA,-128,11.1718031228456,Micro
CEBPB,HA,-104,12.8033497933259,Micro
CEBPB,HA,-81,15.7769441628358,Micro
CEBPB,HA,-40,15.0763189883182,Micro
CEBPB,HA,-30,13.7882149290834,Micro
CEBPB,HA,-25,15.8375128285673,Micro
CEBPB,HA,18,19.2380809922122,Micro
CEBPB,HA,23,16.8279504105386,Micro
CEBPB,HA,24,15.0747154117006,Micro
CEBPB,HA,51,15.2120694479534,Micro
CEBPB,HA,60,15.9076322548067,Micro
CEBPB,HA,112,11.7419591840682,Micro
CEBPB,HA,164,9.2193134457498,Micro
CEBPB,HA,192,11.197664985783,Micro
STAT3,HA,-111,80.3170899662129,Micro
TEAD4,HA,-140,33.8611441621879,Micro
TEAD1,HA,-141,35.5105162959815,Micro
TEAD1,HA,-108,39.2453943431154,Micro
TEAD4,HA,38,36.2598631484818,Micro
TEAD1,HA,37,36.6921658327013,Micro
TEAD1,HA,63,40.1600389824957,Micro
TEAD4,HA,131,37.9498607764525,Micro
TEAD1,HA,130,38.8667958762496,Micro
TEAD4,HA,181,37.0618728531656,Micro
STAT3,HA,-89,81.3167654877162,Micro
STAT3,HA,81,81.8086723112051,Micro
NFKB1,HA,-76,75.6927777012608,Micro
NFKB1,HA,84,84.7992805055958,Micro
TEAD1,HA,-113,40.0119845365112,Micro
TEAD1,HA,2,86.1277958590956,Micro
TEAD1,HA,176,38.4635344328637,Micro
TEAD1,HA,-143,38.8228596305374,Micro
TEAD4,HA,-143,36.4046411623822,Micro
TEAD1,HA,-112,35.8227524919657,Micro
TEAD4,HA,-112,35.8597485454822,Micro
TEAD1,HA,-38,35.4218612965654,Micro
TEAD4,HA,-38,33.662585023472,Micro
TEAD1,HA,-4,85.044880136698,Micro
TEAD4,HA,-4,64.3103569630344,Micro
TEAD1,HA,85,40.5800478174977,Micro
TEAD4,HA,85,39.6647845659309,Micro
TEAD1,HA,92,40.464577846176,Micro
TEAD4,HA,92,38.0280456716079,Micro
TEAD1,HA,124,39.9099270799095,Micro
TEAD4,HA,124,37.6226152488666,Micro
TEAD1,HA,-172,37.1242744105703,Micro
TEAD4,HA,-172,34.0769267797166,Micro
STAT3,HA,-163,76.1817947659994,Micro
TEAD1,HA,-166,36.2866498025655,Micro
TEAD4,HA,-166,33.7428421859628,Micro
TEAD1,HA,-139,36.856074888581,Micro
TEAD4,HA,-139,34.3220785314329,Micro
TEAD1,HA,-102,37.2389488784046,Micro
TEAD4,HA,-102,36.02002018184,Micro
STAT3,HA,-82,82.2511488950184,Micro
TEAD1,HA,-85,36.8573318179601,Micro
TEAD4,HA,-85,36.0230858161113,Micro
TEAD1,HA,-49,39.3292401404171,Micro
TEAD4,HA,-49,38.0731860992379,Micro
TEAD1,HA,-48,36.1125027535297,Micro
TEAD4,HA,-48,36.9941652873294,Micro
TEAD4,HA,-14,41.0553857017953,Micro
TEAD4,HA,29,38.0617946019932,Micro
TEAD1,HA,70,37.9436915814534,Micro
TEAD4,HA,70,36.4523130696804,Micro
TEAD1,HA,166,39.3402836259322,Micro
TEAD4,HA,166,37.6576045363173,Micro
NFKB1,HA,-86,86.4767807888761,Micro
NFKB1,HA,33,85.6629233758554,Micro
NFKB1,HA,167,84.1768219789009,Micro
STAT3,HA,-107,77.3188054771969,Micro
STAT3,HA,-102,79.628131634074,Micro
STAT3,HA,100,83.1276551360416,Micro
STAT3,HA,173,84.0263726156936,Micro
NFKB1,HA,199,81.2828758762024,Micro
STAT3,HA,-37,85.1135580536004,Micro
RELA,HA,195,57.4073495988655,Micro
NFKB1,HA,-2,65.226164568668,Micro
NFKB1,HA,75,76.4738250988607,Micro
RELA,HA,-163,55.1375217630018,Micro
RELA,HA,-148,54.7849644110475,Micro
RELA,HA,-127,59.1464227778989,Micro
RELA,HA,-115,58.8267166345543,Micro
RELA,HA,-12,65.4756949666957,Micro
RELA,HA,3,40.4184460083505,Micro
RELA,HA,42,61.7424148631546,Micro
RELA,HA,41,70.1588628585875,Micro
RELA,HA,152,60.8959103680229,Micro
RELA,HA,176,57.408243208413,Micro
RELA,HA,-93,59.8367995961784,Micro
TEAD1,HA,-180,35.1784685660652,Micro
TEAD1,HA,-148,37.0646673571026,Micro
TEAD1,HA,-109,37.7773726137447,Micro
TEAD1,HA,-87,38.7413803659369,Micro
TEAD4,HA,-136,37.4692537329693,Micro
TEAD1,HA,-75,38.3728692386038,Micro
TEAD4,HA,-134,34.5284560696231,Micro
TEAD1,HA,-135,35.8546197502719,Micro
TEAD1,HA,-52,35.74187199621,Micro
TEAD4,HA,-111,35.8199222687601,Micro
TEAD4,HA,-69,35.8486814850449,Micro
TEAD1,HA,-70,35.4675303060851,Micro
TEAD4,HA,-106,36.6558248218629,Micro
TEAD1,HA,95,43.5007696250813,Micro
TEAD4,HA,36,36.3012487630584,Micro
TEAD4,HA,104,38.4176104689162,Micro
TEAD1,HA,103,42.6959329896413,Micro
TEAD1,HA,115,39.1896329307452,Micro
TEAD4,HA,115,37.3339988284204,Micro
TEAD1,HA,141,39.6771806162105,Micro
TEAD4,HA,141,38.6390922906455,Micro
TEAD1,HA,193,37.8521788604076,Micro
TEAD4,HA,193,37.1274443498731,Micro
NFKB1,HA,-33,79.9246681434655,Micro
NFKB1,HA,175,79.4825033244839,Micro
RELA,HA,-29,61.283038898932,Micro
NFKB1,HA,-4,39.4601410034309,Micro
TEAD1,HA,-140,34.3093548309454,Micro
TEAD1,HA,-67,37.2701276107327,Micro
TEAD1,HA,133,39.7459668751269,Micro
NFKB1,HA,-170,76.1719083714516,Micro
NFKB1,HA,-80,84.1227777232692,Micro
NFKB1,HA,-53,77.3755867758205,Micro
NFKB1,HA,-37,83.9312669028346,Micro
NFKB1,HA,98,81.5588000919487,Micro
RELA,HA,-152,58.3903006577581,Micro
RELA,HA,-88,60.04082142496,Micro
NFKB1,HA,20,83.1098905791948,Micro
NFKB1,HA,-13,67.9583493769692,Micro
NFKB1,HA,105,79.9431363383268,Micro
STAT3,HA,136,83.0758428333958,Micro
CEBPB,HA,-134,13.4461602149851,Micro
CEBPB,HA,-24,16.3143712116639,Micro
CEBPB,HA,77,13.6910790934751,Micro
TEAD1,HA,-175,35.8909275985089,Micro
TEAD1,HA,-90,39.3984837123334,Micro
TEAD4,HA,-90,36.5394392927302,Micro
STAT3,HA,-112,76.892163294181,Micro
STAT3,HA,-80,78.8668497648307,Micro
STAT3,HA,176,82.6772604422662,Micro
STAT3,HA,194,76.1900155479423,Micro
NFKB1,HA,-129,76.3889528701721,Micro
IRF1,HA,-7,66.500138747184,Micro
STAT3,HA,-187,74.792605652721,Micro
STAT3,HA,20,88.6357306586309,Micro
NFKB1,HA,-111,85.3498772277623,Micro
NFKB1,HA,-104,75.0368160615547,Micro
NFKB1,HA,65,78.8716328995393,Micro
IRF1,HA,3,45.8707541221105,Micro
TEAD4,HA,-199,34.6759178464042,Micro
TEAD1,HA,-200,36.5509970235471,Micro
TEAD4,HA,-196,33.3257827932466,Micro
TEAD4,HA,-190,31.709097772626,Micro
TEAD1,HA,-191,34.8515093662306,Micro
RELA,HA,-186,54.1219488748856,Micro
TEAD4,HA,-188,35.6982786177137,Micro
TEAD1,HA,-189,35.1140793927605,Micro
TEAD4,HA,-173,36.5734040779801,Micro
TEAD1,HA,-173,35.9808039656273,Micro
TEAD4,HA,-162,34.0599761290298,Micro
TEAD1,HA,-163,35.4213412912933,Micro
STAT3,HA,-166,74.8560620416869,Micro
TEAD4,HA,-155,33.8663276169757,Micro
TEAD1,HA,-156,36.8878321625729,Micro
TEAD4,HA,-119,37.1383237570044,Micro
TEAD1,HA,-120,37.051667895739,Micro
TEAD4,HA,-11,33.5252440357833,Micro
TEAD4,HA,-7,38.6658017784043,Micro
TEAD1,HA,-8,48.4400300245235,Micro
TEAD4,HA,16,36.2443854070166,Micro
TEAD1,HA,15,36.3042700833694,Micro
STAT3,HA,12,63.0023828656662,Micro
TEAD1,HA,20,38.8845503370378,Micro
TEAD1,HA,28,39.198656010731,Micro
TEAD4,HA,43,37.1076464232331,Micro
TEAD1,HA,42,40.1687575365927,Micro
TEAD4,HA,51,37.1720457446245,Micro
TEAD1,HA,50,37.6100194167302,Micro
TEAD4,HA,68,36.6612900950519,Micro
TEAD4,HA,79,39.8597601175171,Micro
TEAD1,HA,84,40.7251595253774,Micro
TEAD4,HA,95,42.8134989834762,Micro
TEAD1,HA,94,42.8338232120735,Micro
TEAD4,HA,113,39.885118955446,Micro
STAT3,HA,109,85.4184034888135,Micro
TEAD4,HA,114,35.6318791356459,Micro
TEAD1,HA,113,41.0635479568601,Micro
RELA,HA,170,59.1047525862251,Micro
TEAD4,HA,168,38.3630658382902,Micro
TEAD1,HA,167,41.0177371977483,Micro
TEAD1,HA,169,40.6569116845306,Micro
NFKB1,HA,-99,74.9485954495248,Micro
NFKB1,HA,71,84.8352563546352,Micro
NFKB1,HA,74,76.9670334945971,Micro
NFKB1,HA,180,83.4421205582555,Micro
TEAD4,HA,-179,35.3333405021263,Micro
TEAD4,HA,-152,37.7461265083573,Micro
TEAD4,HA,-149,35.8648635498248,Micro
TEAD4,HA,-129,38.0549466629498,Micro
TEAD4,HA,-110,34.5674806831058,Micro
TEAD4,HA,-108,40.5733177333844,Micro
TEAD4,HA,-9,24.4235269175097,Micro
TEAD4,HA,1,28.3042851559293,Micro
TEAD4,HA,39,35.0483816796218,Micro
TEAD4,HA,63,39.4331025227751,Micro
TEAD4,HA,99,38.0289265441503,Micro
TEAD4,HA,182,38.9918790372499,Micro
TEAD1,HA,-198,36.0145780337721,Micro
TEAD4,HA,-181,34.9263000847411,Micro
TEAD4,HA,-176,35.0688585326039,Micro
TEAD1,HA,-177,38.5893972705354,Micro
TEAD4,HA,-164,34.5863533160666,Micro
TEAD1,HA,-165,37.5593982790454,Micro
TEAD4,HA,-124,36.44134631786,Micro
TEAD1,HA,-125,37.8047632910635,Micro
TEAD4,HA,-94,33.9190202855059,Micro
TEAD4,HA,-93,38.0536553544818,Micro
TEAD4,HA,-61,36.6510845839721,Micro
TEAD1,HA,-62,38.4861553055261,Micro
TEAD4,HA,-57,37.0551420466667,Micro
TEAD1,HA,-58,40.1763404448578,Micro
TEAD4,HA,-56,33.8616942856171,Micro
TEAD1,HA,-57,39.2081705359742,Micro
TEAD4,HA,-25,34.7546012773327,Micro
TEAD1,HA,-19,37.2426326927276,Micro
TEAD1,HA,-15,43.6813732726439,Micro
TEAD4,HA,-10,24.2691669519286,Micro
TEAD1,HA,-11,37.0495880454532,Micro
TEAD4,HA,0,13.2905625291556,Micro
TEAD1,HA,-1,22.3697698392685,Micro
TEAD4,HA,15,35.9499637585964,Micro
TEAD1,HA,16,39.7036499950912,Micro
TEAD4,HA,27,37.3857903191009,Micro
TEAD4,HA,37,37.0713295829251,Micro
TEAD1,HA,36,37.4728261721524,Micro
TEAD4,HA,48,38.079272350464,Micro
TEAD1,HA,47,38.0157160431478,Micro
TEAD1,HA,52,39.549812911075,Micro
TEAD4,HA,106,41.6344619556612,Micro
TEAD1,HA,105,41.715876149885,Micro
TEAD1,HA,159,42.5741202131575,Micro
TEAD1,HA,195,38.8197993345307,Micro
STAT3,HA,-184,74.6493241114379,Micro
STAT3,HA,-152,78.794312315377,Micro
STAT3,HA,-27,90.0136016078732,Micro
STAT3,HA,172,81.5847783441137,Micro
NFKB1,HA,-155,78.1173164232004,Micro
NFKB1,HA,15,71.7302020891665,Micro
NFKB1,HA,68,81.5115658533412,Micro
NFKB1,HA,-123,80.9434528664463,Micro
NFKB1,HA,-103,83.576976571204,Micro
NFKB1,HA,76,79.8032410668276,Micro
CEBPB,HA,-84,15.0996019560128,Micro
CEBPB,HA,91,14.1092779821416,Micro
TEAD4,HA,-6,28.150835887321,Micro
TEAD4,HA,4,22.8878495611254,Micro
NFKB1,HA,-51,76.5707235658849,Micro
TEAD1,HA,-111,38.8296342235687,Micro
TEAD4,HA,-52,33.5906732290001,Micro
TEAD1,HA,-53,37.5065178876982,Micro
TEAD4,HA,-31,34.7102175058909,Micro
TEAD1,HA,-50,38.1756929713599,Micro
TEAD4,HA,-50,33.1192273377941,Micro
TEAD4,HA,81,36.7080865967657,Micro
RELA,HA,-141,58.0380501620226,Micro
RELA,HA,-35,59.1124885601727,Micro
RELA,HA,139,63.4492051128848,Micro
TEAD1,HA,-82,37.09545921914,Micro
TEAD4,HA,20,39.4419274883176,Micro
TEAD4,HA,156,36.5480354148053,Micro
TEAD1,HA,155,42.1821096607165,Micro
TEAD4,HA,171,37.134108754115,Micro
NFKB1,HA,-194,81.4891255641825,Micro
TEAD1,HA,-45,38.6817496164772,Micro
TEAD1,HA,-43,38.6444439202662,Micro
TEAD1,HA,51,38.5976734878519,Micro
TEAD1,HA,126,39.2402257081712,Micro
STAT3,HA,144,83.2891579952021,Micro
STAT3,HA,-81,80.9755354129362,Micro
TEAD4,HA,-84,36.1409705166595,Micro
TEAD4,HA,-186,36.6444462463704,Micro
TEAD1,HA,-13,51.3806983164696,Micro
TEAD4,HA,-13,40.3307618008158,Micro
TEAD1,HA,-6,27.5281986933074,Micro
TEAD1,HA,58,39.9338143065044,Micro
TEAD4,HA,58,37.2260977214012,Micro
TEAD4,HA,65,36.4356566379733,Micro
TEAD1,HA,-42,38.7625551581959,Micro
STAT3,HA,-155,74.8796602602501,Micro
STAT3,HA,-106,77.7356830457411,Micro
TEAD4,HA,-184,34.4923354757567,Micro
TEAD4,HA,-147,34.9938444754989,Micro
TEAD4,HA,84,35.915396042177,Micro
TEAD4,HA,143,39.05128470223,Micro
TEAD4,HA,176,39.2990289506404,Micro
RELA,HA,-151,56.4342120427937,Micro
STAT3,HA,-25,90.5419245786016,Micro
RELA,HA,-129,59.8316833452916,Micro
NFKB1,HA,80,76.0162145190082,Micro
TEAD4,HA,77,41.4687216760217,Micro
TEAD1,HA,76,41.4815211142886,Micro
TEAD1,HA,91,36.7434174100779,Micro
TEAD1,HA,146,38.4293625837633,Micro
STAT3,HA,-100,81.5057472962403,Micro
STAT3,HA,-5,36.6091548160196,Micro
RELA,HA,11,65.8087022536689,Micro
TEAD4,HA,-156,34.1722921140452,Micro
TEAD1,HA,-157,38.4719000623366,Micro
TEAD4,HA,-73,36.9860582138649,Micro
TEAD1,HA,-74,39.1737886926767,Micro
TEAD1,HA,72,37.9975530398231,Micro
TEAD1,HA,87,39.3677031814353,Micro
TEAD4,HA,89,35.7434542393034,Micro
TEAD4,HA,91,36.2786573154892,Micro
TEAD4,HA,116,37.8125572196632,Micro
TEAD4,HA,150,38.1062610274395,Micro
TEAD4,HA,190,36.7872030096439,Micro
NFKB1,HA,-136,74.251621134893,Micro
TEAD1,HA,-31,35.7455962579108,Micro
TEAD1,HA,9,36.8172023703915,Micro
TEAD1,HA,116,41.0169121089938,Micro
TEAD4,HA,-76,35.6261779716084,Micro
TEAD1,HA,-55,36.9241678072163,Micro
TEAD4,HA,62,40.0332463501437,Micro
TEAD1,HA,61,38.2033611133729,Micro
STAT3,HA,59,85.4127701830997,Micro
RELA,HA,33,65.1809254807291,Micro
TEAD4,HA,-114,35.7939947751051,Micro
TEAD4,HA,56,36.373358996676,Micro
TEAD4,HA,121,40.124771357938,Micro
TEAD4,HA,-189,33.5039208646523,Micro
TEAD1,HA,-190,36.2922980299842,Micro
TEAD4,HA,-55,33.9884715301151,Micro
TEAD1,HA,-56,36.7720612722781,Micro
TEAD4,HA,-26,33.0632072664699,Micro
TEAD1,HA,-27,36.6123662140509,Micro
TEAD1,HA,-17,37.0058530592691,Micro
TEAD4,HA,12,42.4681641420204,Micro
TEAD4,HA,28,37.2627029238078,Micro
TEAD1,HA,27,37.7914432231262,Micro
TEAD1,HA,34,37.6401418060836,Micro
TEAD1,HA,83,40.3520369590011,Micro
TEAD4,HA,120,37.6266881791226,Micro
TEAD1,HA,119,37.7387951131623,Micro
TEAD1,HA,129,40.1891981861133,Micro
TEAD4,HA,144,36.7614122578674,Micro
TEAD4,HA,153,38.0291600823307,Micro
TEAD4,HA,173,38.9676411957935,Micro
TEAD4,HA,183,39.0494036886363,Micro
TEAD1,HA,182,40.5809023908081,Micro
CEBPB,HA,-174,10.0926944808236,Micro
CEBPB,HA,-150,10.8289306962978,Micro
CEBPB,HA,-147,12.9575454430629,Micro
CEBPB,HA,-88,14.5668770533624,Micro
CEBPB,HA,-71,13.9545483176506,Micro
CEBPB,HA,-70,13.7759544046838,Micro
CEBPB,HA,-69,15.353028423919,Micro
CEBPB,HA,-63,13.4880377865334,Micro
CEBPB,HA,-51,13.7747094900296,Micro
CEBPB,HA,-46,12.8346930689253,Micro
CEBPB,HA,48,13.7003611027609,Micro
CEBPB,HA,65,13.1630440562277,Micro
CEBPB,HA,130,11.7459044524309,Micro
STAT3,HA,-62,81.2120859132411,Micro
STAT3,HA,-3,35.0710743696384,Micro
STAT3,HA,-92,79.4789235499741,Micro
STAT3,HA,163,82.8936351379976,Micro
IRF1,HA,-4,92.4684625436351,Micro
NFKB1,HA,47,79.6790908119446,Micro
TEAD4,HA,-86,37.3629629909379,Micro
RELA,HA,-154,57.6884367931662,Micro
TEAD4,HA,-62,36.1403912291092,Micro
TEAD4,HA,-19,34.3496219433119,Micro
TEAD1,HA,10,24.5125638601766,Micro
TEAD4,HA,-192,32.2779602166378,Micro
TEAD1,HA,-126,37.4731469037573,Micro
TEAD4,HA,-126,36.9224417937171,Micro
TEAD4,HA,50,33.4400191755646,Micro
TEAD1,HA,49,37.1834676801089,Micro
TEAD1,HA,-122,38.2466957851798,Micro
TEAD4,HA,-122,36.8717345339284,Micro
TEAD4,HA,-87,37.0272414989404,Micro
TEAD4,HA,-132,33.0201876939148,Micro
TEAD1,HA,-133,35.2139619665648,Micro
RELA,HA,-77,60.9797887655171,Micro
TEAD1,HA,66,38.3802260784889,Micro
