tf,group,rel,cpm,celltype
RELA,HA,162,67.0145773958063,Astro
RELA,HA,164,66.7976798461504,Astro
NFKB1,HA,165,93.4043720551512,Astro
IRF1,HA,-197,335.355104428832,Astro
RELA,HA,172,66.9766003256819,Astro
IRF1,HA,-193,324.747955419101,Astro
NFKB1,HA,176,85.2219261827976,Astro
IRF1,HA,-181,313.262451061739,Astro
NFKB1,HA,190,87.1494041753832,Astro
NFKB1,HA,196,89.743026593312,Astro
RELA,HA,198,64.9858826746169,Astro
NFKB1,HA,198,87.7806241793477,Astro
IRF1,HA,-153,353.792952170226,Astro
IRF1,HA,-146,357.142508889502,Astro
IRF1,HA,-139,350.233021092401,Astro
IRF1,HA,-104,350.339981249369,Astro
IRF1,HA,-94,358.643740543355,Astro
IRF1,HA,-74,355.125784913559,Astro
IRF1,HA,-62,380.154187550237,Astro
IRF1,HA,-54,394.243067127321,Astro
IRF1,HA,-37,430.050220593408,Astro
IRF1,HA,-25,428.214881096409,Astro
IRF1,HA,-23,399.986468380593,Astro
IRF1,HA,-1,45.7846846274494,Astro
IRF1,HA,4,95.6564469902676,Astro
IRF1,HA,16,279.733703492289,Astro
IRF1,HA,27,423.338504241718,Astro
IRF1,HA,39,435.947637077623,Astro
IRF1,HA,68,383.317520494161,Astro
IRF1,HA,105,384.171149840302,Astro
IRF1,HA,148,408.643988949938,Astro
IRF1,HA,154,387.218070283841,Astro
IRF1,HA,157,377.877473926365,Astro
IRF1,HA,169,367.749175991231,Astro
IRF1,HA,174,369.432605763322,Astro
IRF1,HA,-160,328.465160300116,Astro
IRF1,HA,-145,357.607883907903,Astro
IRF1,HA,-71,360.450306513543,Astro
IRF1,HA,-57,380.576971050254,Astro
IRF1,HA,-45,433.096687396848,Astro
STAT3,HA,-190,88.7800911510695,Astro
STAT3,HA,-91,103.328919866883,Astro
STAT3,HA,-112,95.8173180383762,Astro
STAT3,HA,-41,105.651154694688,Astro
STAT3,HA,-62,97.2935841903493,Astro
STAT3,HA,-33,103.202283623723,Astro
STAT3,HA,-54,112.136082129217,Astro
STAT3,HA,-21,109.434407594285,Astro
STAT3,HA,-42,106.109398004066,Astro
STAT3,HA,9,110.348248903545,Astro
STAT3,HA,-12,103.263016020959,Astro
STAT3,HA,45,108.062380790721,Astro
STAT3,HA,24,115.880634605185,Astro
STAT3,HA,59,105.585215982,Astro
STAT3,HA,60,99.4466133274332,Astro
STAT3,HA,39,105.850328137063,Astro
STAT3,HA,77,103.568714141598,Astro
STAT3,HA,56,107.183145885282,Astro
STAT3,HA,87,105.088829769564,Astro
STAT3,HA,66,106.381031072034,Astro
STAT3,HA,96,104.399877424164,Astro
STAT3,HA,75,106.551574051353,Astro
STAT3,HA,-129,96.846726565646,Astro
STAT3,HA,-77,105.543555175018,Astro
STAT3,HA,-57,107.21371727272,Astro
STAT3,HA,-9,52.3050171093838,Astro
STAT3,HA,22,105.270216407895,Astro
STAT3,HA,32,105.275830639396,Astro
STAT3,HA,68,99.9410987981011,Astro
STAT3,HA,190,95.3273329845765,Astro
NFKB1,HA,38,87.1945711984515,Astro
NFKB1,HA,67,83.2546269292102,Astro
NFKB1,HA,25,81.3960168201092,Astro
RELA,HA,-171,60.1933432851388,Astro
RELA,HA,-169,59.9335347429306,Astro
RELA,HA,-139,67.0950705212407,Astro
RELA,HA,-96,64.357548858557,Astro
RELA,HA,-43,69.827151798609,Astro
RELA,HA,-36,74.2192470187322,Astro
RELA,HA,-19,66.160975194148,Astro
RELA,HA,-18,68.5519889899534,Astro
RELA,HA,-14,69.9862333283539,Astro
RELA,HA,-1,33.6838265200942,Astro
RELA,HA,18,71.5972555885335,Astro
RELA,HA,96,68.5185450731531,Astro
RELA,HA,119,69.3033143709375,Astro
RELA,HA,124,65.7515535925501,Astro
RELA,HA,126,69.4622836031267,Astro
RELA,HA,133,64.0480899175614,Astro
RELA,HA,135,70.5113494388136,Astro
RELA,HA,143,67.78692368166,Astro
RELA,HA,166,64.4182055966685,Astro
RELA,HA,171,66.5224477472104,Astro
RELA,HA,187,63.9829806501162,Astro
STAT3,HA,-196,85.0393933818099,Astro
STAT3,HA,-193,88.9581588394252,Astro
STAT3,HA,-192,88.9072842500399,Astro
STAT3,HA,-186,83.6641515818774,Astro
STAT3,HA,-184,91.7727384793217,Astro
STAT3,HA,-181,86.7655789881632,Astro
STAT3,HA,-167,90.9269985258129,Astro
STAT3,HA,-156,92.6239247973742,Astro
STAT3,HA,-155,91.6976485208785,Astro
STAT3,HA,-154,91.8053841052565,Astro
STAT3,HA,-149,88.9630044384797,Astro
STAT3,HA,-141,92.8185259454055,Astro
STAT3,HA,-140,94.2492663671152,Astro
STAT3,HA,-137,88.0183147690926,Astro
STAT3,HA,-131,93.0126946742629,Astro
STAT3,HA,-124,95.3970644349267,Astro
STAT3,HA,-123,96.4505933070079,Astro
STAT3,HA,-119,93.834934299517,Astro
STAT3,HA,-117,94.2259219440397,Astro
STAT3,HA,-115,97.3253383946788,Astro
STAT3,HA,-110,96.1659915147855,Astro
STAT3,HA,-103,94.4811185677275,Astro
STAT3,HA,-102,95.4240423636111,Astro
STAT3,HA,-99,97.4806402838287,Astro
STAT3,HA,-98,98.1479546914485,Astro
STAT3,HA,-96,96.367309164457,Astro
STAT3,HA,-94,100.60411077803,Astro
STAT3,HA,-89,99.8643795860147,Astro
STAT3,HA,-87,99.9537644129637,Astro
STAT3,HA,-79,98.2851968612174,Astro
STAT3,HA,-74,100.004073934833,Astro
STAT3,HA,-72,101.41843686662,Astro
STAT3,HA,-67,103.700214496683,Astro
STAT3,HA,-63,101.706688822124,Astro
STAT3,HA,-61,98.9465365982678,Astro
STAT3,HA,-60,101.220264799984,Astro
STAT3,HA,-56,105.155543010299,Astro
STAT3,HA,-55,106.444668679144,Astro
STAT3,HA,-50,97.1877242670198,Astro
STAT3,HA,-45,103.455131916375,Astro
STAT3,HA,-44,107.511649382892,Astro
STAT3,HA,-30,105.820020294444,Astro
STAT3,HA,-29,108.03834763862,Astro
STAT3,HA,-25,112.944065967451,Astro
STAT3,HA,-20,113.141813279274,Astro
STAT3,HA,0,194.394683134409,Astro
STAT3,HA,10,103.421203536286,Astro
STAT3,HA,20,110.984099054756,Astro
STAT3,HA,21,108.678947604998,Astro
STAT3,HA,54,109.323094541924,Astro
STAT3,HA,55,107.979422089293,Astro
STAT3,HA,64,107.630474472807,Astro
STAT3,HA,65,107.210705619854,Astro
STAT3,HA,80,99.7448615378161,Astro
STAT3,HA,82,107.578502857935,Astro
STAT3,HA,85,107.477918704044,Astro
STAT3,HA,88,103.03136016479,Astro
STAT3,HA,90,98.8226970232115,Astro
STAT3,HA,92,103.341062200158,Astro
STAT3,HA,97,103.559388439034,Astro
STAT3,HA,102,103.904574460661,Astro
STAT3,HA,103,104.050123704122,Astro
STAT3,HA,104,104.278772551499,Astro
STAT3,HA,108,100.95955348941,Astro
STAT3,HA,109,101.545581087943,Astro
STAT3,HA,113,104.704245391434,Astro
STAT3,HA,114,110.148159320344,Astro
STAT3,HA,118,101.058282614201,Astro
STAT3,HA,119,106.263195417185,Astro
STAT3,HA,124,102.460910814142,Astro
STAT3,HA,125,101.259018216484,Astro
STAT3,HA,126,99.3320973681215,Astro
STAT3,HA,129,99.9771534517531,Astro
STAT3,HA,133,99.5453180381089,Astro
STAT3,HA,134,99.6467433255899,Astro
STAT3,HA,138,98.2041611840584,Astro
STAT3,HA,140,100.84675106746,Astro
STAT3,HA,141,102.831764572918,Astro
STAT3,HA,143,98.6234770848117,Astro
STAT3,HA,146,98.2272211438956,Astro
STAT3,HA,150,96.9523824033994,Astro
STAT3,HA,155,98.9589116894302,Astro
STAT3,HA,158,103.328020331525,Astro
STAT3,HA,159,98.7523346079429,Astro
STAT3,HA,160,96.9085795042436,Astro
STAT3,HA,165,96.880976001009,Astro
STAT3,HA,166,99.6933535455355,Astro
STAT3,HA,167,98.7284553715878,Astro
STAT3,HA,171,95.9765573218509,Astro
STAT3,HA,176,98.839348506279,Astro
STAT3,HA,177,95.3621843946079,Astro
STAT3,HA,183,98.5848696259216,Astro
STAT3,HA,188,100.668814478244,Astro
STAT3,HA,195,96.1106691589218,Astro
STAT3,HA,197,98.6590362379166,Astro
STAT3,HA,200,95.5098604455907,Astro
RELA,HA,-80,67.6725418091359,Astro
RELA,HA,-32,68.9749943341859,Astro
RELA,HA,29,68.3064774227123,Astro
RELA,HA,-90,67.1352098336675,Astro
STAT3,HA,-179,88.6400980803169,Astro
STAT3,HA,-157,95.6246963341233,Astro
STAT3,HA,-143,93.7415548023337,Astro
STAT3,HA,-121,90.1959416982367,Astro
STAT3,HA,187,96.5283155982386,Astro
STAT3,HA,192,96.8698980001578,Astro
RELA,HA,-145,64.2899613313396,Astro
NFKB1,HA,-137,84.113169348403,Astro
RELA,HA,-138,65.4689626470579,Astro
NFKB1,HA,-58,87.0309487818281,Astro
NFKB1,HA,23,79.7089580453357,Astro
NFKB1,HA,43,80.2281815521119,Astro
RELA,HA,81,71.851673017454,Astro
NFKB1,HA,187,86.1102237700404,Astro
TEAD4,HA,-187,44.8597537408693,Astro
TEAD1,HA,-188,46.4427111524687,Astro
TEAD4,HA,-166,43.4691782043726,Astro
TEAD1,HA,-167,45.5997608376108,Astro
TEAD1,HA,-149,47.0742249459234,Astro
TEAD4,HA,-132,45.076047561613,Astro
TEAD1,HA,-133,48.4485663791107,Astro
TEAD4,HA,-109,47.5024427013358,Astro
TEAD1,HA,-89,47.817674956205,Astro
TEAD4,HA,20,54.4739826126456,Astro
TEAD1,HA,19,56.4848520274768,Astro
TEAD4,HA,50,46.1745888597513,Astro
TEAD1,HA,49,48.4803594092987,Astro
TEAD1,HA,87,51.5719508879595,Astro
TEAD4,HA,124,49.8181540607557,Astro
TEAD1,HA,123,50.7928335778664,Astro
TEAD4,HA,153,47.2988085629953,Astro
TEAD4,HA,154,47.9560590049871,Astro
TEAD1,HA,153,49.2130678703357,Astro
TEAD4,HA,173,48.5672556829407,Astro
TEAD1,HA,172,48.9989913069404,Astro
STAT3,HA,-180,88.3553642791517,Astro
STAT3,HA,-173,88.2427180142837,Astro
STAT3,HA,-166,89.523155409086,Astro
STAT3,HA,-125,97.6494369324929,Astro
STAT3,HA,-23,104.63952325313,Astro
STAT3,HA,-138,90.097159000538,Astro
STAT3,HA,-34,105.230113216115,Astro
STAT3,HA,-97,99.9940343143543,Astro
STAT3,HA,175,93.8783664057866,Astro
STAT3,HA,25,113.593313525861,Astro
STAT3,HA,-38,107.212810305576,Astro
STAT3,HA,29,104.244109549798,Astro
STAT3,HA,156,97.4881967717049,Astro
STAT3,HA,127,105.887362010883,Astro
STAT3,HA,135,98.383871710338,Astro
STAT3,HA,179,98.8150076669744,Astro
STAT3,HA,-197,89.3071877526644,Astro
STAT3,HA,-194,86.5985617203365,Astro
STAT3,HA,-191,89.3196176699418,Astro
STAT3,HA,-189,90.4313839724622,Astro
STAT3,HA,-188,87.9989655163199,Astro
STAT3,HA,-182,90.1576734575939,Astro
STAT3,HA,-178,86.5059437283482,Astro
STAT3,HA,-176,86.1098310349831,Astro
STAT3,HA,-169,88.7601595534943,Astro
STAT3,HA,-164,89.9386215083995,Astro
STAT3,HA,-161,92.4932419844004,Astro
STAT3,HA,-153,94.1190485109851,Astro
STAT3,HA,-151,91.1726867290134,Astro
STAT3,HA,-144,93.5283703495705,Astro
STAT3,HA,-142,94.829651101188,Astro
STAT3,HA,-136,92.0783256682395,Astro
STAT3,HA,-135,95.314317872664,Astro
STAT3,HA,-130,92.2306863494431,Astro
STAT3,HA,-120,96.2219876064695,Astro
STAT3,HA,-114,96.1927798497441,Astro
STAT3,HA,-113,94.6972777975528,Astro
STAT3,HA,-105,98.339766724587,Astro
STAT3,HA,-100,99.3193661300756,Astro
STAT3,HA,-95,99.3734642347681,Astro
STAT3,HA,-73,98.7493838438578,Astro
STAT3,HA,-69,102.931068116599,Astro
STAT3,HA,-59,104.433720094226,Astro
STAT3,HA,-32,99.6580996793629,Astro
STAT3,HA,-26,115.18729404901,Astro
STAT3,HA,-3,46.7276685110219,Astro
STAT3,HA,3,46.5159096746674,Astro
STAT3,HA,8,128.039961411058,Astro
STAT3,HA,11,74.9530488592727,Astro
STAT3,HA,13,87.8717555782851,Astro
STAT3,HA,16,111.382934134879,Astro
STAT3,HA,30,108.571407580103,Astro
STAT3,HA,47,101.317352129029,Astro
STAT3,HA,78,102.96762585722,Astro
STAT3,HA,81,101.795453204211,Astro
STAT3,HA,83,106.660711485985,Astro
STAT3,HA,89,103.009231001818,Astro
STAT3,HA,95,98.2768047324722,Astro
STAT3,HA,105,100.301393908776,Astro
STAT3,HA,110,99.4706705823814,Astro
STAT3,HA,115,102.192350947481,Astro
STAT3,HA,120,97.8826610908528,Astro
STAT3,HA,130,98.2959346156983,Astro
STAT3,HA,132,100.541286455322,Astro
STAT3,HA,137,97.59809778482,Astro
STAT3,HA,139,100.302593123679,Astro
STAT3,HA,147,98.894321271227,Astro
STAT3,HA,149,97.428248146104,Astro
STAT3,HA,170,99.8701546663553,Astro
STAT3,HA,172,97.8347273479221,Astro
STAT3,HA,173,94.9780517403936,Astro
STAT3,HA,-171,89.9593610994789,Astro
STAT3,HA,-13,76.9508545571459,Astro
STAT3,HA,91,103.004557758102,Astro
RELA,HA,-165,60.7729790712113,Astro
STAT3,HA,-177,90.9360472816787,Astro
STAT3,HA,26,113.31894435976,Astro
STAT3,HA,36,111.352414957095,Astro
STAT3,HA,44,106.558221221445,Astro
STAT3,HA,51,105.925306335189,Astro
STAT3,HA,57,106.751168901783,Astro
STAT3,HA,70,103.965739269547,Astro
STAT3,HA,157,100.578802001678,Astro
STAT3,HA,182,97.8874890829181,Astro
STAT3,HA,186,96.6580293652015,Astro
STAT3,HA,-195,85.4735107782024,Astro
STAT3,HA,-183,89.6384839974071,Astro
STAT3,HA,-15,86.4732435665395,Astro
STAT3,HA,-5,46.8483772893667,Astro
STAT3,HA,5,82.4726027708145,Astro
STAT3,HA,6,37.6152370442381,Astro
STAT3,HA,31,108.297895741892,Astro
STAT3,HA,50,108.479771841525,Astro
RELA,HA,-131,62.5630810168154,Astro
RELA,HA,-113,62.8746159628446,Astro
RELA,HA,-108,62.4941523682186,Astro
RELA,HA,-62,68.422560211397,Astro
RELA,HA,-50,68.4707656399838,Astro
RELA,HA,33,69.9113488962675,Astro
RELA,HA,67,68.9693698633387,Astro
RELA,HA,123,65.4051224823041,Astro
NFKB1,HA,-161,88.4170279022341,Astro
NFKB1,HA,-152,85.9689353026183,Astro
NFKB1,HA,-150,84.0144157095748,Astro
NFKB1,HA,-106,78.3515935488294,Astro
NFKB1,HA,-82,82.8309917640326,Astro
NFKB1,HA,-80,85.938524398936,Astro
NFKB1,HA,-78,77.8607705733697,Astro
NFKB1,HA,-68,84.3318324443066,Astro
NFKB1,HA,-51,83.8921337846166,Astro
NFKB1,HA,-32,86.1237095510939,Astro
NFKB1,HA,-21,89.3626217201705,Astro
NFKB1,HA,44,81.7472890185148,Astro
NFKB1,HA,57,80.1522378092888,Astro
NFKB1,HA,94,90.8135133267408,Astro
NFKB1,HA,99,99.4127411212009,Astro
NFKB1,HA,124,89.3946990587084,Astro
NFKB1,HA,142,89.8135278223836,Astro
NFKB1,HA,159,87.5967459075505,Astro
CEBPB,HA,-199,10.8992312535682,Astro
CEBPB,HA,-196,11.0143672824116,Astro
CEBPB,HA,-191,11.216837854962,Astro
CEBPB,HA,-189,10.2713222290214,Astro
CEBPB,HA,-188,10.3874072517342,Astro
CEBPB,HA,-186,10.2907563921979,Astro
CEBPB,HA,-180,10.8245951155915,Astro
CEBPB,HA,-179,11.3810233625404,Astro
CEBPB,HA,-178,11.2674778630376,Astro
CEBPB,HA,-177,10.4820267816087,Astro
CEBPB,HA,-175,10.2334938537189,Astro
CEBPB,HA,-171,11.2816177316081,Astro
CEBPB,HA,-167,11.3623062366893,Astro
CEBPB,HA,-165,10.7473932117458,Astro
CEBPB,HA,-152,11.2708679145392,Astro
CEBPB,HA,-151,11.5890673916646,Astro
CEBPB,HA,-145,12.3083338908005,Astro
CEBPB,HA,-143,12.0460379107002,Astro
CEBPB,HA,-141,10.8745336098032,Astro
CEBPB,HA,-140,11.227674536809,Astro
CEBPB,HA,-138,11.7290771828572,Astro
CEBPB,HA,-137,10.234152455734,Astro
CEBPB,HA,-133,12.1928159368778,Astro
CEBPB,HA,-132,10.4853046405233,Astro
CEBPB,HA,-131,10.4133407125826,Astro
CEBPB,HA,-127,10.9157738791358,Astro
CEBPB,HA,-126,10.7218795002781,Astro
CEBPB,HA,-123,10.7069337815088,Astro
CEBPB,HA,-117,10.9340908233237,Astro
CEBPB,HA,-116,11.6318536093455,Astro
CEBPB,HA,-114,11.1155403949047,Astro
CEBPB,HA,-111,9.97761970017202,Astro
CEBPB,HA,-109,11.4900337549802,Astro
CEBPB,HA,-105,10.9933348343114,Astro
CEBPB,HA,-100,11.4409917736367,Astro
CEBPB,HA,-99,11.6319408717812,Astro
CEBPB,HA,-98,11.6793764717119,Astro
CEBPB,HA,-96,11.5011385018333,Astro
CEBPB,HA,-95,11.386173003584,Astro
CEBPB,HA,-93,11.1839607708669,Astro
CEBPB,HA,-88,11.6737721384667,Astro
CEBPB,HA,-86,12.0560389499515,Astro
CEBPB,HA,-82,11.1899931388306,Astro
CEBPB,HA,-79,13.6038160835263,Astro
CEBPB,HA,-77,12.078956091202,Astro
CEBPB,HA,-74,12.2036353341743,Astro
CEBPB,HA,-68,12.4223492436512,Astro
CEBPB,HA,-65,11.6339365930303,Astro
CEBPB,HA,-63,11.7617739003218,Astro
CEBPB,HA,-56,11.4514819405347,Astro
CEBPB,HA,-54,12.5037717383195,Astro
CEBPB,HA,-51,11.0898455588857,Astro
CEBPB,HA,-50,12.2522987382999,Astro
CEBPB,HA,-46,11.0268183941923,Astro
CEBPB,HA,-45,12.4182289976299,Astro
CEBPB,HA,-43,11.456369738899,Astro
CEBPB,HA,-39,11.8306486111849,Astro
CEBPB,HA,-37,12.7689137302818,Astro
CEBPB,HA,-35,13.4631867215836,Astro
CEBPB,HA,-34,13.4947502105204,Astro
CEBPB,HA,-33,12.6385434300703,Astro
CEBPB,HA,-29,13.9622847432734,Astro
CEBPB,HA,-28,12.2104020341072,Astro
CEBPB,HA,-24,12.2347956100373,Astro
CEBPB,HA,-20,11.6355891564147,Astro
CEBPB,HA,-19,14.2889615747609,Astro
CEBPB,HA,-18,13.6925054393513,Astro
CEBPB,HA,-15,9.89339425409458,Astro
CEBPB,HA,-14,7.21266596903895,Astro
CEBPB,HA,-11,9.9186514876641,Astro
CEBPB,HA,-10,14.8182164017028,Astro
CEBPB,HA,-4,2.87225181311034,Astro
CEBPB,HA,4,3.71340183372117,Astro
CEBPB,HA,6,2.76979310955346,Astro
CEBPB,HA,7,35.3130566058796,Astro
CEBPB,HA,8,9.10640189376211,Astro
CEBPB,HA,19,13.1566841548054,Astro
CEBPB,HA,31,13.8317503604536,Astro
CEBPB,HA,32,14.2183336147825,Astro
CEBPB,HA,34,11.3484853052836,Astro
CEBPB,HA,37,14.0490810277292,Astro
CEBPB,HA,44,12.3489448897669,Astro
CEBPB,HA,45,11.410285542448,Astro
CEBPB,HA,57,11.8077752342213,Astro
CEBPB,HA,59,12.8927359766685,Astro
CEBPB,HA,64,12.7069216766808,Astro
CEBPB,HA,70,13.9311272511722,Astro
CEBPB,HA,72,12.2616834285316,Astro
CEBPB,HA,73,11.4329250430192,Astro
CEBPB,HA,76,12.7625969622315,Astro
CEBPB,HA,77,11.5913310568508,Astro
CEBPB,HA,78,12.7524038411533,Astro
CEBPB,HA,87,12.9756507293125,Astro
CEBPB,HA,90,12.1306335192291,Astro
CEBPB,HA,96,12.1724324536028,Astro
CEBPB,HA,118,12.1458162954152,Astro
CEBPB,HA,120,11.0867488174518,Astro
CEBPB,HA,122,11.5424352803251,Astro
CEBPB,HA,130,10.6662024327956,Astro
CEBPB,HA,133,11.2852159826776,Astro
CEBPB,HA,135,10.3194175377591,Astro
CEBPB,HA,144,11.5744015863446,Astro
CEBPB,HA,146,12.2419111109926,Astro
CEBPB,HA,148,12.0772915949316,Astro
CEBPB,HA,153,11.262586573837,Astro
CEBPB,HA,157,12.3981298175972,Astro
CEBPB,HA,159,11.2463135261053,Astro
CEBPB,HA,160,12.4936270350342,Astro
CEBPB,HA,163,11.079093397931,Astro
CEBPB,HA,171,12.0387753308719,Astro
CEBPB,HA,173,12.6357492215464,Astro
CEBPB,HA,174,12.7370872809525,Astro
CEBPB,HA,175,12.6532331833853,Astro
CEBPB,HA,176,11.9285163248602,Astro
CEBPB,HA,177,9.9719262334739,Astro
CEBPB,HA,179,12.0633001146354,Astro
CEBPB,HA,181,12.4053838178888,Astro
CEBPB,HA,183,10.6834122206096,Astro
CEBPB,HA,185,11.9803808564014,Astro
CEBPB,HA,188,12.9675011082864,Astro
CEBPB,HA,189,11.6137498377867,Astro
CEBPB,HA,193,10.7987813962253,Astro
CEBPB,HA,195,11.4915787053735,Astro
CEBPB,HA,196,12.7819783455483,Astro
NFKB1,HA,-156,86.9872945189226,Astro
NFKB1,HA,-49,85.4820860205902,Astro
NFKB1,HA,20,86.6808053065492,Astro
TEAD4,HA,-162,43.7426312406323,Astro
TEAD4,HA,-144,46.7903811553784,Astro
TEAD4,HA,-106,48.314773184574,Astro
TEAD4,HA,-95,47.9304087480411,Astro
TEAD4,HA,35,49.4761432938545,Astro
TEAD4,HA,96,52.5478237730073,Astro
TEAD4,HA,187,49.426783128175,Astro
STAT3,HA,-163,90.8045275879493,Astro
STAT3,HA,-158,89.5924528438161,Astro
STAT3,HA,-150,92.3032342632058,Astro
STAT3,HA,-118,98.865234760614,Astro
STAT3,HA,-109,94.9789715348632,Astro
STAT3,HA,-107,97.6408789080004,Astro
STAT3,HA,-81,97.8966854140256,Astro
STAT3,HA,-53,104.984981927594,Astro
STAT3,HA,-19,114.912940090771,Astro
STAT3,HA,14,95.3976449756668,Astro
STAT3,HA,122,105.145863150407,Astro
STAT3,HA,152,97.8799533775869,Astro
STAT3,HA,161,96.7541028890846,Astro
STAT3,HA,168,99.4722409804733,Astro
TEAD4,HA,-198,43.8084404765965,Astro
TEAD1,HA,-199,43.6026011971465,Astro
TEAD4,HA,-195,41.5129198349177,Astro
TEAD1,HA,-196,44.3868560421219,Astro
STAT3,HA,-199,87.5556562893245,Astro
TEAD4,HA,-192,41.2696298756865,Astro
TEAD1,HA,-193,44.1058355226963,Astro
TEAD4,HA,-191,42.7049875546609,Astro
TEAD1,HA,-192,42.4084540788834,Astro
TEAD4,HA,-156,44.9434363939057,Astro
TEAD1,HA,-157,47.9841884089892,Astro
STAT3,HA,-160,88.594461048258,Astro
TEAD4,HA,-150,44.4253648646389,Astro
TEAD1,HA,-151,46.1543776317765,Astro
TEAD1,HA,-148,46.2557524521888,Astro
TEAD1,HA,-146,45.7804392760201,Astro
TEAD1,HA,-141,47.6837342356489,Astro
TEAD1,HA,-135,44.9793280100405,Astro
TEAD4,HA,-133,47.3799552440462,Astro
TEAD1,HA,-134,49.5845904454263,Astro
TEAD1,HA,-129,50.7387679436676,Astro
TEAD4,HA,-123,46.1603432620937,Astro
TEAD1,HA,-124,48.8591615262114,Astro
TEAD1,HA,-117,47.6578542364869,Astro
TEAD4,HA,-108,50.50814903769,Astro
STAT3,HA,-108,98.5136181773749,Astro
TEAD4,HA,-103,47.4642984360289,Astro
TEAD1,HA,-104,46.9307331266454,Astro
TEAD1,HA,-99,49.6797909355192,Astro
TEAD1,HA,-97,49.1339062481642,Astro
TEAD4,HA,-91,47.9063902604348,Astro
TEAD1,HA,-92,49.6306873107995,Astro
TEAD1,HA,-91,48.2846665830296,Astro
TEAD4,HA,-84,47.2923960246627,Astro
TEAD1,HA,-85,49.6829076798617,Astro
STAT3,HA,-88,101.309388967957,Astro
TEAD4,HA,-78,48.4876856153165,Astro
TEAD1,HA,-79,49.1228235681686,Astro
STAT3,HA,-82,97.5597617514127,Astro
TEAD4,HA,-76,47.7999373413814,Astro
TEAD1,HA,-77,48.5945685875207,Astro
STAT3,HA,-80,95.8343134400777,Astro
TEAD4,HA,-55,46.0186208542983,Astro
TEAD1,HA,-56,50.1819603361745,Astro
TEAD4,HA,-52,47.2924608261156,Astro
TEAD1,HA,-53,48.9235843258,Astro
TEAD1,HA,-48,50.361223864014,Astro
STAT3,HA,-51,98.5332509066422,Astro
TEAD4,HA,-44,50.5157737120867,Astro
TEAD1,HA,-45,51.8788013386067,Astro
STAT3,HA,-48,104.930852711106,Astro
TEAD1,HA,-43,50.7514913469772,Astro
STAT3,HA,-46,106.379120574973,Astro
TEAD4,HA,-39,48.0586064977368,Astro
TEAD1,HA,-40,50.411203975225,Astro
TEAD1,HA,-36,49.9883832003734,Astro
STAT3,HA,-39,102.778924906588,Astro
TEAD4,HA,-29,50.4549599896086,Astro
STAT3,HA,-24,104.96119021855,Astro
STAT3,HA,-16,100.588943622118,Astro
TEAD4,HA,-7,48.8644241779691,Astro
TEAD1,HA,-8,59.4731631014904,Astro
STAT3,HA,-11,106.135456392413,Astro
TEAD4,HA,-5,27.1336661978778,Astro
TEAD1,HA,-6,38.6073854901971,Astro
TEAD1,HA,-3,62.8401471054463,Astro
STAT3,HA,-6,34.5239043577606,Astro
TEAD4,HA,1,40.2325130723488,Astro
TEAD1,HA,0,21.5399083995572,Astro
TEAD4,HA,2,51.158547767295,Astro
TEAD1,HA,1,64.4174657804456,Astro
TEAD4,HA,12,52.1018792456396,Astro
TEAD4,HA,17,49.960893855476,Astro
TEAD1,HA,16,54.059967060682,Astro
TEAD4,HA,19,48.525959048134,Astro
TEAD1,HA,18,51.7181777017708,Astro
STAT3,HA,15,109.983314019522,Astro
TEAD4,HA,21,50.7543802216461,Astro
TEAD1,HA,20,51.6808333066948,Astro
TEAD1,HA,24,50.7541683228574,Astro
TEAD4,HA,27,50.6469920069259,Astro
TEAD1,HA,26,52.2066929241043,Astro
STAT3,HA,23,105.057086545015,Astro
TEAD1,HA,28,51.5065932534952,Astro
TEAD4,HA,33,50.4012441168566,Astro
TEAD1,HA,32,53.5794335854697,Astro
TEAD4,HA,38,48.4739391195501,Astro
TEAD1,HA,37,48.7820889135283,Astro
STAT3,HA,34,113.461402366295,Astro
TEAD4,HA,44,49.681602136292,Astro
TEAD1,HA,43,52.3606756153576,Astro
STAT3,HA,40,104.612200152466,Astro
STAT3,HA,46,102.96261900963,Astro
TEAD4,HA,60,47.2132473128857,Astro
TEAD1,HA,59,51.0729586662026,Astro
TEAD4,HA,65,48.9544877336274,Astro
TEAD1,HA,64,50.5882096282536,Astro
STAT3,HA,61,101.995725071946,Astro
TEAD1,HA,69,50.3957987808503,Astro
TEAD4,HA,80,52.3075303971599,Astro
TEAD1,HA,79,55.2648416919751,Astro
TEAD4,HA,82,49.2473788736969,Astro
TEAD1,HA,82,51.0857018179751,Astro
STAT3,HA,79,103.072873376779,Astro
TEAD4,HA,111,47.0729440847689,Astro
STAT3,HA,107,101.584408389726,Astro
TEAD4,HA,129,49.1658247660856,Astro
TEAD4,HA,151,47.6489957042917,Astro
TEAD1,HA,150,48.5645769512098,Astro
TEAD1,HA,182,50.3344819133466,Astro
NFKB1,HA,-192,78.3172111902521,Astro
NFKB1,HA,-176,76.7059915349723,Astro
NFKB1,HA,-139,83.5415412277501,Astro
NFKB1,HA,-89,83.9102183342685,Astro
NFKB1,HA,-35,85.760978649009,Astro
NFKB1,HA,-74,86.553590178157,Astro
NFKB1,HA,15,75.3087825704208,Astro
NFKB1,HA,45,83.5988860380896,Astro
NFKB1,HA,61,85.2345244683771,Astro
NFKB1,HA,106,88.0376909651238,Astro
NFKB1,HA,177,84.6049709891939,Astro
NFKB1,HA,181,84.0521260622048,Astro
