"ligand","pearson","z","pct","perm_p","perm_padj","is_aging_up_secretome_ligand","receiver"
"ANXA2",0.0355854919655041,NA,0.980424143556281,0.00149925037481259,0.0162529354791631,FALSE,"Astro"
"TDGF1",0.0355640997582671,NA,0.979608482871126,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"CFC1",0.0353610943452141,NA,0.978792822185971,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"SNX14",0.035011545015272,NA,0.977977161500816,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"INHBB",0.0348861011036865,NA,0.977161500815661,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"FGF2",0.0348749905378506,NA,0.976345840130506,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"OXT",0.0348469128080502,NA,0.975530179445351,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"BMP8A",0.0347270143404972,NA,0.974714518760196,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"GDF6",0.0344839417120799,NA,0.973898858075041,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"GHRL",0.0344664874744799,NA,0.973083197389886,0.00299850074962519,0.0204064634349492,FALSE,"Astro"
"FCN2",0.0343851970202899,NA,0.972267536704731,0.00149925037481259,0.0162529354791631,FALSE,"Astro"
"GDF9",0.0341110091795793,NA,0.971451876019576,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"ANXA1",0.0338391140482984,NA,0.970636215334421,0.00299850074962519,0.0204064634349492,TRUE,"Astro"
"IL13",0.0337755555789038,NA,0.969820554649266,0.00149925037481259,0.0162529354791631,FALSE,"Astro"
"IL4",0.0337588322042425,NA,0.969004893964111,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"VSIR",0.0335732308043176,NA,0.968189233278956,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"NPNT",0.033504684775797,NA,0.967373572593801,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"CCN2",0.0334640187524296,NA,0.966557911908646,0.000999500249875062,0.014576045310678,TRUE,"Astro"
"GNRH1",0.0331187098983628,NA,0.965742251223491,0.000999500249875062,0.014576045310678,FALSE,"Astro"
"INHBE",0.0331068919382144,NA,0.964926590538336,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"GDF7",0.0329008269636645,NA,0.964110929853181,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"IFITM1",0.0326361850866292,NA,0.963295269168026,0.00149925037481259,0.0162529354791631,FALSE,"Astro"
"ADAM17",0.0322800317218187,NA,0.962479608482871,0.000999500249875062,0.014576045310678,FALSE,"Astro"
"GDF5",0.0321252691969933,NA,0.961663947797716,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"FGF7",0.0320680856044917,NA,0.960848287112561,0.00199900049975012,0.0174912543728136,FALSE,"Astro"
"HAS1",0.0320627161251716,NA,0.960032626427406,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"ACE2",0.0319508166704022,NA,0.959216965742251,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"BMP15",0.0319173889574159,NA,0.958401305057096,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"CD59",0.0318110903844651,NA,0.957585644371941,0.000999500249875062,0.014576045310678,FALSE,"Astro"
"FGF4",0.0317845691433836,NA,0.956769983686786,0.00549725137431284,0.0235459193480183,FALSE,"Astro"
"HRG",0.0317198758075303,NA,0.955954323001631,0.00199900049975012,0.0174912543728136,FALSE,"Astro"
"INHBC",0.0314412933251058,NA,0.955138662316476,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"MMP13",0.0313984335719392,NA,0.954323001631321,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"CLDN14",0.0313679156307428,NA,0.953507340946166,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"MUC4",0.0313637249433995,NA,0.952691680261011,0.00149925037481259,0.0162529354791631,FALSE,"Astro"
"NODAL",0.0313527305028431,NA,0.951876019575856,0.00149925037481259,0.0162529354791631,FALSE,"Astro"
"OCLN",0.0310040876070611,NA,0.951060358890702,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"ANGPTL3",0.0308485952217421,NA,0.950244698205546,0.000999500249875062,0.014576045310678,FALSE,"Astro"
"AGT",0.0307610582974173,NA,0.949429037520392,0.00349825087456272,0.0217530828494382,FALSE,"Astro"
"NEO1",0.0307432428421214,NA,0.948613376835236,0.000999500249875062,0.014576045310678,FALSE,"Astro"
"DSC3",0.0307095556074306,NA,0.947797716150082,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"IBSP",0.0306575372591127,NA,0.946982055464927,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"HJV",0.0306479689781425,NA,0.946166394779772,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"LEFTY1",0.0305947420375274,NA,0.945350734094617,0.000999500249875062,0.014576045310678,FALSE,"Astro"
"LRIT2",0.0305807991394286,NA,0.944535073409462,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"BMP3",0.0305054495634171,NA,0.943719412724307,0.000499750124937531,0.0105550672939392,FALSE,"Astro"
"SIGLEC6",0.0303812353565061,NA,0.942903752039152,0.000999500249875062,0.014576045310678,FALSE,"Astro"
"HP",0.030330790979657,NA,0.942088091353997,0.000999500249875062,0.014576045310678,FALSE,"Astro"
