motif,mapped_gene,family,celltype,dz,cv_p,cv_padj,is_foreground
ETV2,ETV2,ETS,Astro,-0.184900871980696,0.0257701611256793,0.979336604887158,True
ETV3,ETV3,ETS,Astro,-0.115801870871731,0.30995660881302,0.979336604887158,False
FEV,FEV,ETS,Astro,-0.111193261457863,0.334651301911146,0.979336604887158,False
GCM2,GCM2,other,Astro,-0.018394976307332,0.860539106962449,0.988541523911787,False
LEF1,LEF1,TCF-LEF,Astro,-0.071016762388216,0.459012829371935,0.979336604887158,False
HSF2,HSF2,other,Astro,0.0996666974974947,0.316116298971822,0.979336604887158,False
HSF4,HSF4,other,Astro,0.0942351127931811,0.382394173562344,0.979336604887158,False
IRF7,IRF7,IRF,Astro,0.133031790022027,0.232910565943345,0.979336604887158,False
MEF2D,MEF2D,other,Astro,0.0376564998693088,0.756191569800604,0.979336604887158,False
MEIS1,MEIS1,homeobox-other,Astro,-0.052214197676186,0.62135158188953,0.979336604887158,False
MEIS2,MEIS2,homeobox-other,Astro,-0.0645383839704842,0.549724861972673,0.979336604887158,False
MEIS3,MEIS3,homeobox-other,Astro,-0.0663082567362489,0.622628542091841,0.979336604887158,False
MYBL1,MYBL1,other,Astro,0.0004881086899976,0.991189950128246,0.997936725356572,False
MYBL2,MYBL2,other,Astro,-0.0603559637699005,0.252852966369873,0.979336604887158,False
NFKB1,NFKB1,NFKB-REL,Astro,0.0110785342292365,0.915815800670357,0.992613754768314,False
NFKB2,NFKB2,NFKB-REL,Astro,-0.0010055911086526,0.993134500159607,0.997936725356572,False
PAX1,PAX1,homeobox-other,Astro,0.0276246461914694,0.700292791974372,0.979336604887158,False
PAX3,PAX3,homeobox-other,Astro,-0.091294123955453,0.287872101652788,0.979336604887158,False
PAX9,PAX9,homeobox-other,Astro,0.0353256925547539,0.616276245471017,0.979336604887158,False
PKNOX2,PKNOX2,homeobox-other,Astro,-0.119892985613871,0.440554862417112,0.979336604887158,False
POU1F1,POU1F1,homeobox-other,Astro,-0.0851795619405356,0.495031043127045,0.979336604887158,False
POU2F1,POU2F1,homeobox-other,Astro,-0.1383580048687,0.226549110500324,0.979336604887158,False
POU3F1,POU3F1,homeobox-other,Astro,-0.132436855033499,0.239241383565893,0.979336604887158,False
POU3F2,POU3F2,homeobox-other,Astro,-0.12715387475276,0.263861310860894,0.979336604887158,False
