gene	celltype	frozen_direction	frozen_log2FC	baseMean	betaConv	HA_YA_LFC_coef	AD_HA_LFC_coef	AD_YA_LFC_coef	coefficient_identity_error	HA_YA_LFC_raw	AD_HA_LFC_raw	AD_YA_LFC_raw	results_identity_error	HA_YA_LFC_ashr	AD_HA_LFC_ashr	AD_YA_LFC_ashr	A_raw	D_raw	T_raw_sum	T_raw_direct	raw_identity_error	A	D	T_class	T_direct_shrunk	T_discrepancy	delta_final	category_margin_D_minus_delta	aging_projection_status	trajectory_category	trajectory_subflag	trajectory_category_rawLFC	pvalue_HA_YA	padj_HA_YA	pvalue_AD_HA	padj_AD_HA	pvalue_AD_YA	padj_AD_YA
KITLG	Endo	DOWN	-1.77916457882337	27.7776211176774	True	-1.72040560483935	-0.356649049777849	-2.0770546546172	0.0	-1.72040560483935	-0.356649049777849	-2.0770546546172	0.0	-0.379728209733587	-0.0178784471968236	-0.860131972556781	1.72040560483935	0.356649049777849	2.077054654617199	2.0770546546172	8.881784197001252e-16	0.379728209733587	0.0178784471968236	0.3976066569304106	0.860131972556781	0.4625253156263704	0.25	-0.2321215528031764	eligible	maintained		maintained	0.0005589710481296	0.156321843319945	0.509661984864907	0.999912670487749	0.0001353039493445	0.0447426117713332
EFEMP1	Endo	UP	2.82170954139321	8.55375305852702	True	2.84716893878669	-1.22085352931607	1.62631540947063	0.0	2.84716893878669	-1.22085352931607	1.62631540947063	-2.2204460492503099e-16	0.350042315551669	-0.0309320033020689	0.094393955585825	2.84716893878669	-1.22085352931607	1.62631540947062	1.62631540947063	9.992007221626409e-15	0.350042315551669	-0.0309320033020689	0.31911031224960007	0.094393955585825	-0.22471635666377507	0.25	-0.2809320033020689	eligible	maintained		maintained	0.0004755362231679	0.144552674099085	0.119017300968838	0.999912670487749	0.061833170921202	0.541497003325939
DKK2	Endo	UP	4.44937271474559	4.7274238488081	True	4.30527174971852	-0.425210829918732	3.88006091979979	0.0	4.30527174971852	-0.425210829918732	3.88006091979979	-4.44089209850063e-16	1.37974424014863	-0.0095889293962407	0.423265965835153	4.30527174971852	-0.425210829918732	3.8800609197997877	3.88006091979979	2.220446049250313e-15	1.37974424014863	-0.0095889293962407	1.3701553107523892	0.423265965835153	-0.9468893449172362	0.689872120074315	-0.6994610494705557	eligible	maintained		maintained	1.63136733716293e-05	0.0127680513206953	0.606518056249088	0.999912670487749	0.000342745216094	0.0729991473414927
MMP28	Endo	DOWN	-1.6672610396334	6.28715056684067	True	-1.60441332068106	0.816271241980135	-0.788142078700926	0.0	-1.60441332068106	0.816271241980135	-0.788142078700926	2.2204460492503099e-16	-0.489891775566432	0.0480597089461604	-0.115286548366172	1.60441332068106	-0.816271241980135	0.788142078700925	0.788142078700926	9.992007221626409e-16	0.489891775566432	-0.0480597089461604	0.4418320666202716	0.115286548366172	-0.3265455182540996	0.25	-0.2980597089461604	eligible	maintained		AD_attenuated	0.0002681390775415	0.0976133902845891	0.104641445096822	0.999912670487749	0.102002738353157	0.620797078214289
APP	Endo	DOWN	-0.618694110636891	158.17824287087	True	-0.592150156044582	0.175865617386812	-0.41628453865777	0.0	-0.592150156044582	0.175865617386812	-0.41628453865777	5.55111512312578e-17	-0.464851619750233	0.0637885024484619	-0.253436310533872	0.592150156044582	-0.175865617386812	0.41628453865777	0.41628453865777	0.0	0.464851619750233	-0.0637885024484619	0.4010631173017711	0.253436310533872	-0.14762680676789908	0.25	-0.3137885024484619	eligible	maintained		maintained	3.21416767136786e-05	0.0204289575221531	0.248340348925317	0.999912670487749	0.0069642899573618	0.278225550906263
EDN3	Endo	DOWN	-1.79888953257513	7.47253606430379	True	-1.74554131537288	-0.680891678103455	-2.42643299347633	0.0	-1.74554131537288	-0.680891678103455	-2.42643299347633	-4.44089209850063e-16	-0.166537331586958	-0.0201968551263168	-0.501557689968551	1.74554131537288	0.680891678103455	2.426432993476335	2.42643299347633	-5.329070518200751e-15	0.166537331586958	0.0201968551263168	0.1867341867132748	0.501557689968551	0.3148235032552762			weak_indeterminate	weak_indeterminate_aging_projection		maintained	0.0041010197504418	0.295682171244755	0.342319548379182	0.999912670487749	0.0005739547584878	0.0911452021522151
AZGP1	OPC	UP	2.92271829236478	15.3885206729519	True	2.96962456140256	-0.372824762651438	2.59679979875112	0.0	2.96962456140256	-0.372824762651439	2.59679979875112	0.0	1.93307101816426	-0.0312861388269471	1.51420487140348	2.96962456140256	-0.372824762651439	2.596799798751121	2.59679979875112	-8.881784197001252e-16	1.93307101816426	-0.0312861388269471	1.9017848793373129	1.51420487140348	-0.38758000793383296	0.96653550908213	-0.9978216479090771	eligible	maintained		maintained	3.83341104496815e-07	0.000871498619566	0.474083162876394	0.789185417914752	1.23553438949689e-05	0.0017977025367179
FGF13	OPC	DOWN	-1.27555360187601	52.4557129910668	True	-1.29815237017332	-0.218064478445509	-1.51621684861883	0.0	-1.29815237017332	-0.218064478445509	-1.51621684861883	0.0	-0.820260673650771	-0.0344324915253957	-1.14208671475531	1.29815237017332	0.218064478445509	1.516216848618829	1.51621684861883	1.1102230246251565e-15	0.820260673650771	0.0344324915253957	0.8546931651761668	1.14208671475531	0.2873935495791432	0.4101303368253855	-0.37569784529998984	eligible	maintained		maintained	5.7038124496111e-05	0.0221863705250239	0.51193282020162	0.808062042079535	5.86863225265974e-06	0.0010846659908057
COL4A2	OPC	UP	1.61981406258547	23.6362445296908	True	1.63647400087144	0.285274245084796	1.92174824595624	0.0	1.63647400087144	0.285274245084796	1.92174824595624	0.0	0.755751117452271	0.0360350124301854	1.36377507820919	1.63647400087144	0.285274245084796	1.921748245956236	1.92174824595624	3.9968028886505635e-15	0.755751117452271	0.0360350124301854	0.7917861298824563	1.36377507820919	0.5719889483267336	0.3778755587261355	-0.34184054629595007	eligible	maintained		maintained	9.67338619214441e-05	0.0259264595697534	0.467906290907511	0.785308474879431	6.58348095256472e-06	0.0011645144353864
FSTL5	OPC	DOWN	-1.63480485473599	10.7812444894397	True	-1.58616899188586	0.627733791116927	-0.958435200768933	0.0	-1.58616899188586	0.627733791116927	-0.958435200768933	2.2204460492503099e-16	-0.724309523340772	0.0775521326806412	-0.203611113227455	1.58616899188586	-0.627733791116927	0.958435200768933	0.958435200768933	0.0	0.724309523340772	-0.0775521326806412	0.6467573906601308	0.203611113227455	-0.4431462774326758	0.362154761670386	-0.4397068943510272	eligible	maintained		maintained	0.0001160488285188	0.0297871138233833	0.14544383659024	0.52918863497601	0.0202343195239384	0.22338477142561
NID2	OPC	DOWN	-1.76773921562922	8.75281982257652	True	-1.71739138977977	-0.687327161960901	-2.40471855174068	0.0	-1.71739138977977	-0.687327161960901	-2.40471855174068	0.0	-0.233171156337937	-0.048780093810644	-1.22645653447049	1.71739138977977	0.687327161960901	2.404718551740671	2.40471855174068	9.325873406851315e-15	0.233171156337937	0.048780093810644	0.281951250148581	1.22645653447049	0.944505284321909			weak_indeterminate	weak_indeterminate_aging_projection		maintained	0.00152163663914	0.144011867903156	0.250532536655857	0.637916269646175	4.22951094522149e-05	0.0043169418804324
ADAMTSL3	OPC	DOWN	-1.3071424343619	12.0540958825551	True	-1.29807015186904	0.549555557432604	-0.748514594436436	0.0	-1.29807015186904	0.549555557432604	-0.748514594436436	1.11022302462516e-16	-0.813776376504455	0.0976312232502633	-0.20910957840209	1.29807015186904	-0.549555557432604	0.7485145944364361	0.748514594436436	-1.1102230246251565e-16	0.813776376504455	-0.0976312232502633	0.7161451532541917	0.20910957840209	-0.5070355748521017	0.4068881882522275	-0.5045194115024908	eligible	maintained		maintained	6.02030541688392e-05	0.0223418108162617	0.106190514640285	0.475383463955433	0.0201830185939862	0.223155331697614
CD74	Oligo	UP	2.21334775397749	30.5904088179312	True	2.19026015640946	-1.48175599138058	0.708504165028876	-1.11022302462516e-16	2.19026015640946	-1.48175599138058	0.708504165028876	1.11022302462516e-16	1.78494036082349	-0.87922955761335	0.225353924951836	2.19026015640946	-1.48175599138058	0.7085041650288799	0.708504165028876	-3.885780586188048e-15	1.78494036082349	-0.87922955761335	0.90571080321014	0.225353924951836	-0.6803568782583039	0.892470180411745	-1.771699738025095	eligible	maintained		AD_attenuated	6.63888289020496e-08	0.0003956699918651	0.0001212718459695	0.0057599579518136	0.094094946921333	0.289240060181724
EPHA3	Oligo	UP	2.27322048668519	125.910754310121	True	2.22845919312189	-0.274415664926021	1.95404352819587	0.0	2.22845919312189	-0.274415664926021	1.95404352819587	0.0	1.64405906295705	-0.0652370653819233	1.22183738544381	2.22845919312189	-0.274415664926021	1.954043528195869	1.95404352819587	8.881784197001252e-16	1.64405906295705	-0.0652370653819233	1.5788219975751268	1.22183738544381	-0.3569846121313167	0.822029531478525	-0.8872665968604483	eligible	maintained		maintained	2.30638797685959e-06	0.0050263881975693	0.548304636152387	0.751191125535834	4.73004433354647e-05	0.0020548590130313
PTPRR	Oligo	DOWN	-1.42249983854314	26.0431629204285	True	-1.40793435368738	0.868568630307531	-0.539365723379852	0.0	-1.40793435368738	0.868568630307531	-0.539365723379852	0.0	-1.09408909403163	0.438192298999999	-0.219368478617154	1.40793435368738	-0.868568630307531	0.5393657233798491	0.539365723379852	2.886579864025407e-15	1.09408909403163	-0.438192298999999	0.6558967950316309	0.219368478617154	-0.43652831641447687	0.547044547015815	-0.985236846015814	eligible	maintained		AD_attenuated	1.76986266960361e-05	0.0192856035564473	0.0083534857632179	0.0716782971940641	0.0970785809579416	0.29504867289497
VSTM4	Oligo	DOWN	-0.770407661181278	87.4195198265247	True	-0.768334208414153	-0.0146824003283265	-0.78301660874248	0.0	-0.768334208414153	-0.0146824003283265	-0.78301660874248	1.11022302462516e-16	-0.63577776349597	-0.0077961730267655	-0.636880510108334	0.768334208414153	0.0146824003283265	0.7830166087424795	0.78301660874248	5.551115123125783e-16	0.63577776349597	0.0077961730267655	0.6435739365227355	0.636880510108334	-0.006693426414401515	0.317888881747985	-0.3100927087212195	eligible	maintained		maintained	2.04358942616315e-05	0.020041481502382	0.93559809940193	0.971085007286516	2.23706606944327e-05	0.0012308496359004
ECM2	Oligo	UP	1.28847610020962	17.9678996284683	True	1.31484921263876	-0.399066831695396	0.915782380943366	0.0	1.31484921263876	-0.399066831695396	0.915782380943366	-1.11022302462516e-16	1.0848920645081	-0.181041374919732	0.542908905632737	1.31484921263876	-0.399066831695396	0.9157823809433641	0.915782380943366	1.887379141862766e-15	1.0848920645081	-0.181041374919732	0.903850689588368	0.542908905632737	-0.36094178395563103	0.54244603225405	-0.723487407173782	eligible	maintained		maintained	8.03375869548542e-06	0.0143249220957501	0.129880773925458	0.338507194220098	0.002408476934552	0.0287179724866909
