signature,n_areas,median_rho,median_abs_rho,min_rho,max_rho
Astro_up,34,0.0028533160925323926,0.022302768007317515,-0.12414104230166233,0.07658808762651294
Micro_up,34,0.020145272511614687,0.02103018345036679,-0.029285344018570386,0.08150792085623626
Oligo_up,34,-0.020920274538515044,0.04016359683256571,-0.15625076348038225,0.07806395781203232
