test	estimate	SE	df	ci_lo	ci_hi	t	p_two_sided	model	units
primary_stage_averaged_SAD_minus_RES	-0.0696093174366159	0.108329331708764	6	-0.334681643021404	0.195463008148172	-0.642571280913612	0.544259055153127	group*stage, random=~1|Run/donor (REML, nlme)	z-composite SD
