cohort,target,label,n,frac_above_primary_p5,median_cos,primary_p5,n_common_genes
GSE186538,Immature,vSMC ABCC9 P2RY14,790,0.002531645569620253,0.2247917205095291,0.6732231974601746,1846
GSE186538,Immature,Micro C1QB CD83,2223,0.0,0.24844586849212646,0.6732231974601746,1846
GSE186538,Immature,OPC PDGFRA EGR1,2661,0.0,0.44158151745796204,0.6732231974601746,1846
GSE186538,Immature,Macro F13A1 COLEC12,273,0.0,0.22293123602867126,0.6732231974601746,1846
GSE186538,Immature,aEndo DKK2 FBLN5,169,0.0,0.20241685211658478,0.6732231974601746,1846
GSE186538,Immature,COP GPR17 ADAM33,328,0.0,0.401155948638916,0.6732231974601746,1846
GSE186538,Immature,T SKAP1 CD247,479,0.0,0.17720894515514374,0.6732231974601746,1846
GSE186538,Immature,Myeloid LSP1 LYZ,67,0.0,0.19302651286125183,0.6732231974601746,1846
GSE186538,Immature,Astro AQP4 GFAP,17256,5.795085767269355e-05,0.2520294487476349,0.6732231974601746,1846
GSE186538,Immature,Astro AQP4 CHRDL1,12538,0.0,0.2540345788002014,0.6732231974601746,1846
