"tf","celltype","contrast","dz","p","padj"
"PBX2","Micro","ADvHA",0.412533137097808,0.000277237889249223,0.00560080867698967
"PHOX2B","Micro","ADvHA",0.195936098822993,0.0285442005232402,0.0499104877439466
"PKNOX1","Micro","ADvHA",0.129235291159576,0.211260392291377,0.270704105911826
"POU2F3","Micro","ADvHA",0.351359363733904,0.000253003541296983,0.00560080867698967
"PRDM1","Micro","ADvHA",0.458081624424671,0.000709188942249873,0.00751894445061919
"RFX1","Micro","ADvHA",0.394019319075907,0.0096089370312044,0.0235814792340384
"RFX3","Micro","ADvHA",0.382103745771785,0.00958188595160045,0.0235814792340384
"RUNX3","Micro","ADvHA",0.134835441306641,0.328725072558274,0.391870001750258
"SCRT1","Micro","ADvHA",0.282197380629098,0.00209527498709659,0.0122444476639948
"SCRT2","Micro","ADvHA",0.312648277917056,0.000285283913679407,0.00560080867698967
"SNAI2","Micro","ADvHA",0.282559475367016,0.0301894355279364,0.0520706067825171
"SOX2","Micro","ADvHA",0.326286191031695,0.0355618791733133,0.0586215351997587
"SPI1","Micro","ADvHA",-0.0945210547465747,0.871482238827684,0.901386041140399
"SPIB","Micro","ADvHA",-0.261890653247873,0.699655206228846,0.760695619348794
"SREBF1(var.2)","Micro","ADvHA",-0.0594741127961529,0.641889089113783,0.706636162450477
"TCF3","Micro","ADvHA",0.435134814671399,0.00391639417636983,0.0147478775525047
"TCF4","Micro","ADvHA",0.434580203425553,0.0053484628932785,0.0174514278940479
"TCF7","Micro","ADvHA",0.331428729211894,8.83407824171541e-05,0.00294314290895045
"TEAD1","Micro","ADvHA",0.447131929943089,0.00141922708754026,0.0105690676048586
"TEAD4","Micro","ADvHA",0.47082496468418,0.000902309459419007,0.00839943952665046
"TFAP2A","Micro","ADvHA",0.260380289059447,0.00963485112052471,0.0235814792340384
"TFAP2C(var.2)","Micro","ADvHA",0.240054030229726,0.0144682887954332,0.0291669643551249
"TWIST1","Micro","ADvHA",0.381237727582268,0.012914257884622,0.0280918393160335
"USF1","Micro","ADvHA",0.168354893563401,0.184378973860777,0.239654805860107
"USF2","Micro","ADvHA",0.139696788432982,0.302806163582346,0.364403615109553
"YY2","Micro","ADvHA",-0.177663153782929,0.124978624520167,0.170867104365585
"ZNF263","Micro","ADvHA",0.34559929466129,0.00676613688663662,0.0194680211329135
"CREM","Micro","ADvHA",-0.227459857601768,0.0179061307098917,0.0342434463424818
"FOXF2","Oligo","HAvYA",0.104274415980112,0.507937648639489,0.998263694715803
"FOXD1","Oligo","HAvYA",0.0433169390077098,0.663865725678735,0.998263694715803
"IRF2","Oligo","HAvYA",0.19998926208481,0.534399871259182,0.998263694715803
"MZF1(var.2)","Oligo","HAvYA",0.132047272039075,0.57862348775236,0.998263694715803
"MAX::MYC","Oligo","HAvYA",-0.04248429785613,0.701662654030131,0.998263694715803
"PPARG","Oligo","HAvYA",-0.0407694657794765,0.789246220307236,0.998263694715803
"PAX6","Oligo","HAvYA",-0.0165067461461357,0.921324911234987,0.998263694715803
"PBX1","Oligo","HAvYA",-0.0344096332032376,0.801720322225723,0.998263694715803
"RORA","Oligo","HAvYA",0.0506904009093134,0.795385111439663,0.998263694715803
"RORA(var.2)","Oligo","HAvYA",0.0810473172203374,0.723142484814411,0.998263694715803
"RREB1","Oligo","HAvYA",-0.0150283637381662,0.950068215076246,0.998263694715803
"RXRA::VDR","Oligo","HAvYA",-0.0165012607344682,0.918666334292876,0.998263694715803
"SOX9","Oligo","HAvYA",-0.136905440173428,0.231500285701055,0.998263694715803
"SRY","Oligo","HAvYA",-0.0094691353162984,0.916761479472199,0.998263694715803
"TAL1::TCF3","Oligo","HAvYA",-0.120029123173335,0.383795714606382,0.998263694715803
"REL","Oligo","HAvYA",0.0885084196265219,0.695105431129559,0.998263694715803
"RELA","Oligo","HAvYA",0.102493597306743,0.664607472410437,0.998263694715803
"NR1H2::RXRA","Oligo","HAvYA",-0.0509193776211374,0.730178541242757,0.998263694715803
"NFIC::TLX1","Oligo","HAvYA",0.0323726107652809,0.861145793483923,0.998263694715803
"ZNF354C","Oligo","HAvYA",-0.12877220174333,0.608077888345089,0.998263694715803
"CTCF","Oligo","HAvYA",-0.38132511129405,0.134962398079906,0.998263694715803
"EWSR1-FLI1","Oligo","HAvYA",0.140799681960684,0.65517570147204,0.998263694715803
"REST","Oligo","HAvYA",-0.0521804976765531,0.814814567439956,0.998263694715803
"NFATC2","Oligo","HAvYA",0.108380854791581,0.748140630963582,0.998263694715803
"INSM1","Oligo","HAvYA",0.0263288148356439,0.908081734010803,0.998263694715803
"RARA::RXRA","Oligo","HAvYA",-0.0793823987241272,0.655088229815411,0.998263694715803
"NR4A2","Oligo","HAvYA",-0.0984288568776719,0.496737968280343,0.998263694715803
"PLAG1","Oligo","HAvYA",-0.00857943492045032,0.967729952046815,0.998263694715803
"ARNT::HIF1A","Oligo","HAvYA",-0.000847175561922819,0.994079551070447,0.998263694715803
"DUX4","Oligo","HAvYA",0.0433641183626151,0.841628387534668,0.998263694715803
"FOS","Oligo","HAvYA",0.154677603911545,0.561997159820039,0.998263694715803
"FOSL2","Oligo","HAvYA",0.130060741969082,0.612894745803435,0.998263694715803
"FOXH1","Oligo","HAvYA",0.0013204408161836,0.994493823570734,0.998263694715803
"JUN","Oligo","HAvYA",-0.0379031349446886,0.728478903685686,0.998263694715803
"JUN(var.2)","Oligo","HAvYA",0.149289165453008,0.586053097759818,0.998263694715803
"JUND(var.2)","Oligo","HAvYA",-0.073159650544742,0.512090894864403,0.998263694715803
"MEF2C","Oligo","HAvYA",0.0749915752681076,0.787419576279348,0.998263694715803
"MAF::NFE2","Oligo","HAvYA",0.00889361075807704,0.968755852379414,0.998263694715803
"NR2C2","Oligo","HAvYA",-0.0394827504227817,0.863897707384506,0.998263694715803
"NRF1","Oligo","HAvYA",0.0335413745333082,0.873480854284778,0.998263694715803
"POU2F2","Oligo","HAvYA",0.0640129101689028,0.789519558282472,0.998263694715803
"SMAD2::SMAD3::SMAD4","Oligo","HAvYA",-0.04362870753892,0.820933165347214,0.998263694715803
"STAT1::STAT2","Oligo","HAvYA",0.272277883128758,0.499690349161248,0.998263694715803
"TCF7L2","Oligo","HAvYA",0.155986190081263,0.52633381342014,0.998263694715803
"ZBTB33","Oligo","HAvYA",-0.0492358261247259,0.753731526799527,0.998263694715803
"ELK4","Oligo","HAvYA",-0.1888427909736,0.186887563457709,0.998263694715803
"ESR2","Oligo","HAvYA",-0.0456603978314038,0.785471175366936,0.998263694715803
"IRF1","Oligo","HAvYA",0.227571976084879,0.535321781156138,0.998263694715803
"STAT1","Oligo","HAvYA",0.0667517617735967,0.805573671388894,0.998263694715803
"STAT3","Oligo","HAvYA",0.0197797559832726,0.946062659874755,0.998263694715803
"GATA1::TAL1","Oligo","HAvYA",-0.0216165035803656,0.888036080327609,0.998263694715803
"YY1","Oligo","HAvYA",-0.188946359952253,0.0521502728087931,0.998263694715803
"FOXP2","Oligo","HAvYA",0.139107091886796,0.511852905187066,0.998263694715803
"SREBF1","Oligo","HAvYA",-0.0985869318002024,0.531840096854034,0.998263694715803
"SREBF2","Oligo","HAvYA",-0.0741688022124573,0.650429657747416,0.998263694715803
"THAP1","Oligo","HAvYA",-0.0302446526429201,0.896323448072672,0.998263694715803
"KLF5","Oligo","HAvYA",-0.00243931953362375,0.990774939714443,0.998263694715803
"DMRT3","Oligo","HAvYA",-0.0067516330333949,0.959595780200472,0.998263694715803
"FOXG1","Oligo","HAvYA",0.0433169390077098,0.663865725678735,0.998263694715803
"LBX1","Oligo","HAvYA",0.103525749901888,0.615903603496463,0.998263694715803
"NFATC3","Oligo","HAvYA",0.0959830466347746,0.737161941993987,0.998263694715803
"POU6F1","Oligo","HAvYA",0.0914857210133393,0.602217322153529,0.998263694715803
"SHOX","Oligo","HAvYA",0.117198537684674,0.589388236624722,0.998263694715803
"ALX3","Oligo","HAvYA",0.119352222149814,0.612528447456949,0.998263694715803
"BARHL2","Oligo","HAvYA",0.0208186092643322,0.865674490714208,0.998263694715803
"BHLHE41","Oligo","HAvYA",0.124777791517709,0.193043522529702,0.998263694715803
"CENPB","Oligo","HAvYA",-0.034883612748517,0.689467576349881,0.998263694715803
"CREB3","Oligo","HAvYA",0.00322156994631009,0.972060393202114,0.998263694715803
"DBP","Oligo","HAvYA",-0.000912175461267872,0.994726503039682,0.998263694715803
"ELF4","Oligo","HAvYA",-0.18329081256804,0.14189485449164,0.998263694715803
"ELF5","Oligo","HAvYA",-0.00701994601933431,0.970886249137432,0.998263694715803
"EN1","Oligo","HAvYA",0.0432944199558623,0.771570619936715,0.998263694715803
"EN2","Oligo","HAvYA",0.0971189425832658,0.59288923331077,0.998263694715803
"ESX1","Oligo","HAvYA",0.101590914810481,0.592263097007078,0.998263694715803
"ETV6","Oligo","HAvYA",-0.0395264109708369,0.812635472692546,0.998263694715803
"FLI1","Oligo","HAvYA",-0.1601215222649,0.101738065033486,0.998263694715803
"FOXI1","Oligo","HAvYA",0.118047658390397,0.451738357430794,0.998263694715803
"FOXL1","Oligo","HAvYA",0.118047658390397,0.451738357430794,0.998263694715803
"FOXO3","Oligo","HAvYA",0.0433169390077098,0.663865725678735,0.998263694715803
"GCM1","Oligo","HAvYA",-0.0514642086049282,0.753312383809708,0.998263694715803
"GRHL1","Oligo","HAvYA",0.0626747695427279,0.730882183884647,0.998263694715803
"GSC","Oligo","HAvYA",0.052940634847098,0.721886885225521,0.998263694715803
"HEY2","Oligo","HAvYA",0.0212138216584554,0.80325293149528,0.998263694715803
"HINFP","Oligo","HAvYA",-0.0794256164204726,0.720246640493569,0.998263694715803
"HNF1A","Oligo","HAvYA",0.0261512272995897,0.894298038314407,0.998263694715803
"HNF1B","Oligo","HAvYA",0.0323795612415444,0.873495281002732,0.998263694715803
"HOXC11","Oligo","HAvYA",0.00284586739338227,0.982512069378233,0.998263694715803
"HSF1","Oligo","HAvYA",0.118046237270537,0.533605680932938,0.998263694715803
"IRF8","Oligo","HAvYA",0.123954236508085,0.655631578415125,0.998263694715803
"IRF9","Oligo","HAvYA",0.152514268943391,0.577336231769203,0.998263694715803
"ISX","Oligo","HAvYA",0.117198537684674,0.589388236624722,0.998263694715803
"JDP2","Oligo","HAvYA",0.141356531217451,0.498997325964372,0.998263694715803
"JDP2(var.2)","Oligo","HAvYA",-0.0787889687411088,0.500906438836346,0.998263694715803
"KLF13","Oligo","HAvYA",-0.119638617457434,0.384332751682796,0.998263694715803
"LHX6","Oligo","HAvYA",0.0939422760779717,0.609034808159738,0.998263694715803
"MEF2B","Oligo","HAvYA",-0.0137266110267851,0.936037939483987,0.998263694715803
"MEOX1","Oligo","HAvYA",0.0903565899505363,0.682799380786945,0.998263694715803
"MIXL1","Oligo","HAvYA",0.118760971434573,0.596227076507238,0.998263694715803
"MLX","Oligo","HAvYA",0.134475776545296,0.142160672142364,0.998263694715803
"MLXIPL","Oligo","HAvYA",0.136700683431209,0.152460929266263,0.998263694715803
"MSC","Oligo","HAvYA",-0.0882677487215356,0.618747598560962,0.998263694715803
"MSX1","Oligo","HAvYA",0.064823033592272,0.717855003553046,0.998263694715803
"MYF6","Oligo","HAvYA",-0.0683267047046695,0.673389401222501,0.998263694715803
"NEUROD2","Oligo","HAvYA",0.0147029674283516,0.906461308973923,0.998263694715803
"NEUROG2","Oligo","HAvYA",-0.0119969878677752,0.922576955604634,0.998263694715803
"NFIA","Oligo","HAvYA",0.187280940903658,0.481149776705998,0.998263694715803
"NFIX","Oligo","HAvYA",0.166685733150508,0.464888221503157,0.998263694715803
"NHLH1","Oligo","HAvYA",-0.0818371787774065,0.657756349532511,0.998263694715803
"NKX2-3","Oligo","HAvYA",0.0153948216882041,0.942552986522665,0.998263694715803
"NKX2-8","Oligo","HAvYA",0.0380432412042659,0.854799723691147,0.998263694715803
"NKX6-1","Oligo","HAvYA",0.102347638234098,0.642472748666635,0.998263694715803
"NKX6-2","Oligo","HAvYA",0.102347638234098,0.642472748666635,0.998263694715803
"OLIG2","Oligo","HAvYA",0.00575397748767909,0.972576536164055,0.998263694715803
"PAX4","Oligo","HAvYA",0.0988055483681994,0.613462551886482,0.998263694715803
"PAX7","Oligo","HAvYA",0.0434766637800822,0.725061450809387,0.998263694715803
"POU4F2","Oligo","HAvYA",0.0480145136902598,0.843807499025079,0.998263694715803
"SP4","Oligo","HAvYA",-0.113592538243364,0.585127928833408,0.998263694715803
"SPDEF","Oligo","HAvYA",-0.138647840153154,0.0612292015559312,0.998263694715803
"SPIC","Oligo","HAvYA",0.201946103900137,0.522915079878767,0.998263694715803
"SRF","Oligo","HAvYA",0.0187356029841592,0.882057893967015,0.998263694715803
"TBXT","Oligo","HAvYA",-0.0597341818617447,0.662730008347056,0.998263694715803
"TBX2","Oligo","HAvYA",-0.0275677145956938,0.888139980706245,0.998263694715803
"TBX20","Oligo","HAvYA",-0.040742781687388,0.835749626524427,0.998263694715803
"TBX21","Oligo","HAvYA",-0.044496238651803,0.801938693710364,0.998263694715803
"TFAP4","Oligo","HAvYA",-0.0648681125624906,0.684238117745046,0.998263694715803
"TFCP2","Oligo","HAvYA",0.0222286355821409,0.873745740781486,0.998263694715803
"TFEB","Oligo","HAvYA",0.159763987159983,0.155141436872549,0.998263694715803
"ZBTB7B","Oligo","HAvYA",-0.0830874437376578,0.682325021224767,0.998263694715803
"ZBTB7C","Oligo","HAvYA",-0.0955672849185155,0.620027344838977,0.998263694715803
"ZIC1","Oligo","HAvYA",-0.0364280015334102,0.862799664046733,0.998263694715803
"ZIC3","Oligo","HAvYA",-0.0146022331647609,0.945994545423394,0.998263694715803
"ZBTB18","Oligo","HAvYA",-0.175088794669892,0.178405528559232,0.998263694715803
"LBX2","Oligo","HAvYA",0.0859623096467114,0.681703863922542,0.998263694715803
"MEOX2","Oligo","HAvYA",0.0565312293165116,0.811749835903688,0.998263694715803
"MNX1","Oligo","HAvYA",0.118821876375068,0.656681675739249,0.998263694715803
"MSX2","Oligo","HAvYA",0.064823033592272,0.717855003553046,0.998263694715803
"NOTO","Oligo","HAvYA",0.107455599940406,0.598488346449574,0.998263694715803
"OTX1","Oligo","HAvYA",0.0247496831756828,0.857850286018988,0.998263694715803
"PDX1","Oligo","HAvYA",0.0860449608264297,0.632261860561624,0.998263694715803
"PHOX2A","Oligo","HAvYA",0.100464000104278,0.693854990175895,0.998263694715803
"PITX3","Oligo","HAvYA",0.0178584874360381,0.914020969837966,0.998263694715803
"PROP1","Oligo","HAvYA",0.103260873035064,0.686139258712886,0.998263694715803
"PRRX1","Oligo","HAvYA",0.117198537684674,0.589388236624722,0.998263694715803
"RAX2","Oligo","HAvYA",0.117198537684674,0.589388236624722,0.998263694715803
"RAX","Oligo","HAvYA",0.0696276703444459,0.703539316977475,0.998263694715803
"RHOXF1","Oligo","HAvYA",-0.0378067893790097,0.720897574775128,0.998263694715803
"UNCX","Oligo","HAvYA",0.108980646338092,0.651453277644803,0.998263694715803
"VAX1","Oligo","HAvYA",0.09834117719681,0.638038214603957,0.998263694715803
"VAX2","Oligo","HAvYA",0.09834117719681,0.638038214603957,0.998263694715803
"VENTX","Oligo","HAvYA",0.00152089582325776,0.987678820774389,0.998263694715803
"VSX1","Oligo","HAvYA",0.0809471402685977,0.637038088817475,0.998263694715803
"VSX2","Oligo","HAvYA",0.0809471402685977,0.637038088817475,0.998263694715803
"ESR1","Oligo","HAvYA",-0.121434278801337,0.257982300784743,0.998263694715803
"ESRRB","Oligo","HAvYA",-0.00337977469387085,0.984814695521129,0.998263694715803
"NR2F1","Oligo","HAvYA",-0.0988318321546913,0.351778671708257,0.998263694715803
"NR3C1","Oligo","HAvYA",0.0630706817278189,0.764775043224717,0.998263694715803
"NR3C2","Oligo","HAvYA",0.0583554237251039,0.786043785820458,0.998263694715803
"RARA","Oligo","HAvYA",-0.055698912787885,0.59918039289297,0.998263694715803
"RARA(var.2)","Oligo","HAvYA",-0.042629727501039,0.801437582236341,0.998263694715803
"BCL6B","Oligo","HAvYA",0.0824314304978475,0.710271604016183,0.998263694715803
"EGR2","Oligo","HAvYA",-0.0518131908348261,0.824881642489975,0.998263694715803
"EGR3","Oligo","HAvYA",-0.0499609704630695,0.832153581954265,0.998263694715803
"EGR4","Oligo","HAvYA",-0.0322963059722788,0.885521350325216,0.998263694715803
"GLIS1","Oligo","HAvYA",-0.0240599754218989,0.873389039402879,0.998263694715803
"GLIS2","Oligo","HAvYA",0.00300407429673127,0.986191678777656,0.998263694715803
"GLIS3","Oligo","HAvYA",-0.0704633344514173,0.670165217650783,0.998263694715803
"HIC2","Oligo","HAvYA",-0.0593217892313297,0.736881533527231,0.998263694715803
"KLF14","Oligo","HAvYA",-0.147688413844151,0.471047862825651,0.998263694715803
"KLF16","Oligo","HAvYA",-0.00782305852239318,0.97200788545843,0.998263694715803
"SP8","Oligo","HAvYA",-0.0524552186144954,0.799347419544991,0.998263694715803
"ZBED1","Oligo","HAvYA",-0.00324258771454128,0.953348461936883,0.998263694715803
"ZIC4","Oligo","HAvYA",-0.0279248854277406,0.887947656970569,0.998263694715803
"ZNF143","Oligo","HAvYA",-0.0354092621941299,0.78526635337382,0.998263694715803
"ZNF410","Oligo","HAvYA",-0.0082960286781491,0.955589738804889,0.998263694715803
"CUX1","Oligo","HAvYA",-0.00981814012579948,0.92462249011449,0.998263694715803
"CUX2","Oligo","HAvYA",0.024113658984581,0.782433189452822,0.998263694715803
"ONECUT2","Oligo","HAvYA",0.0964055622635666,0.553120945069694,0.998263694715803
"ONECUT3","Oligo","HAvYA",0.082662975710124,0.646549151840022,0.998263694715803
"E2F7","Oligo","HAvYA",0.0669479682029427,0.668805339674293,0.998263694715803
"ELK3","Oligo","HAvYA",-0.239616826538138,0.0275501810302818,0.998263694715803
"ERF","Oligo","HAvYA",-0.159299585266709,0.10001734250604,0.998263694715803
"ERG","Oligo","HAvYA",-0.143705676675651,0.154800218649157,0.998263694715803
"ETS1","Oligo","HAvYA",-0.151109664232971,0.15112200977884,0.998263694715803
"ETV2","Oligo","HAvYA",-0.0782931985071934,0.5259362604649,0.998263694715803
"ETV3","Oligo","HAvYA",-0.22358464919127,0.0388339880030259,0.998263694715803
"FEV","Oligo","HAvYA",-0.219061938546728,0.0273941676315095,0.998263694715803
"GCM2","Oligo","HAvYA",-0.0498032929440542,0.740649086281162,0.998263694715803
"LEF1","Oligo","HAvYA",0.169639864338159,0.476268708543414,0.998263694715803
"HSF2","Oligo","HAvYA",0.126511270768971,0.547422393923633,0.998263694715803
"HSF4","Oligo","HAvYA",0.095253198279602,0.639747136408153,0.998263694715803
"IRF7","Oligo","HAvYA",0.176779009475779,0.584069065250173,0.998263694715803
"MEF2D","Oligo","HAvYA",0.0148636223673277,0.94106285563593,0.998263694715803
"MEIS1","Oligo","HAvYA",-0.0185910826510949,0.909110648953774,0.998263694715803
"MEIS2","Oligo","HAvYA",-0.0525770327078537,0.734397780903539,0.998263694715803
"MEIS3","Oligo","HAvYA",-0.0320858578942261,0.861865428269213,0.998263694715803
"MYBL1","Oligo","HAvYA",0.0105381412051119,0.912230755384838,0.998263694715803
"MYBL2","Oligo","HAvYA",0.0378240892531244,0.707252322418417,0.998263694715803
"NFKB1","Oligo","HAvYA",-0.0402071388066024,0.748027941080567,0.998263694715803
"NFKB2","Oligo","HAvYA",-0.0547094124956702,0.709868587737888,0.998263694715803
"PAX1","Oligo","HAvYA",-0.0614840330908609,0.622038695905623,0.998263694715803
"PAX3","Oligo","HAvYA",0.0344076653368864,0.799829939290287,0.998263694715803
"PAX9","Oligo","HAvYA",-0.0579392557647013,0.597197353340028,0.998263694715803
"PKNOX2","Oligo","HAvYA",-0.0785172981090737,0.648842906211737,0.998263694715803
"POU1F1","Oligo","HAvYA",0.0594209330718601,0.819608854105986,0.998263694715803
"POU2F1","Oligo","HAvYA",0.0802810009442982,0.739503685846879,0.998263694715803
"POU3F1","Oligo","HAvYA",0.0743682612853992,0.767636813848171,0.998263694715803
"POU3F2","Oligo","HAvYA",0.065154829563372,0.800519045980045,0.998263694715803
"POU3F3","Oligo","HAvYA",0.0770430019200538,0.766299564174657,0.998263694715803
"POU3F4","Oligo","HAvYA",0.0405528001270694,0.844931942449801,0.998263694715803
"POU4F1","Oligo","HAvYA",0.0366811470019901,0.866665740714568,0.998263694715803
"POU4F3","Oligo","HAvYA",0.0444940432551526,0.840838100361405,0.998263694715803
"POU5F1B","Oligo","HAvYA",0.0651882687930011,0.765151653599089,0.998263694715803
"POU6F2","Oligo","HAvYA",0.0884706088119942,0.709362993328506,0.998263694715803
"PROX1","Oligo","HAvYA",0.00602162100086645,0.966517640191253,0.998263694715803
"RFX2","Oligo","HAvYA",-0.00227100992714813,0.992582425697632,0.998263694715803
"SMAD3","Oligo","HAvYA",-0.0300460815466059,0.797053255668413,0.998263694715803
"TGIF1","Oligo","HAvYA",-0.0454900641414146,0.786529085439592,0.998263694715803
"TGIF2","Oligo","HAvYA",-0.038773786006396,0.811996637266308,0.998263694715803
"RFX4","Oligo","HAvYA",-0.0127993171947769,0.959950235282884,0.998263694715803
"RFX5","Oligo","HAvYA",0.0179515290269849,0.945393902236831,0.998263694715803
"RUNX2","Oligo","HAvYA",0.0234004148563312,0.880477740279561,0.998263694715803
"EOMES","Oligo","HAvYA",-0.0174339979440271,0.933086589870429,0.998263694715803
"MGA","Oligo","HAvYA",-0.116719976278331,0.43488736446239,0.998263694715803
"TBR1","Oligo","HAvYA",-0.0529689892804616,0.784194558001109,0.998263694715803
"TBX15","Oligo","HAvYA",-0.116719976278331,0.43488736446239,0.998263694715803
"TBX19","Oligo","HAvYA",-0.0227320084282704,0.870203201698307,0.998263694715803
"TBX1","Oligo","HAvYA",-0.0835712026209284,0.578959348841142,0.998263694715803
"TBX4","Oligo","HAvYA",-0.102205946385666,0.436494944272532,0.998263694715803
"TBX5","Oligo","HAvYA",-0.102205946385666,0.436494944272532,0.998263694715803
"TEAD3","Oligo","HAvYA",-0.0128133686874553,0.957699948297376,0.998263694715803
"TFAP2A(var.2)","Oligo","HAvYA",0.0111505350779167,0.963923744327794,0.998263694715803
"TFAP2B","Oligo","HAvYA",0.017688512668618,0.942960908389937,0.998263694715803
"TFAP2B(var.2)","Oligo","HAvYA",0.0122687017515355,0.956191058200688,0.998263694715803
"TFAP2B(var.3)","Oligo","HAvYA",0.00403963578721511,0.985699828628729,0.998263694715803
"TFAP2C","Oligo","HAvYA",0.0215652302531065,0.93095215923324,0.998263694715803
"TFAP2C(var.3)","Oligo","HAvYA",0.013027574486472,0.955873444222531,0.998263694715803
"BHLHE40","Oligo","HAvYA",0.0870193150875509,0.2788973085744,0.998263694715803
"BHLHE23","Oligo","HAvYA",-0.0121441847480461,0.938143196280332,0.998263694715803
"BHLHE22","Oligo","HAvYA",-0.0222004235092838,0.882011384625708,0.998263694715803
"CLOCK","Oligo","HAvYA",0.000660982014275058,0.993962130857529,0.998263694715803
"FIGLA","Oligo","HAvYA",-0.0964550944857001,0.540808656203116,0.998263694715803
"HES5","Oligo","HAvYA",-0.0610384951747945,0.578037805311445,0.998263694715803
"HES7","Oligo","HAvYA",-0.0414365979124666,0.690331048744619,0.998263694715803
"HEY1","Oligo","HAvYA",0.0266228316729351,0.783736606791393,0.998263694715803
"MAX","Oligo","HAvYA",0.0145832439488463,0.893568500232086,0.998263694715803
"MNT","Oligo","HAvYA",0.0221514549368445,0.827017697263782,0.998263694715803
"OLIG1","Oligo","HAvYA",0.00206895813356414,0.989046599677688,0.998263694715803
"OLIG3","Oligo","HAvYA",-0.0122719476260403,0.94494306882407,0.998263694715803
"SREBF2(var.2)","Oligo","HAvYA",0.0878688040535548,0.303191359034398,0.998263694715803
"ATF7","Oligo","HAvYA",-0.0615786060965078,0.494633631052581,0.998263694715803
"CEBPB","Oligo","HAvYA",0.0668584347689813,0.658149495304119,0.998263694715803
"CEBPE","Oligo","HAvYA",0.0663709142338458,0.666294372306963,0.998263694715803
"CEBPG","Oligo","HAvYA",0.0337876258784832,0.776033830853626,0.998263694715803
"CREB3L1","Oligo","HAvYA",-0.0235970045564057,0.864315172962098,0.998263694715803
"NFE2","Oligo","HAvYA",0.128423809235168,0.529209718812557,0.998263694715803
"TEF","Oligo","HAvYA",0.0186663843245035,0.900116106080205,0.998263694715803
"XBP1","Oligo","HAvYA",-0.0661666736955145,0.564682679689877,0.998263694715803
"FOXB1","Oligo","HAvYA",0.0247314092980724,0.901678405942353,0.998263694715803
"FOXC1","Oligo","HAvYA",0.0858673071227932,0.698626962537143,0.998263694715803
"FOXC2","Oligo","HAvYA",0.0829383406763987,0.697938535048529,0.998263694715803
"FOXO4","Oligo","HAvYA",0.118047658390397,0.451738357430794,0.998263694715803
"FOXO6","Oligo","HAvYA",0.118047658390397,0.451738357430794,0.998263694715803
"FOXP3","Oligo","HAvYA",0.118047658390397,0.451738357430794,0.998263694715803
"RXRB","Oligo","HAvYA",-0.0548102685321036,0.722852436675647,0.998263694715803
"RXRG","Oligo","HAvYA",-0.0335004872523573,0.82146487948434,0.998263694715803
"TP63","Oligo","HAvYA",-0.0310047994740096,0.797840160764973,0.998263694715803
"TP53","Oligo","HAvYA",-0.00385790082918785,0.97896417839259,0.998263694715803
"TP73","Oligo","HAvYA",-0.0320703353165424,0.76821114686506,0.998263694715803
"GMEB2","Oligo","HAvYA",0.0102972482265587,0.904182568092008,0.998263694715803
"MTF1","Oligo","HAvYA",-0.0330699668096276,0.851364406273651,0.998263694715803
"E2F1","Oligo","HAvYA",-0.0262103189920518,0.682599234961392,0.998263694715803
"E2F8","Oligo","HAvYA",0.0409135122617179,0.836604736960986,0.998263694715803
"SOX21","Oligo","HAvYA",0.0082405211800875,0.957736449073835,0.998263694715803
"TFAP2A(var.3)","Oligo","HAvYA",0.00657142938416833,0.977623549186837,0.998263694715803
"ELK1","Oligo","HAvYA",-0.272270368820611,0.0149751631899015,0.998263694715803
"HOXD12","Oligo","HAvYA",-0.00945368306591637,0.934713410530313,0.998263694715803
"BARX1","Oligo","HAvYA",0.0416896090147707,0.779037373657978,0.998263694715803
"BSX","Oligo","HAvYA",0.0736471087152125,0.694227958235256,0.998263694715803
"DLX6","Oligo","HAvYA",0.0771527181974739,0.622331539491108,0.998263694715803
"DUXA","Oligo","HAvYA",0.0264974361798188,0.90460812255969,0.998263694715803
"EMX2","Oligo","HAvYA",0.0782072731480118,0.676148847103221,0.998263694715803
"EVX1","Oligo","HAvYA",0.000799994571254015,0.996238376922871,0.998263694715803
"EVX2","Oligo","HAvYA",0.0379332213116794,0.834172660112356,0.998263694715803
"GBX1","Oligo","HAvYA",0.0531849266775104,0.76540395518028,0.998263694715803
"GBX2","Oligo","HAvYA",0.0853712396064678,0.698399033765157,0.998263694715803
"GSC2","Oligo","HAvYA",0.0195671834114212,0.914510752511195,0.998263694715803
"GSX1","Oligo","HAvYA",0.125158702148356,0.60298503930057,0.998263694715803
"HESX1","Oligo","HAvYA",0.0399496004958109,0.819131721513686,0.998263694715803
"HMBOX1","Oligo","HAvYA",-0.0179916811025309,0.900637044084408,0.998263694715803
"HOXA10","Oligo","HAvYA",0.078064322424815,0.747750107937821,0.998263694715803
"HOXB3","Oligo","HAvYA",0.130915220816901,0.583040767548393,0.998263694715803
"HOXC10","Oligo","HAvYA",0.00254071815901646,0.988203773106849,0.998263694715803
"HOXC12","Oligo","HAvYA",0.0232776920691806,0.864115493173045,0.998263694715803
"HOXC13","Oligo","HAvYA",0.04057122402862,0.801495408348203,0.998263694715803
"HOXD11","Oligo","HAvYA",0.00349200069323974,0.982876655712465,0.998263694715803
"ISL2","Oligo","HAvYA",0.107638381517235,0.623651480988593,0.998263694715803
"FOXK1","Oligo","HAvYA",0.104722433435235,0.52141256684654,0.998263694715803
