"tf","celltype","contrast","dz","p","padj"
"ZNF682","Astro","ADvHA",0.476147685551881,0.000126096520348171,0.000979209507336607
"ZNF684","Astro","ADvHA",0.429547296334605,0.000323640928774527,0.00166556673101037
"ZNF75D","Astro","ADvHA",0.366673481323279,0.00527875339157965,0.011101165770332
"ZSCAN29","Astro","ADvHA",0.299200527120234,0.00131539762728097,0.00408160146112183
"ASCL1","Astro","ADvHA",0.73138312115391,4.34852236732197e-06,0.000229384554876234
"ATF3","Astro","ADvHA",-0.133570705641445,0.517947676837313,0.582346144650122
"BARHL1","Astro","ADvHA",0.0446013324290995,0.208857594768756,0.270248046138343
"BATF::JUN","Astro","ADvHA",0.633320991944631,0.445594771495285,0.519450258483454
"BCL6","Astro","ADvHA",0.359849097038541,0.00463255885786256,0.0102425098974724
"CDX1","Astro","ADvHA",0.37511033729769,0.0001669598316282,0.00111247972021738
"E2F2","Astro","ADvHA",-0.0631928965904203,0.237077388390183,0.302560457360859
"E2F3","Astro","ADvHA",0.0910026883585283,0.0336441614626246,0.0536105713249886
"E2F4","Astro","ADvHA",-0.010162425511603,0.790391031775542,0.820192660842488
"EMX1","Astro","ADvHA",-0.114289335868759,0.350036636122777,0.426390342500099
"FOXD2","Astro","ADvHA",0.340219304509529,0.000159656966059265,0.00111247972021738
"GATA5","Astro","ADvHA",0.37897057020241,0.00152484916630756,0.00455296944468248
"GFI1","Astro","ADvHA",0.358064131601948,7.27676278807103e-05,0.000667563890557821
"GLI2","Astro","ADvHA",0.411482625514424,0.000657118890341497,0.00264940291456158
"GSX2","Astro","ADvHA",-0.114289335868759,0.350036636122777,0.426390342500099
"HES1","Astro","ADvHA",0.141172491892077,0.135818485725135,0.184096577010728
"HES2","Astro","ADvHA",0.121532067801223,0.159695800444481,0.213264644897376
"HOXA13","Astro","ADvHA",0.313590791848448,0.00122943162670176,0.00391070462161916
"HOXA2","Astro","ADvHA",-0.0661217538383321,0.542127403419108,0.600992375419082
"HOXA5","Astro","ADvHA",0.00729977058505549,0.927339222487151,0.934722496551539
"HOXA9","Astro","ADvHA",0.0494913121177991,0.195253620465735,0.25431181431031
"HOXB2","Astro","ADvHA",-0.114289335868759,0.350036636122777,0.426390342500099
"HOXB5","Astro","ADvHA",0.00729977058505549,0.927339222487151,0.934722496551539
"HOXC9","Astro","ADvHA",0.191591700717189,0.00797369817572409,0.0155782436581276
"HOXD13","Astro","ADvHA",0.3248757497631,6.31144789451779e-05,0.0006550170587188
"HOXD3","Astro","ADvHA",-0.114289335868759,0.350036636122777,0.426390342500099
"HOXD8","Astro","ADvHA",0.114974046016112,0.0439613560622772,0.0662105348425846
"HOXD9","Astro","ADvHA",0.265567043240698,0.00865520900319824,0.0166022645424984
"JUNB(var.2)","Astro","ADvHA",-0.224756773266822,0.221384884402926,0.283677392362453
"LHX9","Astro","ADvHA",-0.0853585129360286,0.583221698105306,0.635420541997691
"LMX1A","Astro","ADvHA",0.108738846560933,0.311017350962999,0.385271982699762
"LMX1B","Astro","ADvHA",0.134826116555826,0.331061354332108,0.407707854654134
"NEUROG1","Astro","ADvHA",0.283682907820217,0.0036495478255032,0.00868482621632904
"NRL","Astro","ADvHA",0.392361259141255,0.000541611492052355,0.00241436672161367
"PITX1","Astro","ADvHA",0.22269047605492,0.00786757463005986,0.0155145630555386
"PRRX2","Astro","ADvHA",-0.0853585129360286,0.583221698105306,0.635420541997691
"SOX4","Astro","ADvHA",0.520334712982481,1.54906983457419e-05,0.000423986877315771
"SOX8","Astro","ADvHA",0.513232832117326,0.000166188232221176,0.00111247972021738
"SP1","Astro","ADvHA",0.206392976406964,0.0864712930009529,0.121485347994646
"SP2","Astro","ADvHA",0.241477349383476,0.0237237909038777,0.0387040196962747
"SP3","Astro","ADvHA",0.261419444144004,0.01675891123181,0.0291439307959773
"TCFL5","Astro","ADvHA",0.138189631203996,0.25799492228836,0.326621571617064
"TFEC","Astro","ADvHA",0.0701880001280607,0.536489368159871,0.597575247313649
"ZNF740","Astro","ADvHA",0.289025855282701,0.0058081176308868,0.0120542244601683
"ASCL1(var.2)","Astro","ADvHA",0.705767786773868,0.00020207826641647,0.00125407394746691
"ATF2","Astro","ADvHA",0.201737950305933,0.259065551800082,0.327322343891122
"BACH1","Astro","ADvHA",0.639430035656202,0.304397777279024,0.378088276794326
"BATF","Astro","ADvHA",0.636100065768458,0.44437666332228,0.518986029304434
"BHLHE22(var.2)","Astro","ADvHA",0.728581796568246,2.70592400625579e-05,0.000423986877315771
"CEBPG(var.2)","Astro","ADvHA",0.383135992963507,0.0244302389533207,0.0396521570703897
"EBF3","Astro","ADvHA",0.369707097320355,0.00111019407569533,0.00374433405503014
"HAND2","Astro","ADvHA",0.619959774630292,0.000208676923881551,0.00128245138657302
"MEIS1(var.2)","Astro","ADvHA",0.289155462847305,0.00116030243643177,0.00378730120443476
"MEIS2(var.2)","Astro","ADvHA",0.413277859581442,0.000274109188478157,0.00150879231571021
"MYF5","Astro","ADvHA",0.711673133232079,3.03472167951449e-05,0.000429059755201162
"NEUROG2(var.2)","Astro","ADvHA",0.648162228357499,0.000172618626289081,0.00113551973017896
"NFIB","Astro","ADvHA",0.550463380834302,0.0130898409454715,0.023878585932229
"NFYC","Astro","ADvHA",-0.0673468922870186,0.429957899217765,0.506918414560204
"NKX2-2","Astro","ADvHA",0.42043178168269,0.000348362689292274,0.00176410865857608
"OSR2","Astro","ADvHA",0.574911110263475,3.33474820475824e-05,0.000442421117365002
"PRDM4","Astro","ADvHA",0.500239385596424,3.83932391242392e-05,0.00046736385318545
"TCF12(var.2)","Astro","ADvHA",0.645829435473862,0.000969437430084892,0.00350688399767422
"ZBTB12","Astro","ADvHA",0.393804903947928,0.000428635027395173,0.00200982201734181
"ZBTB14","Astro","ADvHA",0.284573506409684,0.0177390928824507,0.0305963100670062
"ZFP42","Astro","ADvHA",-0.0188794717971169,0.787763834535123,0.819780404204134
"ZKSCAN5","Astro","ADvHA",0.433152871005928,0.00179655140866312,0.00512259928686377
"ZNF148","Astro","ADvHA",0.284358571573457,0.00171729168589147,0.0050094268993977
"ZNF16","Astro","ADvHA",0.483127371685573,0.000269286077769036,0.00150879231571021
"ZNF341","Astro","ADvHA",0.424761883329932,0.000200269986957415,0.00125407394746691
"ZNF449","Astro","ADvHA",0.435599537855432,2.22033528368642e-05,0.000423986877315771
"ZNF652","Astro","ADvHA",0.12398808463022,0.132705194452278,0.180262635382601
"FOXA3","Astro","ADvHA",0.429261316820908,7.13844499551703e-07,0.000144421392409674
"ATF4","Astro","ADvHA",0.333343436301724,0.0516109351165467,0.0765098874210166
"BATF3","Astro","ADvHA",0.632308082404938,0.425341759511038,0.504197254251848
"CDX2","Astro","ADvHA",0.379087739573465,9.65830222669168e-05,0.000804434909144188
"CEBPA","Astro","ADvHA",0.429992472490935,0.0144085409644273,0.0255426184027539
"CEBPD","Astro","ADvHA",0.460825624034601,0.0212438584552732,0.0352025193774554
"CREB1","Astro","ADvHA",0.127083279624974,0.521708654747566,0.584993409753227
"CTCFL","Astro","ADvHA",0.267805354038191,0.0419980997128974,0.0639057623035194
"E2F6","Astro","ADvHA",0.360688230579928,0.00143765170787299,0.00438367080771171
"EBF1","Astro","ADvHA",0.47374793483702,0.000466231536373935,0.00213858378641088
"EGR1","Astro","ADvHA",0.3286409585035,0.00418902390729335,0.00967756253035289
"EHF","Astro","ADvHA",0.161156871870539,0.0943863840669622,0.131600398930368
"ELF1","Astro","ADvHA",0.258575772507588,0.00935612044303634,0.0177850577791051
"ELF3","Astro","ADvHA",0.22803020568637,0.0126999361671068,0.0232342762825971
"ESRRA","Astro","ADvHA",0.376719112246486,0.00238710741298281,0.00629599580174217
"ETV1","Astro","ADvHA",0.260242711386343,0.00567766701961083,0.0118612647637414
"ETV4","Astro","ADvHA",0.383074622574992,0.000558442236431818,0.0024548189976482
"ETV5","Astro","ADvHA",-0.191043000251957,0.151927197801908,0.205053126244366
"FOSL1","Astro","ADvHA",0.65648153899657,0.436623966934056,0.512769890666526
"FOXA1","Astro","ADvHA",0.432392496487699,3.17212966722515e-06,0.000182541643577593
"FOXA2","Astro","ADvHA",0.37793807107365,9.09737481745165e-06,0.000335525761317698
"FOXK2","Astro","ADvHA",0.415409839007484,5.57972210562691e-07,0.000144421392409674
"FOXP1","Astro","ADvHA",0.438383398293145,9.12615433868395e-07,0.000144421392409674
"GABPA","Astro","ADvHA",0.224940780018858,0.0196323924520005,0.032789721430386
"GATA1","Astro","ADvHA",0.229999068715308,0.00298598066539108,0.00738330375465841
"GATA4","Astro","ADvHA",0.403417561068246,0.00715018746490152,0.0142329203310776
"GATA6","Astro","ADvHA",0.386291533061801,0.00114290482698694,0.00378730120443476
"GRHL2","Astro","ADvHA",0.32259660074524,0.00301458814226726,0.00742503616363882
"HLF","Astro","ADvHA",0.0968212717019937,0.172857839289038,0.228432175928937
"HNF4A","Astro","ADvHA",0.373195254133743,0.000270660220105594,0.00150879231571021
"HNF4G","Astro","ADvHA",0.393098752842125,0.000151017964635861,0.0010862996774375
"HOXB13","Astro","ADvHA",0.331935857806342,0.00482736077296698,0.0104551724449698
"JUNB","Astro","ADvHA",0.622185155217403,0.417961313241505,0.497085271788546
"JUND","Astro","ADvHA",0.615949575630886,0.428918832465131,0.506918414560204
"KLF4","Astro","ADvHA",0.396823649719112,0.000480467196570794,0.00218802687359218
"KLF9","Astro","ADvHA",0.442783170276145,0.000604051420081534,0.00254909699274407
"LHX2","Astro","ADvHA",0.0617877962354549,0.551724004717892,0.609349540680894
"MAFF","Astro","ADvHA",0.453587782325988,0.00040584623944034,0.00193158398169726
"MAFG","Astro","ADvHA",0.496613940165795,0.000595707989368801,0.00254463483335858
"MAFK","Astro","ADvHA",0.484592619648865,0.185689087635296,0.243861395172494
"MEF2A","Astro","ADvHA",0.439509673640569,0.00246294404337582,0.00644118196359594
"MITF","Astro","ADvHA",0.0332422011686908,0.788698682717721,0.819780404204134
"MXI1","Astro","ADvHA",0.496666077045258,6.75266071803496e-05,0.000663492652604412
"MYOD1","Astro","ADvHA",0.662082485149781,0.000425000290907025,0.00200765062794139
"MYOG","Astro","ADvHA",0.714651346936416,9.54101690950801e-06,0.000335525761317698
"MZF1","Astro","ADvHA",0.359802057778821,0.00143287480158433,0.00438367080771171
"NFE2L1","Astro","ADvHA",0.622014995374492,0.215530777633498,0.276736272296155
"NFIL3","Astro","ADvHA",0.13483585797852,0.0644114080345278,0.0928756749108339
"NFYB","Astro","ADvHA",0.0924880575260149,0.179045082183408,0.235624817093758
"NKX2-5","Astro","ADvHA",0.283394150237027,0.000645986591844024,0.00264018732555505
"NR4A1","Astro","ADvHA",0.436410936611781,9.0586111318388e-05,0.000788334499149257
"ONECUT1","Astro","ADvHA",0.341675163576379,0.00144044791153876,0.00438367080771171
"OTX2","Astro","ADvHA",0.213270080555235,0.0155475561618276,0.0274139360736403
"PBX2","Astro","ADvHA",0.444983989846671,0.000126848624963036,0.000979209507336607
"PHOX2B","Astro","ADvHA",0.339889774790525,0.0047042611492579,0.0103037969116964
"PKNOX1","Astro","ADvHA",0.486646663920521,0.000642428330502974,0.00264018732555505
"POU2F3","Astro","ADvHA",0.365847634308816,0.00454751675475286,0.0101716540839525
"PRDM1","Astro","ADvHA",0.391190293597289,0.00377527954066479,0.0088838362425309
"RFX1","Astro","ADvHA",0.498749735835768,0.0337077525866437,0.0536105713249886
"RFX3","Astro","ADvHA",0.463311481247833,0.0363376075132447,0.057076192446362
"RUNX3","Astro","ADvHA",0.257518246394336,0.0010172065750497,0.00361736944947449
"SCRT1","Astro","ADvHA",0.418110554924381,9.23176165441179e-05,0.000788334499149257
"SCRT2","Astro","ADvHA",0.395577202765126,2.56961258457011e-05,0.000423986877315771
"SNAI2","Astro","ADvHA",0.513108095304214,0.0046227486347559,0.0102425098974724
"SOX2","Astro","ADvHA",0.383317653837258,0.000844121517179451,0.00316170958801534
"SPI1","Astro","ADvHA",0.324864205754347,0.00291456016762172,0.00729216041938558
"SPIB","Astro","ADvHA",0.231740036985734,0.00802177031687846,0.0156100640586249
"SREBF1(var.2)","Astro","ADvHA",0.139823752900387,0.0700017115322694,0.100025018961459
"TCF3","Astro","ADvHA",0.646575826641699,0.00108494104459855,0.00373804600159251
"TCF4","Astro","ADvHA",0.68812104030924,0.000653680916842437,0.00264940291456158
"TCF7","Astro","ADvHA",0.289879236200158,0.0156457921817603,0.0274343114987652
"TEAD1","Astro","ADvHA",0.626048060684214,0.00016320142407258,0.00111247972021738
"TEAD4","Astro","ADvHA",0.595774077397027,0.000687644800542393,0.00275493138445148
"TFAP2A","Astro","ADvHA",0.452698623652086,0.000591173290780371,0.00254463483335858
"TFAP2C(var.2)","Astro","ADvHA",0.442733676961585,0.000300515084101294,0.00158654278010875
"TWIST1","Astro","ADvHA",0.663802286788796,6.82975309220198e-05,0.000663492652604412
"USF1","Astro","ADvHA",0.233415070455689,0.172520317270237,0.228432175928937
"USF2","Astro","ADvHA",0.224538905025347,0.192701005634399,0.251504611477473
"YY2","Astro","ADvHA",-0.134894172184144,0.161681220347344,0.215461499957618
"ZNF263","Astro","ADvHA",0.445676955427458,0.000272481060184187,0.00150879231571021
"CREM","Astro","ADvHA",-0.142260504906017,0.440698068037345,0.515641177574195
"FOXF2","Micro","HAvYA",0.00634784523371434,0.966505601631137,0.990555038496084
"FOXD1","Micro","HAvYA",-0.0592602175304265,0.72055630734992,0.989669368953255
"IRF2","Micro","HAvYA",0.228451328238582,0.449752918329652,0.989669368953255
"MZF1(var.2)","Micro","HAvYA",0.166275595434811,0.150130415163855,0.989669368953255
"MAX::MYC","Micro","HAvYA",0.0604287631484977,0.527687709269668,0.989669368953255
"PPARG","Micro","HAvYA",-0.0239337888930762,0.827136136663844,0.989669368953255
"PAX6","Micro","HAvYA",0.0802018910606159,0.28985847358627,0.989669368953255
"PBX1","Micro","HAvYA",0.010752364536943,0.905019440433708,0.989669368953255
"RORA","Micro","HAvYA",0.0472509075492759,0.632190509682569,0.989669368953255
"RORA(var.2)","Micro","HAvYA",0.0235477562879008,0.818751746312984,0.989669368953255
"RREB1","Micro","HAvYA",0.0146438419021366,0.905886628030163,0.989669368953255
"RXRA::VDR","Micro","HAvYA",0.0249650676883595,0.814664929887851,0.989669368953255
"SOX9","Micro","HAvYA",-0.136915029343442,0.591548106181926,0.989669368953255
"SRY","Micro","HAvYA",0.0518964313097306,0.709578909310637,0.989669368953255
"TAL1::TCF3","Micro","HAvYA",-0.1536660431933,0.416330736346807,0.989669368953255
"REL","Micro","HAvYA",0.1670898855721,0.131292364637078,0.989669368953255
"RELA","Micro","HAvYA",0.172173407183496,0.120151254514648,0.989669368953255
"NR1H2::RXRA","Micro","HAvYA",0.120158608280121,0.230014121389107,0.989669368953255
"NFIC::TLX1","Micro","HAvYA",0.082379310804179,0.653762001606887,0.989669368953255
"ZNF354C","Micro","HAvYA",-0.0397726744420381,0.807836421476336,0.989669368953255
"CTCF","Micro","HAvYA",0.00677488307122795,0.971902219496912,0.990555038496084
"EWSR1-FLI1","Micro","HAvYA",0.185224382788633,0.231503803955349,0.989669368953255
"REST","Micro","HAvYA",0.0226867164867119,0.905093810889878,0.989669368953255
"NFATC2","Micro","HAvYA",0.0983429347536998,0.55312284438268,0.989669368953255
"INSM1","Micro","HAvYA",-0.0212983697015429,0.857020645684939,0.989669368953255
"RARA::RXRA","Micro","HAvYA",0.07833310529924,0.521239717096007,0.989669368953255
"NR4A2","Micro","HAvYA",0.0304447013332182,0.732097302769865,0.989669368953255
"PLAG1","Micro","HAvYA",0.0709452066178491,0.43764096571986,0.989669368953255
"ARNT::HIF1A","Micro","HAvYA",0.0256222419744897,0.700023884392352,0.989669368953255
"DUX4","Micro","HAvYA",0.0615767577853905,0.53906849698191,0.989669368953255
"FOS","Micro","HAvYA",0.094781188617083,0.614739617651964,0.989669368953255
"FOSL2","Micro","HAvYA",0.114913637878756,0.521009362501921,0.989669368953255
"FOXH1","Micro","HAvYA",-0.0319434443373343,0.813537961023412,0.989669368953255
"JUN","Micro","HAvYA",-0.156449668818667,0.267106766082168,0.989669368953255
"JUN(var.2)","Micro","HAvYA",0.172157042379975,0.325554421983876,0.989669368953255
"JUND(var.2)","Micro","HAvYA",-0.130017180607333,0.194256863271741,0.989669368953255
"MEF2C","Micro","HAvYA",0.13644597473114,0.656270344012893,0.989669368953255
"MAF::NFE2","Micro","HAvYA",0.031240916017697,0.763188975000398,0.989669368953255
"NR2C2","Micro","HAvYA",0.0942006347760022,0.49373447946879,0.989669368953255
"NRF1","Micro","HAvYA",0.131883527405951,0.50578379856133,0.989669368953255
"POU2F2","Micro","HAvYA",0.044830966152449,0.756372142231272,0.989669368953255
"SMAD2::SMAD3::SMAD4","Micro","HAvYA",-0.0354983444109856,0.862717829493389,0.989669368953255
"STAT1::STAT2","Micro","HAvYA",0.332995978638593,0.539349545896563,0.989669368953255
"TCF7L2","Micro","HAvYA",-0.066089350339742,0.704600318640959,0.989669368953255
"ZBTB33","Micro","HAvYA",0.062478208535241,0.627256712041101,0.989669368953255
"ELK4","Micro","HAvYA",0.154596611052024,0.806612598665476,0.989669368953255
"ESR2","Micro","HAvYA",-0.0557364454901178,0.754440205882092,0.989669368953255
"IRF1","Micro","HAvYA",0.375672546021672,0.475439154914053,0.989669368953255
"STAT1","Micro","HAvYA",0.0252846244788053,0.857156564330917,0.989669368953255
"STAT3","Micro","HAvYA",-0.0917514548258692,0.495249960736539,0.989669368953255
"GATA1::TAL1","Micro","HAvYA",0.064834820224153,0.687482183424027,0.989669368953255
"YY1","Micro","HAvYA",0.0331039726888718,0.804371038857354,0.989669368953255
"FOXP2","Micro","HAvYA",-0.00479639540828494,0.978869833561798,0.990555038496084
"SREBF1","Micro","HAvYA",0.0557720129514985,0.522480871678027,0.989669368953255
"SREBF2","Micro","HAvYA",0.0664895621691626,0.50081179387053,0.989669368953255
"THAP1","Micro","HAvYA",-0.00879334499710227,0.96401758931529,0.990555038496084
"KLF5","Micro","HAvYA",0.023762900356382,0.842455624383312,0.989669368953255
"DMRT3","Micro","HAvYA",-0.0331913593755865,0.63606783022224,0.989669368953255
"FOXG1","Micro","HAvYA",-0.0592602175304265,0.72055630734992,0.989669368953255
"LBX1","Micro","HAvYA",-0.0443691887370042,0.797178305534509,0.989669368953255
"NFATC3","Micro","HAvYA",0.205730584699222,0.212833992508158,0.989669368953255
"POU6F1","Micro","HAvYA",-0.0254195384716281,0.879332341800115,0.989669368953255
"SHOX","Micro","HAvYA",-0.0589862071802929,0.717153774321104,0.989669368953255
"ALX3","Micro","HAvYA",-0.0803140032349908,0.691695839791977,0.989669368953255
"BARHL2","Micro","HAvYA",-0.0314067903558806,0.762680454166999,0.989669368953255
"BHLHE41","Micro","HAvYA",0.0836368983107279,0.530118869619977,0.989669368953255
"CENPB","Micro","HAvYA",0.0213578616342032,0.806235308928096,0.989669368953255
"CREB3","Micro","HAvYA",0.110071938376032,0.370821406209736,0.989669368953255
"DBP","Micro","HAvYA",-0.166705249063537,0.306185853638731,0.989669368953255
"ELF4","Micro","HAvYA",0.253144459233852,0.700783478824838,0.989669368953255
"ELF5","Micro","HAvYA",0.418484599300906,0.645629996897045,0.989669368953255
"EN1","Micro","HAvYA",-0.0419593481121081,0.723132728012997,0.989669368953255
"EN2","Micro","HAvYA",0.00941047428589858,0.949787430359279,0.989669368953255
"ESX1","Micro","HAvYA",-0.0882803348171901,0.582167997792954,0.989669368953255
"ETV6","Micro","HAvYA",0.271278506403078,0.757973411637178,0.989669368953255
"FLI1","Micro","HAvYA",0.189538482762142,0.719727463910825,0.989669368953255
"FOXI1","Micro","HAvYA",-0.0520511558348414,0.799187499220312,0.989669368953255
"FOXL1","Micro","HAvYA",-0.0520511558348414,0.799187499220312,0.989669368953255
"FOXO3","Micro","HAvYA",-0.0592602175304265,0.72055630734992,0.989669368953255
"GCM1","Micro","HAvYA",-0.0229988925531195,0.828163186025769,0.989669368953255
"GRHL1","Micro","HAvYA",0.0657322155217553,0.552105518691261,0.989669368953255
"GSC","Micro","HAvYA",0.0392186716800722,0.757124943869279,0.989669368953255
"HEY2","Micro","HAvYA",0.00394875582551038,0.95493939101379,0.989669368953255
"HINFP","Micro","HAvYA",0.0869045899318481,0.330683078353928,0.989669368953255
"HNF1A","Micro","HAvYA",-0.00844919828849988,0.930971599135793,0.989669368953255
"HNF1B","Micro","HAvYA",0.0142814257711377,0.887301472550075,0.989669368953255
"HOXC11","Micro","HAvYA",0.0419584909959402,0.642734009093307,0.989669368953255
"HSF1","Micro","HAvYA",0.116843701136759,0.33589262498864,0.989669368953255
"IRF8","Micro","HAvYA",0.109103085603035,0.758200431177669,0.989669368953255
"IRF9","Micro","HAvYA",0.194951293564047,0.622923645946019,0.989669368953255
"ISX","Micro","HAvYA",-0.0589862071802929,0.717153774321104,0.989669368953255
"JDP2","Micro","HAvYA",0.144312394429311,0.23264879824641,0.989669368953255
"JDP2(var.2)","Micro","HAvYA",-0.0649668560943564,0.636421031958007,0.989669368953255
"KLF13","Micro","HAvYA",0.0177422395743871,0.887494946017395,0.989669368953255
"LHX6","Micro","HAvYA",-0.00744959470704609,0.955273277141293,0.989669368953255
"MEF2B","Micro","HAvYA",0.0768195266308156,0.761839561124222,0.989669368953255
"MEOX1","Micro","HAvYA",0.0442826175716011,0.747175549153728,0.989669368953255
"MIXL1","Micro","HAvYA",-0.143912226246326,0.477916431134993,0.989669368953255
"MLX","Micro","HAvYA",0.0150948531549934,0.933266013135061,0.989669368953255
"MLXIPL","Micro","HAvYA",0.0404120200137376,0.81938270537758,0.989669368953255
"MSC","Micro","HAvYA",-0.142816128124766,0.454846551569087,0.989669368953255
"MSX1","Micro","HAvYA",-0.0440409279837986,0.734421480877449,0.989669368953255
"MYF6","Micro","HAvYA",-0.0478521495114864,0.746874819379826,0.989669368953255
"NEUROD2","Micro","HAvYA",0.0326282379597511,0.791237834751018,0.989669368953255
"NEUROG2","Micro","HAvYA",-0.0731395319873735,0.465412616713977,0.989669368953255
"NFIA","Micro","HAvYA",0.0349401649433478,0.88223601252965,0.989669368953255
"NFIX","Micro","HAvYA",0.030075937345484,0.877850253667889,0.989669368953255
"NHLH1","Micro","HAvYA",-0.0804505002087915,0.758612610449755,0.989669368953255
"NKX2-3","Micro","HAvYA",0.174092727915667,0.0526062272054322,0.989669368953255
"NKX2-8","Micro","HAvYA",0.134143937933277,0.198538209715761,0.989669368953255
"NKX6-1","Micro","HAvYA",0.0320696406018717,0.810775031242315,0.989669368953255
"NKX6-2","Micro","HAvYA",0.0320696406018717,0.810775031242315,0.989669368953255
"OLIG2","Micro","HAvYA",0.0108272224849106,0.915754346825519,0.989669368953255
"PAX4","Micro","HAvYA",-0.0285784576234279,0.851308648260318,0.989669368953255
"PAX7","Micro","HAvYA",0.0414072811318609,0.614902512265444,0.989669368953255
"POU4F2","Micro","HAvYA",-0.0180492508034243,0.920393309099971,0.989669368953255
"SP4","Micro","HAvYA",0.102899468874119,0.647374934165599,0.989669368953255
"SPDEF","Micro","HAvYA",0.0125275815750323,0.949901305932913,0.989669368953255
"SPIC","Micro","HAvYA",0.640007004090222,0.509378844924205,0.989669368953255
"SRF","Micro","HAvYA",0.0676872577916337,0.292362341862133,0.989669368953255
"TBXT","Micro","HAvYA",-0.047339004193122,0.5535284896361,0.989669368953255
"TBX2","Micro","HAvYA",0.0925552060143526,0.488018874855958,0.989669368953255
"TBX20","Micro","HAvYA",0.0263871852862558,0.799135729647419,0.989669368953255
"TBX21","Micro","HAvYA",-0.0491317509989163,0.5907253145801,0.989669368953255
"TFAP4","Micro","HAvYA",-0.142071685585102,0.436138009716149,0.989669368953255
"TFCP2","Micro","HAvYA",-0.0396438995741587,0.704126672138525,0.989669368953255
"TFEB","Micro","HAvYA",0.122699142070784,0.418664698126555,0.989669368953255
"ZBTB7B","Micro","HAvYA",0.0869114562874307,0.350317979695032,0.989669368953255
"ZBTB7C","Micro","HAvYA",0.107699631626279,0.343500670312717,0.989669368953255
"ZIC1","Micro","HAvYA",0.0293699245266314,0.776259695425829,0.989669368953255
"ZIC3","Micro","HAvYA",0.0207167206518133,0.795201555046892,0.989669368953255
"ZBTB18","Micro","HAvYA",-0.0497778961192859,0.801797886724751,0.989669368953255
"LBX2","Micro","HAvYA",-0.0813192735669076,0.608902515328085,0.989669368953255
"MEOX2","Micro","HAvYA",0.00543079322127038,0.972772003225973,0.990555038496084
"MNX1","Micro","HAvYA",0.0659504881470723,0.59814170099052,0.989669368953255
"MSX2","Micro","HAvYA",-0.0440409279837986,0.734421480877449,0.989669368953255
"NOTO","Micro","HAvYA",-0.0769658297857837,0.658407800469799,0.989669368953255
"OTX1","Micro","HAvYA",0.0752595021529274,0.313526542711478,0.989669368953255
"PDX1","Micro","HAvYA",0.0140706021509266,0.915635172876456,0.989669368953255
"PHOX2A","Micro","HAvYA",0.0663053489779151,0.636247629493123,0.989669368953255
"PITX3","Micro","HAvYA",-0.0757416588776171,0.545358496584455,0.989669368953255
"PROP1","Micro","HAvYA",0.101043415248332,0.44726673624895,0.989669368953255
"PRRX1","Micro","HAvYA",-0.0589862071802929,0.717153774321104,0.989669368953255
"RAX2","Micro","HAvYA",-0.0589862071802929,0.717153774321104,0.989669368953255
"RAX","Micro","HAvYA",-0.0531113724577984,0.68055093232321,0.989669368953255
"RHOXF1","Micro","HAvYA",0.0903970429769315,0.32346294926184,0.989669368953255
"UNCX","Micro","HAvYA",-0.0498548450289438,0.763812940837654,0.989669368953255
"VAX1","Micro","HAvYA",0.0426269658074502,0.699314172089269,0.989669368953255
"VAX2","Micro","HAvYA",0.0426269658074502,0.699314172089269,0.989669368953255
"VENTX","Micro","HAvYA",-0.0384973699687122,0.442568979071418,0.989669368953255
"VSX1","Micro","HAvYA",-0.0205052005395465,0.883487871745686,0.989669368953255
"VSX2","Micro","HAvYA",-0.0205052005395465,0.883487871745686,0.989669368953255
"ESR1","Micro","HAvYA",0.052973845824698,0.691537003483301,0.989669368953255
"ESRRB","Micro","HAvYA",0.00614943850850647,0.945977568441918,0.989669368953255
"NR2F1","Micro","HAvYA",0.10007852912624,0.592255974332711,0.989669368953255
"NR3C1","Micro","HAvYA",0.0831113131263633,0.661920142770924,0.989669368953255
"NR3C2","Micro","HAvYA",0.0901270678216788,0.625609340413198,0.989669368953255
"RARA","Micro","HAvYA",0.282388690506193,0.249272102566558,0.989669368953255
"RARA(var.2)","Micro","HAvYA",0.0717522476501481,0.542078669736805,0.989669368953255
"BCL6B","Micro","HAvYA",-0.037183668837159,0.669108368477545,0.989669368953255
"EGR2","Micro","HAvYA",0.148745426560703,0.3433994229824,0.989669368953255
"EGR3","Micro","HAvYA",0.0356486387412344,0.803491011267339,0.989669368953255
"EGR4","Micro","HAvYA",-0.0597343817575382,0.61937771299393,0.989669368953255
"GLIS1","Micro","HAvYA",0.215522707864578,0.0969522441618878,0.989669368953255
"GLIS2","Micro","HAvYA",0.075955445213708,0.346723538469164,0.989669368953255
"GLIS3","Micro","HAvYA",0.0401891099902647,0.643136255159754,0.989669368953255
"HIC2","Micro","HAvYA",-0.0643549631130936,0.724442856302544,0.989669368953255
"KLF14","Micro","HAvYA",0.0234434709248317,0.919651070336486,0.989669368953255
"KLF16","Micro","HAvYA",0.0961003522712711,0.471575289366841,0.989669368953255
"SP8","Micro","HAvYA",0.0182326753313666,0.884132430344593,0.989669368953255
"ZBED1","Micro","HAvYA",-0.0302378690624584,0.657791095209982,0.989669368953255
"ZIC4","Micro","HAvYA",0.0903910016099646,0.278315694403264,0.989669368953255
"ZNF143","Micro","HAvYA",-0.0658185892694336,0.63620097481737,0.989669368953255
"ZNF410","Micro","HAvYA",0.0832453118929417,0.541485343252774,0.989669368953255
