baseMean_268,log2FoldChange_268,lfcSE_268,stat_268,pvalue_268,padj_268,gene,celltype,cohort_268,n_donors_268,sig_268,baseMean_glia,log2FoldChange_glia,lfcSE_glia,stat_glia,pvalue_glia,padj_glia,cohort_glia,n_donors_glia,sig_glia,concord,cat,dir,mp
43.171623316982455,-1.5534859583251308,0.2917138986822176,-5.325375188987623,1.007448731645458e-07,0.0004060773975079,WNT5B,Astro,GSE268609,17,True,39.27460481054092,-0.0599130314552401,0.0125515928637586,-4.773340890320972,1.811947084074342e-06,0.0006545925304025,GSE199243,6,True,True,growth_factor,DOWN,0.0006545925304025
100.42809034816474,3.249502109979514,0.6418008105825346,5.063100663631265,4.124919036210092e-07,0.0011669395953438,APOD,Endo,GSE268609,16,True,42.69117491111814,0.0381718109697222,0.0115065358604334,3.317402512165312,0.0009085861718852,0.0281128619750675,GSE199243,6,True,True,other_secreted,UP,0.0281128619750675
17.291866624877326,1.4539427806603662,0.3511694650105936,4.140288167185907,3.468697991772158e-05,0.0137724221750435,COL12A1,Astro,GSE268609,17,True,35.42893999014985,0.0385559326434987,0.0118051593763922,3.266023898042604,0.0010906904431659,0.0353992061973154,GSE199243,6,True,True,matrisome,UP,0.0353992061973154
13.053870833164286,-1.933947395868317,0.5153490207866969,-3.7526944223471785,0.0001749440563627,0.0496024314009676,LUZP2,Micro,GSE268609,16,True,824.2827053415704,-0.0409180483105449,0.0119684131667206,-3.418836544206344,0.0006288949287208,0.052231887142182,GSE199243,6,True,True,other_secreted,DOWN,0.052231887142182
