"motif","tf","celltype","dz","p","padj"
"MA0112.3","ESR1","Micro",0.0643928763530405,0.480707527766351,1
"MA0141.3","ESRRB","Micro",0.032139122404999,0.672974084738791,1
"MA0017.2","NR2F1","Micro",0.118462381488641,0.370382558617853,1
"MA0113.3","NR3C1","Micro",0.0650104239826585,0.888358700123406,1
"MA0727.1","NR3C2","Micro",0.0795591733570412,0.742986425339367,1
"MA0729.1","RARA","Micro",0.264021691576306,0.370382558617853,1
"MA0730.1","RARA(var.2)","Micro",0.0821633536902205,0.480707527766351,1
"MA0731.1","BCL6B","Micro",-0.042278380615721,0.480707527766351,1
"MA0472.2","EGR2","Micro",0.1420687446138,0.4234471410942,1
"MA0732.1","EGR3","Micro",0.0245225239084677,0.962566844919786,1
"MA0733.1","EGR4","Micro",-0.0494861270115886,0.370382558617853,1
"MA0735.1","GLIS1","Micro",0.241309036752445,0.046400658165364,1
"MA0736.1","GLIS2","Micro",0.0814092034718927,0.4234471410942,1
"MA0737.1","GLIS3","Micro",0.0446044207947955,0.605841217605923,1
"MA0738.1","HIC2","Micro",-0.0632402309818726,0.605841217605923,1
"MA0740.1","KLF14","Micro",0.0491337381110339,0.4234471410942,1
"MA0741.1","KLF16","Micro",0.0871041842257629,0.480707527766351,1
"MA0747.1","SP8","Micro",0.0216107977205942,0.742986425339367,1
"MA0749.1","ZBED1","Micro",-0.0233521120637248,0.962566844919786,1
"MA0751.1","ZIC4","Micro",0.0915301650178665,0.480707527766351,1
"MA0088.2","ZNF143","Micro",-0.0633381998590844,0.888358700123406,1
"MA0752.1","ZNF410","Micro",0.108797659289692,0.276593994241053,1
"MA0754.1","CUX1","Micro",-0.0954732614443403,0.113944878650761,1
"MA0755.1","CUX2","Micro",-0.0251900971779901,0.370382558617853,1
"MA0756.1","ONECUT2","Micro",0.199021529732182,0.138790621143562,1
"MA0757.1","ONECUT3","Micro",0.250206204651379,0.046400658165364,1
"MA0758.1","E2F7","Micro",0.000868769725188512,0.962566844919786,1
"MA0759.1","ELK3","Micro",0.169615435273641,0.605841217605923,1
"MA0760.1","ERF","Micro",0.235974004109209,0.480707527766351,1
"MA0474.2","ERG","Micro",0.210679301359857,0.541423282599753,1
"MA0098.3","ETS1","Micro",0.206661702468284,0.742986425339367,1
"MA0762.1","ETV2","Micro",0.244058829878591,0.605841217605923,1
"MA0763.1","ETV3","Micro",0.106386514616138,0.742986425339367,1
"MA0156.2","FEV","Micro",0.137178413850068,0.605841217605923,1
"MA0767.1","GCM2","Micro",0.0866798364634646,0.276593994241053,1
"MA0768.1","LEF1","Micro",0.0578193146031897,0.672974084738791,1
"MA0770.1","HSF2","Micro",0.123934795615865,0.276593994241053,1
"MA0771.1","HSF4","Micro",0.133245154509623,0.4234471410942,1
"MA0772.1","IRF7","Micro",0.261855928404925,0.321266968325792,1
"MA0773.1","MEF2D","Micro",0.139673648418092,0.370382558617853,1
"MA0498.2","MEIS1","Micro",-0.0761631924261562,0.370382558617853,1
"MA0774.1","MEIS2","Micro",-0.000700980446969007,0.814808720691074,1
"MA0775.1","MEIS3","Micro",-0.0243314398045049,0.480707527766351,1
"MA0776.1","MYBL1","Micro",0.181945027916087,0.370382558617853,1
"MA0777.1","MYBL2","Micro",0.102614506908517,0.235870012340601,1
"MA0105.4","NFKB1","Micro",0.184654473115514,0.138790621143562,1
"MA0778.1","NFKB2","Micro",0.155895048919788,0.19958864664747,1
"MA0779.1","PAX1","Micro",0.105622204381435,0.0927190456602221,1
"MA0780.1","PAX3","Micro",0.0693342826537956,0.321266968325792,1
"MA0781.1","PAX9","Micro",0.0810509926552078,0.370382558617853,1
"MA0783.1","PKNOX2","Micro",-0.0874015059880472,0.541423282599753,1
"MA0784.1","POU1F1","Micro",0.0775519321625464,0.814808720691074,1
"MA0785.1","POU2F1","Micro",0.0378186606586927,0.742986425339367,1
"MA0786.1","POU3F1","Micro",0.060295558607237,0.672974084738791,1
"MA0787.1","POU3F2","Micro",0.0988527293756348,0.742986425339367,1
"MA0788.1","POU3F3","Micro",0.0706945784173747,0.814808720691074,1
"MA0789.1","POU3F4","Micro",0.0133401006087694,0.4234471410942,1
"MA0790.1","POU4F1","Micro",0.0760581676317104,0.814808720691074,1
"MA0791.1","POU4F3","Micro",0.0598626206074576,0.888358700123406,1
"MA0792.1","POU5F1B","Micro",-0.0599768303788857,0.541423282599753,1
"MA0793.1","POU6F2","Micro",-0.0113481242211587,0.605841217605923,1
"MA0794.1","PROX1","Micro",0.145794027526641,0.370382558617853,1
"MA0600.2","RFX2","Micro",-0.123256825916269,0.370382558617853,1
"MA0795.1","SMAD3","Micro",0.133821862006227,0.480707527766351,1
"MA0796.1","TGIF1","Micro",0.0205066626563092,0.888358700123406,1
"MA0797.1","TGIF2","Micro",0.0118622637468743,0.888358700123406,1
"MA0799.1","RFX4","Micro",-0.111362031456132,0.370382558617853,1
"MA0510.2","RFX5","Micro",-0.0580744105782907,0.480707527766351,1
"MA0511.2","RUNX2","Micro",0.0548866467967299,0.742986425339367,1
"MA0800.1","EOMES","Micro",0.0486184231043316,0.541423282599753,1
"MA0801.1","MGA","Micro",0.0551808017238533,0.541423282599753,1
"MA0802.1","TBR1","Micro",-0.0185406004323839,0.814808720691074,1
"MA0803.1","TBX15","Micro",0.0551808017238533,0.541423282599753,1
"MA0804.1","TBX19","Micro",-0.0646944378692862,0.4234471410942,1
"MA0805.1","TBX1","Micro",0.0206969703010883,0.962566844919786,1
"MA0806.1","TBX4","Micro",0.0060065408724902,0.962566844919786,1
"MA0807.1","TBX5","Micro",0.0060065408724902,0.962566844919786,1
"MA0808.1","TEAD3","Micro",-0.0615522647215455,0.742986425339367,1
"MA0810.1","TFAP2A(var.2)","Micro",0.0496502163662481,0.541423282599753,1
"MA0811.1","TFAP2B","Micro",-0.0122372272160933,1,1
"MA0812.1","TFAP2B(var.2)","Micro",0.101633913359422,0.235870012340601,1
"MA0813.1","TFAP2B(var.3)","Micro",0.0809350168387849,0.276593994241053,1
"MA0524.2","TFAP2C","Micro",0.048712442255064,0.605841217605923,1
"MA0815.1","TFAP2C(var.3)","Micro",0.0383431624643281,0.814808720691074,1
"MA0464.2","BHLHE40","Micro",0.0653346611881309,0.672974084738791,1
"MA0817.1","BHLHE23","Micro",0.0905385978056327,0.480707527766351,1
"MA0818.1","BHLHE22","Micro",0.0298183555129554,0.605841217605923,1
"MA0819.1","CLOCK","Micro",-0.0557688662403524,0.814808720691074,1
"MA0820.1","FIGLA","Micro",0.120796105417352,0.276593994241053,1
"MA0821.1","HES5","Micro",0.0329410077708167,0.672974084738791,1
"MA0822.1","HES7","Micro",0.0841572725205028,0.480707527766351,1
"MA0823.1","HEY1","Micro",0.00291921945456733,0.888358700123406,1
"MA0058.3","MAX","Micro",-0.00107944812470906,0.814808720691074,1
"MA0825.1","MNT","Micro",-0.0506629451697657,0.962566844919786,1
"MA0826.1","OLIG1","Micro",0.0880390773719909,0.672974084738791,1
"MA0827.1","OLIG3","Micro",0.0203870088692868,0.814808720691074,1
"MA0828.1","SREBF2(var.2)","Micro",0.0683642768608144,0.541423282599753,1
"MA0834.1","ATF7","Micro",0.0271552055437292,0.370382558617853,1
"MA0466.2","CEBPB","Micro",0.139282914091877,0.235870012340601,1
"MA0837.1","CEBPE","Micro",0.175618975646828,0.235870012340601,1
"MA0838.1","CEBPG","Micro",0.16096117455863,0.321266968325792,1
"MA0839.1","CREB3L1","Micro",-0.022977956114371,0.814808720691074,1
"MA0841.1","NFE2","Micro",0.0658774355880116,0.541423282599753,1
"MA0843.1","TEF","Micro",-0.119557982096108,0.605841217605923,1
"MA0844.1","XBP1","Micro",0.058113586519274,0.605841217605923,1
"MA0845.1","FOXB1","Micro",0.0821884361473745,0.672974084738791,1
"MA0032.2","FOXC1","Micro",0.136380571265101,0.4234471410942,1
"MA0846.1","FOXC2","Micro",0.106019604757078,0.605841217605923,1
"MA0848.1","FOXO4","Micro",-0.0423127698047961,0.814808720691074,1
"MA0849.1","FOXO6","Micro",-0.0423127698047961,0.814808720691074,1
"MA0850.1","FOXP3","Micro",-0.0423127698047961,0.814808720691074,1
"MA0855.1","RXRB","Micro",0.0844917777371802,0.541423282599753,1
"MA0856.1","RXRG","Micro",0.177278634339395,0.276593994241053,1
"MA0525.2","TP63","Micro",0.159560548703883,0.0592348827642945,1
"MA0106.3","TP53","Micro",0.0269629100984311,0.742986425339367,1
"MA0861.1","TP73","Micro",0.198847567713324,0.0359522830111065,1
"MA0862.1","GMEB2","Micro",-0.156338394668126,0.541423282599753,1
"MA0863.1","MTF1","Micro",0.135995624598387,0.19958864664747,1
"MA0024.3","E2F1","Micro",0.0790843387284817,0.4234471410942,1
"MA0865.1","E2F8","Micro",0.0553318378212693,0.814808720691074,1
"MA0866.1","SOX21","Micro",-0.0422293222181188,0.480707527766351,1
"MA0872.1","TFAP2A(var.3)","Micro",0.0583759801696432,0.541423282599753,1
"MA0028.2","ELK1","Micro",0.118737888245557,0.672974084738791,1
"MA0873.1","HOXD12","Micro",0.0813830121514632,0.370382558617853,1
"MA0875.1","BARX1","Micro",0.0436967672917915,0.742986425339367,1
"MA0876.1","BSX","Micro",-0.061788125362964,0.480707527766351,1
"MA0882.1","DLX6","Micro",-0.0371033172805368,0.814808720691074,1
"MA0884.1","DUXA","Micro",-0.0330091028226117,0.888358700123406,1
"MA0886.1","EMX2","Micro",0.0422139838797195,0.962566844919786,1
"MA0887.1","EVX1","Micro",0.0156765071528697,0.888358700123406,1
"MA0888.1","EVX2","Micro",0.0249213908222138,1,1
"MA0889.1","GBX1","Micro",0.0582696437962735,1,1
"MA0890.1","GBX2","Micro",0.14957291959417,0.4234471410942,1
"MA0891.1","GSC2","Micro",0.0563852559802892,0.888358700123406,1
"MA0892.1","GSX1","Micro",-0.0426864573829896,0.888358700123406,1
"MA0894.1","HESX1","Micro",-0.0814765160940397,0.370382558617853,1
"MA0895.1","HMBOX1","Micro",0.0289925657998503,0.672974084738791,1
"MA0899.1","HOXA10","Micro",0.205150723740406,0.0927190456602221,1
"MA0903.1","HOXB3","Micro",0.0274604400635481,0.888358700123406,1
"MA0905.1","HOXC10","Micro",0.0658681827180798,0.370382558617853,1
"MA0906.1","HOXC12","Micro",0.0546460878894058,0.888358700123406,1
"MA0907.1","HOXC13","Micro",0.0978798436546354,0.370382558617853,1
"MA0908.1","HOXD11","Micro",0.0744059897533107,0.672974084738791,1
"MA0914.1","ISL2","Micro",0.0402182480357845,0.742986425339367,1
"MA0852.2","FOXK1","Micro",-0.0279158054707912,0.4234471410942,1
"MA0036.3","GATA2","Micro",-0.0758534417358609,0.480707527766351,1
"MA1106.1","HIF1A","Micro",0.0828564837831056,0.321266968325792,1
"MA0147.3","MYC","Micro",0.00791186419787149,0.814808720691074,1
"MA0100.3","MYB","Micro",-0.076766264501231,0.480707527766351,1
"MA0104.4","MYCN","Micro",0.08939265405889,0.19958864664747,1
"MA1109.1","NEUROD1","Micro",-0.153764298746618,0.321266968325792,1
"MA0161.2","NFIC","Micro",-0.0741192374023008,0.742986425339367,1
"MA0060.3","NFYA","Micro",0.14586433086588,0.16717400246812,1
"MA1110.1","NR1H4","Micro",-0.0312151660107208,0.541423282599753,1
"MA1111.1","NR2F2","Micro",0.0995755114980201,0.4234471410942,1
"MA0014.3","PAX5","Micro",0.25490239177521,0.113944878650761,1
"MA1114.1","PBX3","Micro",0.0663945026223968,0.605841217605923,1
"MA1115.1","POU5F1","Micro",-0.0228413432651182,0.605841217605923,1
"MA1116.1","RBPJ","Micro",-0.0280610276462133,0.888358700123406,1
"MA1117.1","RELB","Micro",0.0476803834652977,0.541423282599753,1
"MA1118.1","SIX1","Micro",-0.0430525948811074,0.742986425339367,1
"MA1119.1","SIX2","Micro",0.0628638056540857,0.4234471410942,1
"MA0442.2","SOX10","Micro",-0.0909314598441516,0.4234471410942,1
"MA1120.1","SOX13","Micro",-0.198127855560298,0.4234471410942,1
"MA1121.1","TEAD2","Micro",-0.0591140475146479,0.672974084738791,1
"MA1122.1","TFDP1","Micro",0.131705673693743,0.480707527766351,1
"MA0750.2","ZBTB7A","Micro",0.139673375424675,0.742986425339367,1
"MA0103.3","ZEB1","Micro",0.13584437592292,0.480707527766351,1
"MA1124.1","ZNF24","Micro",0.055319598617335,0.541423282599753,1
"MA1125.1","ZNF384","Micro",0.31735152109402,0.321266968325792,1
"MA1154.1","ZNF282","Micro",0.0692955247883038,0.541423282599753,1
"MA1155.1","ZSCAN4","Micro",0.0207976912988164,0.962566844919786,1
"MA0037.3","GATA3","Micro",-0.0945887281870321,0.370382558617853,1
"MA0099.3","FOS::JUN","Micro",0.00140659506756369,0.605841217605923,1
"MA1126.1","FOS::JUN(var.2)","Micro",-0.113703106283581,0.962566844919786,1
"MA1127.1","FOSB::JUN","Micro",-0.0243203130177962,0.541423282599753,1
"MA1128.1","FOSL1::JUN","Micro",0.0166957092154162,0.605841217605923,1
"MA1129.1","FOSL1::JUN(var.2)","Micro",0.0191471058363683,0.742986425339367,1
"MA1130.1","FOSL2::JUN","Micro",-0.0132055620555452,0.672974084738791,1
"MA1131.1","FOSL2::JUN(var.2)","Micro",-0.0802772334499241,0.814808720691074,1
"MA1132.1","JUN::JUNB","Micro",0.0323701794631883,0.814808720691074,1
"MA1133.1","JUN::JUNB(var.2)","Micro",-0.0465758016162824,0.888358700123406,1
"MA1134.1","FOS::JUNB","Micro",0.0336753705271527,0.541423282599753,1
"MA1135.1","FOSB::JUNB","Micro",0.0330764043585189,0.480707527766351,1
"MA1136.1","FOSB::JUNB(var.2)","Micro",0.0157664068486972,0.4234471410942,1
"MA1137.1","FOSL1::JUNB","Micro",0.0181069273915861,0.672974084738791,1
"MA1138.1","FOSL2::JUNB","Micro",0.0358215710516,0.605841217605923,1
"MA1139.1","FOSL2::JUNB(var.2)","Micro",0.0343571675170057,0.4234471410942,1
"MA1141.1","FOS::JUND","Micro",0.00576243693905176,0.541423282599753,1
"MA1142.1","FOSL1::JUND","Micro",0.00572818237889716,0.814808720691074,1
"MA1143.1","FOSL1::JUND(var.2)","Micro",0.0179215069473664,0.672974084738791,1
"MA1144.1","FOSL2::JUND","Micro",-0.0360672498683612,0.672974084738791,1
"MA1145.1","FOSL2::JUND(var.2)","Micro",0.0501633594699302,0.888358700123406,1
"MA1146.1","NR1H4::RXRA","Micro",0.0274857646802625,0.888358700123406,1
"MA1147.1","NR4A2::RXRA","Micro",0.111057328671145,0.19958864664747,1
"MA1148.1","PPARA::RXRA","Micro",0.124944437675316,0.370382558617853,1
"MA1149.1","RARA::RXRG","Micro",0.0229097416375549,0.742986425339367,1
"MA1150.1","RORB","Micro",0.0192860356063083,1,1
"MA1151.1","RORC","Micro",0.110694151992856,0.321266968325792,1
"MA1152.1","SOX15","Micro",0.0978942010130228,0.742986425339367,1
"MA0831.2","TFE3","Micro",0.152953407564669,0.4234471410942,1
"MA0693.2","VDR","Micro",0.043770914611595,0.541423282599753,1
"MA1418.1","IRF3","Micro",0.312959946685253,0.370382558617853,1
"MA1419.1","IRF4","Micro",0.238219547429644,0.480707527766351,1
"MA1420.1","IRF5","Micro",0.0540501195835452,0.962566844919786,1
"MA1421.1","TCF7L1","Micro",0.0312270942666136,0.814808720691074,1
"MA1463.1","ARGFX","Micro",-0.0387561544907384,0.742986425339367,1
"MA1464.1","ARNT2","Micro",0.12601303883955,0.19958864664747,1
"MA1466.1","ATF6","Micro",0.0107772052041512,0.742986425339367,1
"MA1467.1","ATOH1(var.2)","Micro",-0.18670356964707,0.4234471410942,1
"MA1468.1","ATOH7","Micro",-0.0612895443589395,0.4234471410942,1
"MA1101.2","BACH2","Micro",-0.00845656357252145,0.541423282599753,1
"MA1470.1","BACH2(var.2)","Micro",-0.0419993901291283,0.370382558617853,1
"MA1471.1","BARX2","Micro",0.00650095101491927,0.814808720691074,1
"MA1472.1","BHLHA15(var.2)","Micro",-0.0796110576845968,0.814808720691074,1
"MA1473.1","CDX4","Micro",0.199025565937184,0.235870012340601,1
"MA1474.1","CREB3L4","Micro",0.0688656622878543,0.541423282599753,1
"MA1475.1","CREB3L4(var.2)","Micro",0.0577193059315574,0.480707527766351,1
"MA1476.1","DLX5","Micro",-0.0326167014556096,0.672974084738791,1
"MA1478.1","DMRTA2","Micro",0.0650463307561168,0.19958864664747,1
"MA1479.1","DMRTC2","Micro",0.1028449472335,0.16717400246812,1
"MA1480.1","DPRX","Micro",0.0441875164252578,0.888358700123406,1
"MA1481.1","DRGX","Micro",0.0349127666787716,1,1
"MA1483.1","ELF2","Micro",0.190795007941699,0.541423282599753,1
"MA1484.1","ETS2","Micro",0.259682350295724,0.672974084738791,1
"MA1485.1","FERD3L","Micro",-0.181410316155692,0.16717400246812,1
"MA1487.1","FOXE1","Micro",0.0372087421344548,0.370382558617853,1
"MA1489.1","FOXN3","Micro",0.135418443908058,0.888358700123406,1
"MA1491.1","GLI3","Micro",0.0619440493719303,0.480707527766351,1
"MA1493.1","HES6","Micro",-0.0103080927659471,0.814808720691074,1
"MA1494.1","HNF4A(var.2)","Micro",0.186062412632547,0.370382558617853,1
"MA1495.1","HOXA1","Micro",-0.0493769201575133,0.742986425339367,1
"MA1496.1","HOXA4","Micro",0.069558673055584,0.370382558617853,1
"MA1497.1","HOXA6","Micro",0.0241029120122692,0.814808720691074,1
"MA1498.1","HOXA7","Micro",-0.112690248869308,0.138790621143562,1
"MA1499.1","HOXB4","Micro",-0.0976777326378625,0.888358700123406,1
"MA1500.1","HOXB6","Micro",0.179525089962641,0.19958864664747,1
"MA1501.1","HOXB7","Micro",0.10530499576776,0.321266968325792,1
"MA1502.1","HOXB8","Micro",-0.0450999297002362,0.321266968325792,1
"MA1503.1","HOXB9","Micro",0.0733612061759459,0.4234471410942,1
"MA1504.1","HOXC4","Micro",-0.0580076981928523,0.814808720691074,1
"MA1505.1","HOXC8","Micro",0.0405506599233783,0.742986425339367,1
"MA1506.1","HOXD10","Micro",0.0908907746330923,0.4234471410942,1
"MA1507.1","HOXD4","Micro",-0.12975328588739,1,1
"MA1508.1","IKZF1","Micro",0.338589806250589,0.888358700123406,1
"MA1509.1","IRF6","Micro",0.0383519121907379,0.888358700123406,1
"MA1511.1","KLF10","Micro",-0.0160618307610509,1,1
"MA1512.1","KLF11","Micro",-0.0317295219355544,0.888358700123406,1
"MA1513.1","KLF15","Micro",0.0866035913642664,0.480707527766351,1
"MA1514.1","KLF17","Micro",0.06290911936754,0.742986425339367,1
"MA1515.1","KLF2","Micro",0.0241433259765591,0.742986425339367,1
"MA1516.1","KLF3","Micro",0.0934334739151343,0.321266968325792,1
"MA1517.1","KLF6","Micro",-0.0317143032344367,1,1
"MA1518.1","LHX1","Micro",0.0103515297707523,0.814808720691074,1
"MA1519.1","LHX5","Micro",0.0399032913670629,0.814808720691074,1
"MA1520.1","MAF","Micro",-0.0632816808997407,0.672974084738791,1
"MA1521.1","MAFA","Micro",-0.0583874280876813,0.672974084738791,1
"MA1522.1","MAZ","Micro",0.016826434732087,1,1
"MA1523.1","MSANTD3","Micro",0.0483011057508193,0.672974084738791,1
"MA1524.1","MSGN1","Micro",0.0476601912446167,0.888358700123406,1
"MA1525.1","NFATC4","Micro",0.140303392585795,0.605841217605923,1
"MA1527.1","NFIC(var.2)","Micro",0.0718909653796682,0.742986425339367,1
"MA1528.1","NFIX(var.2)","Micro",0.118419800647394,0.814808720691074,1
"MA1529.1","NHLH2","Micro",-0.0448397605842525,0.321266968325792,1
"MA1530.1","NKX6-3","Micro",0.0507136641982473,0.814808720691074,1
"MA1531.1","NR1D1","Micro",0.136377544321621,0.605841217605923,1
"MA1532.1","NR1D2","Micro",0.0802491975446601,0.541423282599753,1
"MA1533.1","NR1I2","Micro",0.0580847355713968,0.480707527766351,1
"MA1534.1","NR1I3","Micro",0.177033688354618,0.19958864664747,1
"MA1535.1","NR2C1","Micro",0.0611418288986773,0.672974084738791,1
"MA1536.1","NR2C2(var.2)","Micro",0.0697873844201606,0.4234471410942,1
"MA1537.1","NR2F1(var.2)","Micro",0.10364583054778,0.480707527766351,1
"MA1538.1","NR2F1(var.3)","Micro",0.0605441377553773,0.672974084738791,1
"MA1539.1","NR2F6(var.3)","Micro",0.0416819797588726,0.672974084738791,1
"MA1540.1","NR5A1","Micro",0.10211558569799,0.370382558617853,1
"MA1541.1","NR6A1","Micro",-0.00147049076647365,0.888358700123406,1
"MA1542.1","OSR1","Micro",0.014630974768943,0.962566844919786,1
"MA1544.1","OVOL1","Micro",0.00617558622723913,1,1
"MA1545.1","OVOL2","Micro",0.0354999881940697,0.888358700123406,1
"MA1546.1","PAX3(var.2)","Micro",0.0669882433921598,0.370382558617853,1
"MA1547.1","PITX2","Micro",0.0283998745957144,0.888358700123406,1
"MA1548.1","PLAGL2","Micro",0.0285306920462776,1,1
"MA1549.1","POU6F1(var.2)","Micro",-0.0526065392057381,0.814808720691074,1
"MA1550.1","PPARD","Micro",0.150325937541017,0.4234471410942,1
"MA1552.1","RARB(var.3)","Micro",0.109656288718989,0.321266968325792,1
"MA1553.1","RARG(var.3)","Micro",0.156748170389657,0.276593994241053,1
"MA1554.1","RFX7","Micro",-0.00180506523148172,0.962566844919786,1
"MA1555.1","RXRB(var.2)","Micro",0.112390313665094,0.19958864664747,1
"MA1556.1","RXRG(var.2)","Micro",0.162720351396074,0.276593994241053,1
"MA1557.1","SMAD5","Micro",0.0969637750390271,0.605841217605923,1
"MA1558.1","SNAI1","Micro",0.00534640210375301,0.888358700123406,1
"MA1559.1","SNAI3","Micro",0.0383839500907315,0.541423282599753,1
"MA1560.1","SOHLH2","Micro",-0.161295014027581,0.541423282599753,1
"MA1561.1","SOX12","Micro",0.102145252717975,0.672974084738791,1
"MA1562.1","SOX14","Micro",-0.153687198953799,0.480707527766351,1
"MA1563.1","SOX18","Micro",-0.184051922143243,0.276593994241053,1
"MA1564.1","SP9","Micro",0.0110706404742933,0.888358700123406,1
"MA1565.1","TBX18","Micro",0.0499786323660322,0.672974084738791,1
"MA1566.1","TBX3","Micro",0.00542259165337666,0.888358700123406,1
"MA1567.1","TBX6","Micro",0.0205716681838761,0.962566844919786,1
"MA1568.1","TCF21(var.2)","Micro",-0.00999923046312406,0.742986425339367,1
"MA1569.1","TFAP2E","Micro",0.107517547508306,0.19958864664747,1
"MA1570.1","TFAP4(var.2)","Micro",-0.0526173175884138,0.4234471410942,1
"MA1571.1","TGIF2LX","Micro",-0.0463587317583471,0.541423282599753,1
"MA1572.1","TGIF2LY","Micro",0.0198354479444673,1,1
"MA1573.1","THAP11","Micro",-0.0565817982177119,0.672974084738791,1
"MA1574.1","THRB","Micro",0.1039756441623,0.480707527766351,1
"MA1575.1","THRB(var.2)","Micro",0.106400203361944,0.370382558617853,1
"MA1576.1","THRB(var.3)","Micro",-0.0469809972681308,0.814808720691074,1
"MA1577.1","TLX2","Micro",0.000323888963893904,0.605841217605923,1
"MA1578.1","VEZF1","Micro",-0.0100146568707967,0.888358700123406,1
"MA1579.1","ZBTB26","Micro",0.0378958860353898,0.672974084738791,1
"MA1580.1","ZBTB32","Micro",-0.0775137670262382,0.276593994241053,1
"MA1581.1","ZBTB6","Micro",0.108838998214262,0.541423282599753,1
"MA1583.1","ZFP57","Micro",-0.00529101022320302,0.888358700123406,1
"MA1584.1","ZIC5","Micro",-0.0285517950413802,1,1
"MA1585.1","ZKSCAN1","Micro",0.0197903630217962,0.672974084738791,1
"MA1587.1","ZNF135","Micro",0.223474481460525,0.370382558617853,1
"MA1588.1","ZNF136","Micro",0.00487874837320823,0.742986425339367,1
"MA1589.1","ZNF140","Micro",-0.0153338227445368,0.888358700123406,1
"MA1592.1","ZNF274","Micro",-0.0153052493646174,0.672974084738791,1
"MA1593.1","ZNF317","Micro",-0.0656702298321085,0.672974084738791,1
"MA1594.1","ZNF382","Micro",-0.0137515986451268,1,1
"MA1596.1","ZNF460","Micro",0.173382873851951,0.276593994241053,1
"MA1597.1","ZNF528","Micro",-0.0869031968252156,0.814808720691074,1
"MA1599.1","ZNF682","Micro",0.0252098193228188,0.888358700123406,1
"MA1600.1","ZNF684","Micro",0.0246390209226146,0.888358700123406,1
"MA1601.1","ZNF75D","Micro",-0.0227782866078577,0.814808720691074,1
"MA1602.1","ZSCAN29","Micro",-0.0187253070303872,0.605841217605923,1
"MA1100.2","ASCL1","Micro",-0.00464260650214565,0.814808720691074,1
"MA0605.2","ATF3","Micro",-0.0430970485795507,0.888358700123406,1
"MA0877.2","BARHL1","Micro",-0.0563556436114731,0.742986425339367,1
"MA0462.2","BATF::JUN","Micro",0.128314023514895,0.480707527766351,1
"MA0463.2","BCL6","Micro",0.041252383829442,0.742986425339367,1
"MA0878.2","CDX1","Micro",0.145791433495343,0.321266968325792,1
"MA0864.2","E2F2","Micro",0.00445556450864493,0.814808720691074,1
"MA0469.3","E2F3","Micro",0.180732035693965,0.0359522830111065,1
"MA0470.2","E2F4","Micro",0.0934545405066145,0.4234471410942,1
"MA0612.2","EMX1","Micro",0.02878319172406,0.888358700123406,1
"MA0847.2","FOXD2","Micro",0.0335983166378565,1,1
"MA0766.2","GATA5","Micro",-0.00880387203039845,0.276593994241053,1
"MA0038.2","GFI1","Micro",-0.00799533976528838,0.888358700123406,1
"MA0734.2","GLI2","Micro",0.0429748983210207,0.888358700123406,1
"MA0893.2","GSX2","Micro",0.02878319172406,0.888358700123406,1
"MA1099.2","HES1","Micro",0.19310500589539,0.138790621143562,1
"MA0616.2","HES2","Micro",0.111582173433917,0.480707527766351,1
"MA0650.2","HOXA13","Micro",0.128644737996566,0.321266968325792,1
"MA0900.2","HOXA2","Micro",-0.0131469383547073,0.672974084738791,1
"MA0158.2","HOXA5","Micro",-0.0493769201575133,0.742986425339367,1
"MA0594.2","HOXA9","Micro",-0.103384087354656,0.888358700123406,1
"MA0902.2","HOXB2","Micro",0.02878319172406,0.888358700123406,1
"MA0904.2","HOXB5","Micro",-0.0493769201575133,0.742986425339367,1
"MA0485.2","HOXC9","Micro",0.0993028017268887,0.321266968325792,1
"MA0909.2","HOXD13","Micro",0.100154116156743,0.672974084738791,1
"MA0912.2","HOXD3","Micro",0.02878319172406,0.888358700123406,1
"MA0910.2","HOXD8","Micro",-0.112690248869308,0.138790621143562,1
"MA0913.2","HOXD9","Micro",0.253088543509702,0.0927190456602221,1
"MA1140.2","JUNB(var.2)","Micro",-0.00457834119583345,0.742986425339367,1
"MA0701.2","LHX9","Micro",0.000323888963893904,0.605841217605923,1
"MA0702.2","LMX1A","Micro",-0.016735622531059,0.962566844919786,1
"MA0703.2","LMX1B","Micro",0.0109871169627267,0.962566844919786,1
"MA0623.2","NEUROG1","Micro",0.0498587755702253,0.605841217605923,1
"MA0842.2","NRL","Micro",0.0231178701585953,0.672974084738791,1
"MA0682.2","PITX1","Micro",-0.0806985126481061,0.672974084738791,1
"MA0075.3","PRRX2","Micro",0.000323888963893904,0.605841217605923,1
"MA0867.2","SOX4","Micro",-0.162808659209394,0.370382558617853,1
"MA0868.2","SOX8","Micro",-0.121351419171821,0.370382558617853,1
"MA0079.4","SP1","Micro",0.0430471153093279,0.605841217605923,1
"MA0516.2","SP2","Micro",0.0456810339013638,0.742986425339367,1
"MA0746.2","SP3","Micro",0.0374143074811393,0.541423282599753,1
"MA0632.2","TCFL5","Micro",0.176012912181403,0.19958864664747,1
"MA0871.2","TFEC","Micro",0.110281755712412,0.480707527766351,1
"MA0753.2","ZNF740","Micro",-0.0236821555432697,0.888358700123406,1
"MA1631.1","ASCL1(var.2)","Micro",-0.000837504773935793,0.888358700123406,1
"MA1632.1","ATF2","Micro",-0.0505028471071318,0.888358700123406,1
"MA1633.1","BACH1","Micro",-0.0448817795936504,1,1
"MA1634.1","BATF","Micro",0.1196384977403,0.4234471410942,1
