"motif","tf","celltype","dz","p","padj"
"MA0785.1","POU2F1","Astro",-0.0950677770036769,0.321266968325792,1
"MA0786.1","POU3F1","Astro",-0.0865592626894139,0.321266968325792,1
"MA0787.1","POU3F2","Astro",-0.085866743873824,0.321266968325792,1
"MA0788.1","POU3F3","Astro",-0.0280011935908411,0.605841217605923,1
"MA0789.1","POU3F4","Astro",-0.103411320924855,0.321266968325792,1
"MA0790.1","POU4F1","Astro",-0.0415061951938148,0.4234471410942,1
"MA0791.1","POU4F3","Astro",-0.0600563909800783,0.321266968325792,1
"MA0792.1","POU5F1B","Astro",-0.096073839700606,0.321266968325792,1
"MA0793.1","POU6F2","Astro",-0.116836257525891,0.541423282599753,1
"MA0794.1","PROX1","Astro",0.0314365562549929,0.672974084738791,1
"MA0600.2","RFX2","Astro",0.316655412978797,0.16717400246812,1
"MA0795.1","SMAD3","Astro",-0.0182735797024825,0.672974084738791,1
"MA0796.1","TGIF1","Astro",-0.0308063247580278,0.672974084738791,1
"MA0797.1","TGIF2","Astro",-0.0185312640705354,0.742986425339367,1
"MA0799.1","RFX4","Astro",0.349308824002174,0.074454956807898,1
"MA0510.2","RFX5","Astro",0.327361494653839,0.19958864664747,1
"MA0511.2","RUNX2","Astro",0.0204783496950799,0.962566844919786,1
"MA0800.1","EOMES","Astro",0.0199143136423311,0.888358700123406,1
"MA0801.1","MGA","Astro",-0.0142093569948958,0.888358700123406,1
"MA0802.1","TBR1","Astro",-0.0108330096199198,0.962566844919786,1
"MA0803.1","TBX15","Astro",-0.0142093569948958,0.888358700123406,1
"MA0804.1","TBX19","Astro",-0.0795273583919494,0.19958864664747,1
"MA0805.1","TBX1","Astro",-0.0157592640379712,0.888358700123406,1
"MA0806.1","TBX4","Astro",-0.0396104177044854,0.962566844919786,1
"MA0807.1","TBX5","Astro",-0.0396104177044854,0.962566844919786,1
"MA0808.1","TEAD3","Astro",0.206430650834219,0.074454956807898,1
"MA0810.1","TFAP2A(var.2)","Astro",0.00708044598080082,0.605841217605923,1
"MA0811.1","TFAP2B","Astro",-0.0330245675314857,0.480707527766351,1
"MA0812.1","TFAP2B(var.2)","Astro",0.0665407143626379,1,1
"MA0813.1","TFAP2B(var.3)","Astro",-0.0369254809313061,0.605841217605923,1
"MA0524.2","TFAP2C","Astro",-0.0209367442750992,0.541423282599753,1
