celltype,set,gene,n_peaks,rna_sign,oriented_mean_lfc
Micro,all_secretome_linked,FNDC1,1,-1,0.0851
Micro,all_secretome_linked,RNASET2,1,1,0.3888
Micro,all_secretome_linked,SMOC2,30,-1,-0.0837
Micro,all_secretome_linked,THBS2,2,-1,0.2966
Micro,all_secretome_linked,C6orf120,2,1,-0.0969
Micro,all_secretome_linked,FAM20C,1,-1,-0.1254
Micro,all_secretome_linked,PDGFA,2,-1,-0.1353
Micro,all_secretome_linked,NXPH1,42,-1,-0.0666
Micro,all_secretome_linked,THSD7A,1,-1,-0.1876
Micro,all_secretome_linked,IL6,4,1,0.1216
Micro,all_secretome_linked,CCDC126,1,1,0.4951
Micro,all_secretome_linked,NPY,3,1,0.3802
Micro,all_secretome_linked,HNRNPA2B1,1,1,0.3419
Micro,all_secretome_linked,BMPER,1,-1,-0.5524
Micro,all_secretome_linked,AOAH,2,1,-0.6181
Micro,all_secretome_linked,EPDR1,27,1,0.3808
Micro,all_secretome_linked,INHBA,3,1,0.2789
Micro,all_secretome_linked,PPIA,1,1,0.0753
Micro,all_secretome_linked,IGFBP3,3,-1,-0.2852
Micro,all_secretome_linked,VWC2,1,-1,0.711
Micro,all_secretome_linked,ZPBP,1,-1,-0.3158
Micro,all_secretome_linked,VSTM2A,2,-1,0.096
Micro,all_secretome_linked,EGFR,41,-1,-0.0922
Micro,all_secretome_linked,STX1A,4,1,0.1283
Micro,all_secretome_linked,ELN,1,-1,-0.7179
Micro,all_secretome_linked,SSC4D,2,1,-0.1753
Micro,all_secretome_linked,ZP3,10,1,-0.1894
Micro,all_secretome_linked,FGL2,2,1,-0.2784
Micro,all_secretome_linked,SEMA3C,2,-1,0.3325
Micro,all_secretome_linked,HGF,1,1,0.1567
Micro,all_secretome_linked,SEMA3E,1,1,0.1601
Micro,all_secretome_linked,SEMA3A,2,-1,-0.5277
Micro,all_secretome_linked,PON2,1,1,0.527
Micro,all_secretome_linked,TAC1,2,-1,0.0114
Micro,all_secretome_linked,NPTX2,1,1,0.2963
Micro,all_secretome_linked,AZGP1,1,1,0.88
Micro,all_secretome_linked,CNPY4,1,-1,0.0436
Micro,all_secretome_linked,GPC2,2,1,0.3163
Micro,all_secretome_linked,PILRA,2,1,0.272
Micro,all_secretome_linked,PCOLCE,1,1,0.1694
Micro,all_secretome_linked,SERPINE1,1,1,0.7837
Micro,all_secretome_linked,VGF,3,1,0.2628
Micro,all_secretome_linked,PLOD3,1,-1,-0.5641
Micro,all_secretome_linked,COL26A1,1,-1,-0.9246
Micro,all_secretome_linked,LRRC17,2,1,0.6894
Micro,all_secretome_linked,RELN,1,-1,1.1105
Micro,all_secretome_linked,NAMPT,1,1,-0.0068
Micro,all_secretome_linked,LAMB1,1,-1,0.5428
Micro,all_secretome_linked,NRCAM,47,-1,-0.0914
Micro,all_secretome_linked,MDFIC,1,1,-1.6304
Micro,all_secretome_linked,MET,9,-1,0.2976
Micro,all_secretome_linked,FAM3C,2,-1,-0.0047
Micro,all_secretome_linked,PTPRZ1,1,-1,0.6092
Micro,all_secretome_linked,HILPDA,2,1,-0.3781
Micro,all_secretome_linked,CALU,1,1,-0.8674
Micro,all_secretome_linked,PTN,1,-1,0.9426
Micro,all_secretome_linked,EPHB6,1,1,0.2852
Micro,all_secretome_linked,RARRES2,1,1,-0.2809
Micro,all_secretome_linked,ANGPT2,1,-1,-0.0481
Micro,all_secretome_linked,PRSS51,3,1,0.6236
Micro,all_secretome_linked,CTSB,1,1,0.0324
Micro,all_secretome_linked,FGF20,1,1,-0.5129
Micro,all_secretome_linked,PDGFRL,2,1,0.0274
Micro,all_secretome_linked,FGL1,7,-1,0.0641
Micro,all_secretome_linked,ASAH1,2,1,0.3336
Micro,all_secretome_linked,LPL,1,1,0.1779
Micro,all_secretome_linked,LGI3,2,-1,0.6122
Micro,all_secretome_linked,BMP1,1,-1,0.3958
Micro,all_secretome_linked,PEBP4,1,1,-0.1458
Micro,all_secretome_linked,LOXL2,1,-1,-0.1174
Micro,all_secretome_linked,ADAM28,2,1,-0.271
Micro,all_secretome_linked,CLU,2,1,0.1697
Micro,all_secretome_linked,NRG1,77,-1,-0.012
Micro,all_secretome_linked,HTRA4,2,1,0.822
Micro,all_secretome_linked,ADAM9,1,-1,-0.1819
Micro,all_secretome_linked,SFRP1,1,-1,-0.0842
Micro,all_secretome_linked,PLAT,3,-1,-0.3284
Micro,all_secretome_linked,PXDNL,2,1,-0.2134
Micro,all_secretome_linked,SDCBP,2,1,0.1578
Micro,all_secretome_linked,GGH,1,1,0.2017
Micro,all_secretome_linked,CPA6,3,1,1.0449
Micro,all_secretome_linked,SULF1,6,-1,-0.0478
Micro,all_secretome_linked,LY96,1,1,0.0135
Micro,all_secretome_linked,PI15,1,-1,-0.3455
Micro,all_secretome_linked,IL7,2,1,-0.0238
Micro,all_secretome_linked,FABP5,1,1,0.6495
Micro,all_secretome_linked,MMP16,1,-1,0.4743
Micro,all_secretome_linked,CPQ,1,-1,-0.5367
Micro,all_secretome_linked,MATN2,6,-1,0.0841
Micro,all_secretome_linked,CTHRC1,2,-1,-0.2968
Micro,all_secretome_linked,RSPO2,2,-1,0.0151
Micro,all_secretome_linked,TNFRSF11B,1,1,0.7497
Micro,all_secretome_linked,CCN3,1,1,-0.1564
Micro,all_secretome_linked,ENPP2,21,-1,0.0046
Micro,all_secretome_linked,COL14A1,13,-1,-0.3247
Micro,all_secretome_linked,TG,30,1,0.0922
Micro,all_secretome_linked,ST3GAL1,1,-1,-0.3419
Micro,all_secretome_linked,ADGRB1,9,-1,-0.0649
Micro,all_secretome_linked,THEM6,1,1,0.093
Micro,all_secretome_linked,GSDMD,2,1,0.2598
Micro,all_secretome_linked,INSL6,1,1,-0.547
Micro,all_secretome_linked,CD274,2,-1,0.0819
Micro,all_secretome_linked,PDCD1LG2,4,1,0.2638
Micro,all_secretome_linked,FREM1,15,-1,-0.0706
Micro,all_secretome_linked,ADAMTSL1,42,-1,-0.1321
Micro,all_secretome_linked,IFNE,1,-1,-0.4302
Micro,all_secretome_linked,TEK,1,-1,0.1842
Micro,all_secretome_linked,C9orf72,1,1,-0.0296
Micro,all_secretome_linked,B4GALT1,1,1,-0.1305
Micro,all_secretome_linked,PRSS3,9,-1,0.071
Micro,all_secretome_linked,ENHO,1,1,0.4589
Micro,all_secretome_linked,IL11RA,2,-1,0.6307
Micro,all_secretome_linked,MAMDC2,1,-1,0.2104
Micro,all_secretome_linked,ANXA1,5,1,0.278
Micro,all_secretome_linked,PCSK5,1,-1,0.1538
Micro,all_secretome_linked,CTSL,1,1,-0.2757
Micro,all_secretome_linked,OGN,1,1,0.2755
Micro,all_secretome_linked,ASPN,2,1,0.5874
Micro,all_secretome_linked,ECM2,4,1,0.6897
Micro,all_secretome_linked,NINJ1,3,-1,-0.4258
Micro,all_secretome_linked,COL15A1,1,1,0.3488
Micro,all_secretome_linked,TXN,1,1,0.1585
Micro,all_secretome_linked,SVEP1,1,-1,0.2796
Micro,all_secretome_linked,COL27A1,2,1,0.4556
Micro,all_secretome_linked,TNFSF15,1,1,0.395
Micro,all_secretome_linked,TNC,6,1,-0.276
Micro,all_secretome_linked,PAPPA,2,1,-0.1621
Micro,all_secretome_linked,GSN,30,-1,0.0315
Micro,all_secretome_linked,CRB2,5,1,-0.4623
Micro,all_secretome_linked,ANGPTL2,1,-1,0.2465
Micro,all_secretome_linked,TOR2A,1,1,0.3548
Micro,all_secretome_linked,LAMC3,1,-1,-0.7342
Micro,all_secretome_linked,ADAMTS13,5,-1,0.0647
Micro,all_secretome_linked,ADAMTSL2,2,1,0.2691
Micro,all_secretome_linked,COL5A1,1,-1,0.4335
Micro,all_secretome_linked,OLFM1,4,1,-0.2955
Micro,all_secretome_linked,QSOX2,2,-1,-0.2682
Micro,all_secretome_linked,EGFL7,2,-1,0.3866
Micro,all_secretome_linked,PTGDS,2,1,0.2089
Micro,all_secretome_linked,DPP7,2,1,0.3376
Micro,all_secretome_linked,IL15RA,1,1,-0.2044
Micro,all_secretome_linked,ITIH5,7,-1,0.1742
Micro,all_secretome_linked,CELF2-AS1,2,-1,0.3068
Micro,all_secretome_linked,CCDC3,15,-1,-0.196
Micro,all_secretome_linked,CDNF,2,1,0.3096
Micro,all_secretome_linked,C1QL3,1,1,-0.4677
Micro,all_secretome_linked,NRP1,1,-1,-0.2014
Micro,all_secretome_linked,CXCL12,2,1,-0.1876
Micro,all_secretome_linked,VSTM4,2,-1,-0.1407
Micro,all_secretome_linked,PCDH15,3,-1,-0.0535
Micro,all_secretome_linked,SRGN,3,1,0.7707
Micro,all_secretome_linked,ADAMTS14,3,-1,0.3078
Micro,all_secretome_linked,PSAP,2,1,0.2774
Micro,all_secretome_linked,SPOCK2,2,1,0.2238
Micro,all_secretome_linked,PLAU,1,1,0.328
Micro,all_secretome_linked,PLAC9,2,1,-0.0041
Micro,all_secretome_linked,PRXL2A,6,1,0.4267
Micro,all_secretome_linked,NRG3,147,-1,-0.0545
Micro,all_secretome_linked,MINPP1,2,-1,-0.3219
Micro,all_secretome_linked,PTEN,1,-1,-0.357
Micro,all_secretome_linked,RNLS,1,-1,0.1671
Micro,all_secretome_linked,FAS,1,1,0.4314
Micro,all_secretome_linked,FGFBP3,1,1,0.0451
Micro,all_secretome_linked,IDE,9,-1,-0.1255
Micro,all_secretome_linked,RBP4,1,1,1.1526
Micro,all_secretome_linked,LGI1,2,1,0.2242
Micro,all_secretome_linked,TLL2,1,-1,0.2334
Micro,all_secretome_linked,SLIT1,2,-1,1.1441
Micro,all_secretome_linked,HPSE2,28,-1,-0.0244
Micro,all_secretome_linked,CASP7,7,1,0.2176
Micro,all_secretome_linked,FGFR2,17,-1,0.0257
Micro,all_secretome_linked,HTRA1,3,-1,0.2616
Micro,all_secretome_linked,FAM24B,1,-1,0.0879
Micro,all_secretome_linked,CPXM2,2,-1,-0.7681
Micro,all_secretome_linked,MMP21,2,1,0.6992
Micro,all_secretome_linked,ADAM12,2,-1,2.0393
Micro,all_secretome_linked,DEAF1,2,-1,0.0219
Micro,all_secretome_linked,GATD1,1,1,-0.9569
Micro,all_secretome_linked,CHID1,3,1,0.3029
Micro,all_secretome_linked,CTSD,1,1,0.1739
Micro,all_secretome_linked,SMPD1,1,-1,-0.1741
Micro,all_secretome_linked,OLFML1,3,-1,0.4822
Micro,all_secretome_linked,TUB,22,-1,-0.108
Micro,all_secretome_linked,SCUBE2,1,-1,-0.2208
Micro,all_secretome_linked,MTRNR2L8,1,-1,0.2815
Micro,all_secretome_linked,DKK3,2,1,-0.0345
Micro,all_secretome_linked,SPON1,1,1,1.8344
Micro,all_secretome_linked,CALCB,6,-1,-0.0684
Micro,all_secretome_linked,NUCB2,1,1,0.2843
Micro,all_secretome_linked,NELL1,2,-1,-0.4268
Micro,all_secretome_linked,LUZP2,24,-1,0.1215
Micro,all_secretome_linked,BDNF,12,1,-0.1451
Micro,all_secretome_linked,CD59,5,1,0.2924
Micro,all_secretome_linked,CD44,12,1,0.1472
Micro,all_secretome_linked,PAMR1,12,-1,-0.1744
Micro,all_secretome_linked,FJX1,2,1,-0.4265
Micro,all_secretome_linked,EXT2,2,-1,-0.3285
Micro,all_secretome_linked,C1QTNF4,3,1,0.0208
Micro,all_secretome_linked,PTPRJ,1,1,-0.0501
Micro,all_secretome_linked,SERPING1,1,-1,-0.1022
Micro,all_secretome_linked,MPEG1,2,1,0.3888
Micro,all_secretome_linked,VWCE,6,-1,-0.0642
Micro,all_secretome_linked,FLRT1,2,1,0.238
Micro,all_secretome_linked,VEGFB,2,1,-0.1129
Micro,all_secretome_linked,LTBP3,4,1,0.6288
Micro,all_secretome_linked,EFEMP2,1,-1,-0.1557
Micro,all_secretome_linked,IL18BP,2,-1,-0.2746
Micro,all_secretome_linked,FOLR2,2,-1,-0.3734
Micro,all_secretome_linked,PRSS23,1,-1,-0.3348
Micro,all_secretome_linked,ENDOD1,1,-1,-0.2097
Micro,all_secretome_linked,PDGFD,1,-1,-0.2724
Micro,all_secretome_linked,CASP4,3,-1,-0.6282
Micro,all_secretome_linked,CRYAB,5,-1,0.0061
Micro,all_secretome_linked,IL18,1,1,0.7912
Micro,all_secretome_linked,NCAM1,1,-1,0.1443
Micro,all_secretome_linked,TMEM25,1,1,-0.1912
Micro,all_secretome_linked,NECTIN1,2,-1,-0.2777
Micro,all_secretome_linked,OAF,1,-1,-0.1943
Micro,all_secretome_linked,TECTA,2,-1,0.1036
Micro,all_secretome_linked,SORL1,45,1,-0.0601
Micro,all_secretome_linked,ST3GAL4,15,-1,0.5316
Micro,all_secretome_linked,KIRREL3,1,-1,0.3859
Micro,all_secretome_linked,ADAMTS8,2,1,-0.7765
Micro,all_secretome_linked,ADAMTS15,2,1,0.4472
Micro,all_secretome_linked,JAM3,1,-1,0.3219
Micro,all_secretome_linked,B3GAT1,9,-1,0.4305
Micro,all_secretome_linked,WNT5B,17,1,0.381
Micro,all_secretome_linked,TULP3,1,-1,-0.1994
Micro,all_secretome_linked,VWF,2,1,0.5788
Micro,all_secretome_linked,CD9,11,-1,0.1389
Micro,all_secretome_linked,TNFRSF1A,2,-1,-0.6048
Micro,all_secretome_linked,ACRBP,1,-1,-0.6686
Micro,all_secretome_linked,C1S,15,1,0.0534
Micro,all_secretome_linked,C1RL,1,1,0.0467
Micro,all_secretome_linked,CD163L1,1,1,-0.5645
Micro,all_secretome_linked,CD163,1,1,0.6246
Micro,all_secretome_linked,A2M,3,1,-0.0461
Micro,all_secretome_linked,OLR1,3,1,0.4078
Micro,all_secretome_linked,PRB1,1,1,-0.266
Micro,all_secretome_linked,PRB2,1,-1,0.266
Micro,all_secretome_linked,SPX,2,1,0.0628
Micro,all_secretome_linked,OVCH1,1,1,-0.4425
Micro,all_secretome_linked,NELL2,3,-1,0.1609
Micro,all_secretome_linked,NPFF,1,1,0.6545
Micro,all_secretome_linked,CD63,1,1,0.1842
Micro,all_secretome_linked,GDF11,2,-1,-0.3942
Micro,all_secretome_linked,MMP19,1,1,-0.3464
Micro,all_secretome_linked,ERBB3,3,-1,0.3121
Micro,all_secretome_linked,IL23A,2,-1,-0.5433
Micro,all_secretome_linked,TAC3,6,1,0.2618
Micro,all_secretome_linked,WIF1,1,-1,-0.6977
Micro,all_secretome_linked,LYZ,1,1,0.3469
Micro,all_secretome_linked,PTPRR,20,-1,0.1389
Micro,all_secretome_linked,GLIPR1L1,4,1,0.0368
Micro,all_secretome_linked,KITLG,1,-1,-0.8861
Micro,all_secretome_linked,DCN,2,1,-0.7859
Micro,all_secretome_linked,NTN4,1,-1,-0.3092
Micro,all_secretome_linked,IGF1,2,1,-0.507
Micro,all_secretome_linked,TMEM119,3,1,0.4789
Micro,all_secretome_linked,TCTN1,1,1,0.3557
Micro,all_secretome_linked,OAS1,1,1,0.3864
Micro,all_secretome_linked,GLT1D1,3,-1,0.4499
Micro,all_secretome_linked,MMP17,5,-1,-0.0866
Micro,all_secretome_linked,IL17D,1,-1,0.1334
Micro,all_secretome_linked,FGF9,1,-1,-0.0494
Micro,all_secretome_linked,FLT1,35,-1,0.0772
Micro,all_secretome_linked,HMGB1,20,1,0.0498
Micro,all_secretome_linked,KL,2,1,-0.3238
Micro,all_secretome_linked,NHLRC3,1,1,0.5163
Micro,all_secretome_linked,ENOX1,2,-1,0.4384
Micro,all_secretome_linked,ITM2B,3,1,-0.049
Micro,all_secretome_linked,SERPINE3,3,1,0.166
Micro,all_secretome_linked,THSD1,3,-1,0.3672
Micro,all_secretome_linked,PIBF1,1,-1,-0.2021
Micro,all_secretome_linked,CLN5,1,-1,-0.0053
Micro,all_secretome_linked,SLITRK1,3,-1,0.7422
Micro,all_secretome_linked,GPC5,32,-1,-0.0988
Micro,all_secretome_linked,GPC6,78,-1,-0.087
Micro,all_secretome_linked,ITGBL1,4,-1,0.2782
Micro,all_secretome_linked,TNFSF13B,3,1,0.5252
Micro,all_secretome_linked,COL4A1,1,-1,0.3001
Micro,all_secretome_linked,COL4A2,1,-1,0.3001
Micro,all_secretome_linked,GAS6,2,-1,-0.0074
Micro,all_secretome_linked,RNASE4,2,-1,0.0591
Micro,all_secretome_linked,RNASE6,2,1,0.0749
Micro,all_secretome_linked,RNASE1,3,-1,0.0269
Micro,all_secretome_linked,RNASE2,1,1,0.4036
Micro,all_secretome_linked,C14orf93,1,1,0.2982
Micro,all_secretome_linked,DHRS4L2,9,1,0.2926
Micro,all_secretome_linked,COCH,1,1,0.2346
Micro,all_secretome_linked,FAM177A1,2,-1,-0.2094
Micro,all_secretome_linked,TMX1,1,1,-0.3615
Micro,all_secretome_linked,NID2,1,-1,0.2448
Micro,all_secretome_linked,TXNDC16,1,-1,-0.1252
Micro,all_secretome_linked,ERO1A,1,1,-0.441
Micro,all_secretome_linked,LGALS3,1,1,0.5717
Micro,all_secretome_linked,SMOC1,3,-1,0.0765
Micro,all_secretome_linked,PAPLN,5,-1,-0.2253
Micro,all_secretome_linked,ENTPD5,1,1,0.2135
Micro,all_secretome_linked,NPC2,1,1,-0.1694
Micro,all_secretome_linked,LTBP2,1,1,0.7892
Micro,all_secretome_linked,TGFB3,3,-1,-0.0676
Micro,all_secretome_linked,VASH1,6,1,0.333
Micro,all_secretome_linked,FLRT2,4,-1,0.1356
Micro,all_secretome_linked,CHGA,2,-1,-0.14
Micro,all_secretome_linked,SERPINA1,2,1,0.1104
Micro,all_secretome_linked,SERPINA3,1,1,-0.5027
Micro,all_secretome_linked,HHIPL1,2,-1,-0.0627
Micro,all_secretome_linked,WDR25,3,1,0.5165
Micro,all_secretome_linked,SCG5,2,-1,-0.0991
Micro,all_secretome_linked,GREM1,1,-1,0.3929
Micro,all_secretome_linked,SPINT1,2,1,-0.1702
Micro,all_secretome_linked,B2M,2,1,0.1304
Micro,all_secretome_linked,SORD,6,-1,-0.3674
Micro,all_secretome_linked,FBN1,1,-1,1.0872
Micro,all_secretome_linked,FGF7,2,1,-0.0466
Micro,all_secretome_linked,GLDN,8,1,0.0183
Micro,all_secretome_linked,SCG3,1,1,0.6785
Micro,all_secretome_linked,LIPC,6,-1,0.1876
Micro,all_secretome_linked,ANXA2,1,1,1.0788
Micro,all_secretome_linked,PPIB,1,1,-0.1987
Micro,all_secretome_linked,C15orf61,1,1,0.3299
Micro,all_secretome_linked,SPESP1,1,-1,-0.5087
Micro,all_secretome_linked,THSD4,50,-1,-0.1492
Micro,all_secretome_linked,ADPGK,10,1,0.1724
Micro,all_secretome_linked,CEMIP,1,1,-0.6294
Micro,all_secretome_linked,IL16,19,1,0.262
Micro,all_secretome_linked,ADAMTSL3,2,-1,0.1108
Micro,all_secretome_linked,NMB,1,1,0.1252
Micro,all_secretome_linked,MFGE8,2,-1,-0.3869
Micro,all_secretome_linked,NGRN,1,1,0.2468
Micro,all_secretome_linked,FURIN,5,-1,-0.2742
Micro,all_secretome_linked,RGMA,5,1,0.165
Micro,all_secretome_linked,ADAMTS17,1,1,0.075
Micro,all_secretome_linked,CHSY1,1,-1,-0.1885
Micro,all_secretome_linked,PCSK6,41,-1,0.0984
Micro,all_secretome_linked,METRN,2,-1,-0.0634
Micro,all_secretome_linked,GNPTG,1,-1,-0.1458
Micro,all_secretome_linked,GFER,2,1,0.1777
Micro,all_secretome_linked,PKD1,2,-1,-0.3772
Micro,all_secretome_linked,DNASE1,2,-1,-0.1105
Micro,all_secretome_linked,C16orf89,1,1,-0.1437
Micro,all_secretome_linked,XYLT1,1,-1,-0.2176
Micro,all_secretome_linked,CLEC19A,2,1,0.2985
Micro,all_secretome_linked,OTOA,3,1,0.5756
Micro,all_secretome_linked,VWA3A,8,-1,-0.2095
Micro,all_secretome_linked,IL4R,12,1,0.019
Micro,all_secretome_linked,IL27,3,-1,-0.1729
Micro,all_secretome_linked,CTF1,2,1,-0.1673
Micro,all_secretome_linked,PRSS53,1,-1,-0.4658
Micro,all_secretome_linked,ITFG1,1,1,0.2517
Micro,all_secretome_linked,MMP2,13,1,0.2383
Micro,all_secretome_linked,RSPRY1,1,-1,-0.1939
Micro,all_secretome_linked,CX3CL1,1,-1,-0.2684
Micro,all_secretome_linked,ADGRG1,11,-1,0.1556
Micro,all_secretome_linked,CKLF,2,1,-0.6539
Micro,all_secretome_linked,CES4A,4,-1,-0.1117
Micro,all_secretome_linked,GFOD2,1,1,-0.404
Micro,all_secretome_linked,NRN1L,2,-1,0.5472
Micro,all_secretome_linked,LCAT,3,-1,0.1908
Micro,all_secretome_linked,PLA2G15,3,1,0.41
Micro,all_secretome_linked,ST3GAL2,11,-1,-0.1081
Micro,all_secretome_linked,IL34,11,-1,0.1572
Micro,all_secretome_linked,ADAMTS18,1,-1,-0.1826
Micro,all_secretome_linked,MBTPS1,1,1,0.0002
Micro,all_secretome_linked,CRISPLD2,2,-1,-0.7494
Micro,all_secretome_linked,SERPINF2,4,1,0.2697
Micro,all_secretome_linked,SERPINF1,2,-1,-0.2194
Micro,all_secretome_linked,CYB5D2,1,1,0.3362
Micro,all_secretome_linked,CXCL16,1,1,0.1931
Micro,all_secretome_linked,VMO1,1,1,0.573
Micro,all_secretome_linked,C1QBP,1,1,0.1468
Micro,all_secretome_linked,TNFSF12,1,1,-0.7027
Micro,all_secretome_linked,TNFSF13,2,1,0.206
Micro,all_secretome_linked,NTN1,2,-1,-0.0278
Micro,all_secretome_linked,MTRNR2L1,2,1,1.2338
Micro,all_secretome_linked,LGALS9,3,1,-0.3252
Micro,all_secretome_linked,SDF2,1,-1,0.9645
Micro,all_secretome_linked,DHRS13,1,-1,-0.1304
Micro,all_secretome_linked,ABHD15,2,1,0.4888
Micro,all_secretome_linked,TMEM98,1,-1,0.2525
Micro,all_secretome_linked,CCL2,1,-1,0.6597
Micro,all_secretome_linked,MMP28,1,-1,-0.0367
Micro,all_secretome_linked,CCL3,2,1,0.7123
Micro,all_secretome_linked,CCL4,2,1,0.7859
Micro,all_secretome_linked,CCL3L1,2,1,0.5493
Micro,all_secretome_linked,CCL4L2,2,1,0.6649
Micro,all_secretome_linked,DHRS11,1,-1,-0.0518
Micro,all_secretome_linked,PLXDC1,2,1,-1.0966
Micro,all_secretome_linked,IFI35,1,1,0.4304
Micro,all_secretome_linked,GRN,3,1,0.1476
Micro,all_secretome_linked,MAPT,19,-1,0.2708
Micro,all_secretome_linked,XYLT2,1,-1,-0.5114
Micro,all_secretome_linked,SPATA20,1,1,0.4853
Micro,all_secretome_linked,CA10,3,-1,0.1667
Micro,all_secretome_linked,C17orf67,1,1,0.209
Micro,all_secretome_linked,SCPEP1,1,1,0.2224
Micro,all_secretome_linked,FAM20A,12,1,0.057
Micro,all_secretome_linked,TIMP2,18,1,0.1308
Micro,all_secretome_linked,LGALS3BP,1,-1,-0.0079
Micro,all_secretome_linked,CANT1,5,-1,-0.2933
Micro,all_secretome_linked,NPTX1,3,-1,-0.1386
Micro,all_secretome_linked,P4HB,1,1,0.2787
Micro,all_secretome_linked,METRNL,1,1,0.5727
Micro,all_secretome_linked,CLUL1,5,1,0.364
Micro,all_secretome_linked,EMILIN2,3,1,0.0468
Micro,all_secretome_linked,LAMA1,22,-1,-0.2132
Micro,all_secretome_linked,TWSG1,1,1,0.3051
Micro,all_secretome_linked,LAMA3,27,-1,-0.0732
Micro,all_secretome_linked,CHST9,8,-1,0.1177
Micro,all_secretome_linked,TTR,8,-1,-0.0997
Micro,all_secretome_linked,GALNT1,1,1,-0.1537
Micro,all_secretome_linked,LIPG,4,1,0.2264
Micro,all_secretome_linked,C18orf54,1,-1,-0.1343
Micro,all_secretome_linked,TCF4,87,-1,0.0042
Micro,all_secretome_linked,CCBE1,33,-1,-0.079
Micro,all_secretome_linked,CBLN2,16,-1,-0.2775
Micro,all_secretome_linked,NETO1,2,-1,0.0871
Micro,all_secretome_linked,CNDP1,1,-1,0.0124
Micro,all_secretome_linked,FSTL3,3,1,-0.1715
Micro,all_secretome_linked,CFD,2,1,0.5749
Micro,all_secretome_linked,IZUMO4,1,1,-0.2444
Micro,all_secretome_linked,EBI3,1,1,0.2507
Micro,all_secretome_linked,MYDGF,2,1,-0.4224
Micro,all_secretome_linked,HSD11B1L,1,-1,-0.4486
Micro,all_secretome_linked,C3,2,-1,-0.4393
Micro,all_secretome_linked,ANGPTL4,2,1,0.0051
Micro,all_secretome_linked,ADAMTS10,4,1,0.1126
Micro,all_secretome_linked,OLFM2,19,-1,-0.2644
Micro,all_secretome_linked,ANGPTL6,3,-1,-0.0587
Micro,all_secretome_linked,EPOR,2,1,0.146
Micro,all_secretome_linked,MAN2B1,2,1,0.3142
Micro,all_secretome_linked,CALR,1,1,0.488
Micro,all_secretome_linked,SAMD1,1,-1,0.0806
Micro,all_secretome_linked,ADGRE5,1,-1,-0.258
Micro,all_secretome_linked,ADGRE3,4,1,0.2025
Micro,all_secretome_linked,CPAMD8,2,-1,-0.9979
Micro,all_secretome_linked,IFI30,1,1,0.4794
Micro,all_secretome_linked,CRLF1,2,1,-0.1246
Micro,all_secretome_linked,NCAN,3,-1,-0.1639
Micro,all_secretome_linked,GPI,1,-1,0.0005
Micro,all_secretome_linked,SCGB2B2,11,-1,0.012
Micro,all_secretome_linked,SCN1B,2,-1,-0.0571
Micro,all_secretome_linked,LGI4,1,-1,0.9149
Micro,all_secretome_linked,HAMP,3,1,0.0533
Micro,all_secretome_linked,CATSPERG,1,-1,0.1847
Micro,all_secretome_linked,FCGBP,6,1,0.5968
Micro,all_secretome_linked,LTBP4,7,-1,-0.2279
Micro,all_secretome_linked,TGFB1,2,-1,-0.1727
Micro,all_secretome_linked,CEACAM1,1,1,0.272
Micro,all_secretome_linked,PSG8,9,-1,0.3314
Micro,all_secretome_linked,PINLYP,2,1,0.0616
Micro,all_secretome_linked,PLAUR,2,1,0.0673
Micro,all_secretome_linked,PVR,1,1,0.2601
Micro,all_secretome_linked,APOE,3,1,0.3739
Micro,all_secretome_linked,APOC1,2,1,-0.3484
Micro,all_secretome_linked,APOC4,1,1,0.2868
Micro,all_secretome_linked,APOC2,4,1,0.1786
Micro,all_secretome_linked,IGFL4,7,-1,-0.2514
Micro,all_secretome_linked,FKRP,2,-1,-0.1567
Micro,all_secretome_linked,CA11,1,1,-0.0567
Micro,all_secretome_linked,NUCB1,1,1,-0.2032
Micro,all_secretome_linked,FLT3LG,2,-1,0.0079
Micro,all_secretome_linked,IL4I1,9,1,0.1787
Micro,all_secretome_linked,EMC10,2,-1,0.3775
Micro,all_secretome_linked,CLEC11A,2,1,0.1712
Micro,all_secretome_linked,KLK6,1,-1,0.0282
Micro,all_secretome_linked,IGLON5,2,-1,-0.6664
Micro,all_secretome_linked,SIGLEC10,2,1,0.1584
Micro,all_secretome_linked,OSCAR,2,1,0.2762
Micro,all_secretome_linked,LAIR2,1,-1,-0.5599
Micro,all_secretome_linked,LILRA2,1,1,-0.5311
Micro,all_secretome_linked,LILRB1,3,1,0.0597
Micro,all_secretome_linked,FCAR,2,1,0.416
Micro,all_secretome_linked,EDDM13,2,-1,-0.7321
Micro,all_secretome_linked,A1BG,1,1,0.0081
Micro,all_secretome_linked,PDYN,2,1,0.3493
Micro,all_secretome_linked,ATRN,1,1,-0.2041
Micro,all_secretome_linked,SIGLEC1,1,1,0.514
Micro,all_secretome_linked,C20orf27,2,1,0.5099
Micro,all_secretome_linked,CHGB,1,1,-0.5833
Micro,all_secretome_linked,FLRT3,1,-1,-0.0452
Micro,all_secretome_linked,PCSK2,2,-1,0.3052
Micro,all_secretome_linked,CST3,2,1,0.5483
Micro,all_secretome_linked,CST7,3,-1,-0.8863
Micro,all_secretome_linked,ENTPD6,1,1,-0.6313
Micro,all_secretome_linked,ASIP,10,-1,-0.2439
Micro,all_secretome_linked,MMP24,1,1,0.2973
Micro,all_secretome_linked,SOGA1,2,-1,-0.2582
