baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,celltype,cohort,n_donors
94.22606513723841,-0.1767252354833088,0.24787697723027494,-0.7129554243318572,0.47587334092382505,0.8644370474342109,AL627309.1,GC_lineage,GSE325391_RESvSAD,13
1.3719090537080032,-0.19093268532521285,0.8872974279470939,-0.21518453599822385,0.8296234470134509,,AL627309.3,GC_lineage,GSE325391_RESvSAD,13
89.11346736610004,0.16676565657987308,0.23063013313213526,0.7230870238639969,0.46962642092228135,0.8605565078871301,AL627309.5,GC_lineage,GSE325391_RESvSAD,13
17.897110239723112,2.2837527501292554,0.8787002172425452,2.5990123882021043,0.009349239920044614,0.2868835428124509,AP006222.2,GC_lineage,GSE325391_RESvSAD,13
1.3017089466592706,0.524446379436267,0.9649868925761949,0.5434751326374695,0.5868027079346186,,AC114498.1,GC_lineage,GSE325391_RESvSAD,13
1715.2791367545262,-0.07628796993924128,0.18402270780192598,-0.41455737093790795,0.6784659603255688,0.9309338665012297,LINC01409,GC_lineage,GSE325391_RESvSAD,13
0.7322327591203668,1.0399706632176986,1.3368574307649717,0.77792189300441,0.4366150608608055,,FAM87B,GC_lineage,GSE325391_RESvSAD,13
493.2201569924724,-0.17874199217318146,0.12510283338830988,-1.4287605430836217,0.15307306984089536,0.6285846659405774,LINC01128,GC_lineage,GSE325391_RESvSAD,13
22.170709654296243,0.26393845385150366,0.4676088648422441,0.5644427933173333,0.5724528223763402,0.9023621419260485,LINC00115,GC_lineage,GSE325391_RESvSAD,13
39.03423498355785,0.2511830158643905,0.4186264123095714,0.6000171238088111,0.5484948234099911,0.8923524025857702,FAM41C,GC_lineage,GSE325391_RESvSAD,13
2.8320267361040803,-0.6801077084190708,0.7212669939013159,-0.9429347442344264,0.345714282001816,0.7911064161439907,AL645608.6,GC_lineage,GSE325391_RESvSAD,13
2.313433885349153,0.672279031166572,0.6959528435170284,0.9659835970626692,0.33405238895074296,0.7840795380899559,AL645608.2,GC_lineage,GSE325391_RESvSAD,13
1.0185878794069756,1.5305948943593068,1.2752399218672565,1.2002407296959066,0.2300458612469699,,SAMD11,GC_lineage,GSE325391_RESvSAD,13
362.0106593102963,0.24323381854971737,0.17457399060516005,1.3932992979455205,0.1635293028632726,0.6410916883598881,NOC2L,GC_lineage,GSE325391_RESvSAD,13
110.97891768390227,-0.1316006827047227,0.3831059142013732,-0.34350992199913943,0.7312148777690579,0.9485510139026865,KLHL17,GC_lineage,GSE325391_RESvSAD,13
3.129561447408567,-0.1605368490550596,0.6711580931520292,-0.23919379158659,0.8109553165587634,0.9685268990361153,PLEKHN1,GC_lineage,GSE325391_RESvSAD,13
6.949553031861835,-1.4682322528307663,1.4749636078673027,-0.9954362568671986,0.31952413201622243,0.7731003237797324,HES4,GC_lineage,GSE325391_RESvSAD,13
3.2770076421740275,2.266913375809568,1.0271211288377262,2.207055538205869,0.027310179501772912,0.3669834471672793,ISG15,GC_lineage,GSE325391_RESvSAD,13
2.2309682883768436,0.7940720318052362,0.7434672982358835,1.068065849956587,0.2854908090275605,0.7521751220690736,AL645608.1,GC_lineage,GSE325391_RESvSAD,13
10.162501409884056,0.8037949152572377,1.026416246027591,0.7831081380171675,0.43356361266659826,0.8417457577849063,AGRN,GC_lineage,GSE325391_RESvSAD,13
984.1408875814338,-0.34303855364416713,0.2221579855663496,-1.544119842325971,0.12255930275819943,0.5841607647079741,C1orf159,GC_lineage,GSE325391_RESvSAD,13
52.30921899115361,0.6760628242441775,0.562818687256564,1.2012089142590792,0.2296701723688368,0.7098012353362809,AL390719.3,GC_lineage,GSE325391_RESvSAD,13
1.3720412677435503,1.6679461434995801,1.2678222241366675,1.3155993890510793,0.18830853874042064,,LINC01342,GC_lineage,GSE325391_RESvSAD,13
1.218936719742944,-0.8967940973296058,1.2643680154726957,-0.7092824924033934,0.4781491907138675,,TTLL10-AS1,GC_lineage,GSE325391_RESvSAD,13
3.8260296917901733,-0.10890217872457797,0.6220864110617637,-0.17505956855528493,0.8610328272395208,0.9772311729950377,TTLL10,GC_lineage,GSE325391_RESvSAD,13
5.303362563700765,1.1543158335513641,1.1185493717838653,1.0319757559833576,0.3020834750108906,0.7635014355790432,TNFRSF18,GC_lineage,GSE325391_RESvSAD,13
6.095849532336256,-0.8745254600265961,0.4907556558970386,-1.7819977202872483,0.07474960349553177,0.4904774993286161,TNFRSF4,GC_lineage,GSE325391_RESvSAD,13
682.880255917694,0.1343471505257394,0.18313415307080239,0.7335996496175062,0.46319277455137864,0.8579396569080259,SDF4,GC_lineage,GSE325391_RESvSAD,13
81.62001461857704,-0.20421413137247002,0.37693964115196743,-0.54176878491307,0.5879777976748797,0.9086985335937412,B3GALT6,GC_lineage,GSE325391_RESvSAD,13
14.091185523629655,0.06794482959876717,0.4738117005282868,0.14340048910360503,0.8859738967183534,0.9813461080812133,C1QTNF12,GC_lineage,GSE325391_RESvSAD,13
559.4601092263051,-0.013332397617170031,0.1664328306575224,-0.08010677679696987,0.9361523329671936,0.9883575256428445,UBE2J2,GC_lineage,GSE325391_RESvSAD,13
41.632321258467286,0.1174108144408153,0.32404323145708047,0.3623307109760333,0.7171049110510024,0.9441847886790196,LINC01786,GC_lineage,GSE325391_RESvSAD,13
109.57493098410984,0.009628154332909578,0.3069563770372159,0.03136652323643449,0.9749772385947669,0.9956935884655721,SCNN1D,GC_lineage,GSE325391_RESvSAD,13
2262.118363986429,-0.07125654377492267,0.24237708097027078,-0.2939904362643215,0.7687652113777039,0.9590765600514732,ACAP3,GC_lineage,GSE325391_RESvSAD,13
26.50336846792087,0.06754202084266192,0.5082583939803809,0.13288913993866885,0.8942810557995896,0.9826752146776753,PUSL1,GC_lineage,GSE325391_RESvSAD,13
963.7315298318698,0.20063060296971885,0.1847772339873275,1.0857971982818977,0.2775687262247051,0.7463566182631503,INTS11,GC_lineage,GSE325391_RESvSAD,13
3.178227690329496,-0.3554211648757917,0.6068606575476715,-0.5856717855331919,0.5580960978453293,0.8973686471816174,AL139287.1,GC_lineage,GSE325391_RESvSAD,13
