path	sha256	bytes	role
results/validation/frozen_primary_signature.csv	956e8743cae6e31c9f6b1c6cdd5eb040b81734c56dcd416f9b27ff415765f5ab	8032	frozen_60hit_signature
refs/nichenet/lr_network_human_21122021.rds	47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094	20724	nichenet_lr_network
refs/nichenet/ligand_target_matrix_nsga2r_final.rds	699fce17ff65e2511277359696306bb130aa833bd7f30dd9290ad9efd9dc9c5d	262116605	nichenet_ligand_target_matrix
processed/per_dataset/GSE325391_adultgc_metadata.csv	f215d10e2cb0110b44a3b089ab2de7b5adac6c33623e6214478bea8b9ededca4	16284093	gse325391_metadata
processed/per_dataset/GSE325391_resilience.h5ad	ea814d1753bb6b865d97bb47f68d4b55262d19857d1df24ae21e3dc75d60b350	5676379743	gse325391_resilience_h5ad
processed/per_dataset/GSE268609_metadata.csv	e13a5b3fdcc83f6aa4207aa0b443d13aa29a0a39b75e136aa7f1bcefecc26685	24422543	gse268609_metadata
processed/per_dataset/GSE268609_anchor.h5ad	1e467d76e1cd547b1e1d3294fe996a2bca0abc99afa080d647bb91a4531dddba	9358984766	gse268609_anchor_h5ad
results/de/de_GSE325391_RESvSAD.csv	2990367aba2ec9ce2ddb4a5e85c3edf3aa198673d509a718914a0ba771163a44	4541052	gse325391_RESvSAD_de_for_supporting_gsea
refs/gencode_v44_genes.tsv.gz	9f735983e2015fbafb877963db0db3cb20a7cea67db482d4bc82992e60969ac7	1152098	gencode_v44_symbol_map
